ID,Total_Count_Total,Refund_Only_Count_Total,Rental_Not_Returned_Count_Total,Partial_Payment_After_Receipt_Count_Total,Payment_Without_Delivery_Count_Total,Amount_of_Loss_Total,level_Total
220000200501159915,51,0,0,3,7,4488.5,4
540000196405113357,73,0,0,1,10,4293.6900000000005,4
640000197910019060,73,0,0,0,7,3509.96,4
210000198405206599,80,0,0,0,8,3262.080000000001,3
530000197409037710,76,0,0,6,10,7555.529999999999,5
130000197711020966,82,0,0,4,12,7407.160000000001,5
450000198902043991,74,0,0,5,6,6448.77,4
310000195711066002,78,0,0,3,8,4920.28,4
520000200205119426,87,0,0,4,7,5371.43,3
610000196711063368,68,0,0,3,9,6548.33,4
340000200511258383,70,0,0,4,6,5531.360000000001,4
540000198411049581,87,0,0,4,12,7055.16,4
110000196409181840,70,0,0,2,6,3770.6,4
350000200501121246,67,0,0,6,4,4628.25,4
440000196806176486,65,0,0,5,9,6488.219999999999,5
41000019980224059X,83,0,0,4,9,4831.59,3
520000197809263803,70,0,0,1,10,4681.72,4
310000199711019968,58,0,0,1,5,2370.32,4
440000196707068658,88,0,0,3,10,6391.910000000001,3
500000195804048730,74,0,0,3,12,7163.32,5
530000199404055660,80,0,0,3,15,8519.14,5
640000199512104963,83,0,0,4,12,7401.92,5
34000019770215227X,84,0,0,0,8,4082.91,3
460000196308031392,71,0,0,3,4,3881.04,4
360000198403264915,85,0,0,2,8,3600.709999999999,4
540000200104279061,78,0,0,2,8,5128.329999999999,4
32000020010212935X,63,0,0,2,8,5414.94,4
620000196311186029,80,0,0,4,8,4569.56,4
42000020000313072X,65,0,0,2,8,4174.610000000001,4
230000198312306447,71,0,0,3,8,6500.05,4
620000198005160954,80,0,0,3,8,6259.97,4
330000200509167798,78,0,0,5,6,6637.760000000001,4
650000200102155298,68,0,0,7,9,5738.5,5
65000019630713415X,70,0,0,3,4,2568.42,3
630000197101091538,68,0,0,0,8,4491.08,4
630000196006086533,70,0,0,1,9,4414.15,4
350000195308176495,66,0,0,2,13,6512.159999999999,5
130000195106119774,71,0,0,2,10,6865.0,4
450000197305169022,82,0,0,2,7,4283.71,4
520000196606135532,79,0,0,3,8,5430.6,4
110000199206179808,60,0,0,3,4,4154.56,4
150000199101086004,75,0,0,3,8,5807.849999999999,4
110000198910119943,67,0,0,3,10,6362.780000000001,4
630000196810129960,62,0,0,3,10,6078.369999999999,4
340000196810113564,73,0,0,0,7,3806.9,4
370000200304164777,81,0,0,5,11,7470.799999999999,5
230000195509064388,73,0,0,2,8,5024.73,3
460000199301061939,79,0,0,5,3,3425.3499999999995,4
410000197206167083,74,0,0,4,8,5984.110000000001,4
46000020051124742X,82,0,0,2,9,5246.6,4
330000200108153555,77,0,0,5,9,6127.42,4
310000200401109920,66,0,0,3,6,3990.36,4
21000019830502160X,81,0,0,3,6,4049.42,4
120000195310264408,86,0,0,3,9,6328.96,4
370000200506010709,68,0,0,3,6,3835.8,4
340000196603176933,67,0,0,3,8,5498.920000000001,4
120000196402217953,68,0,0,2,5,3639.99,4
450000199109212109,75,0,0,4,6,4442.04,4
210000200401194682,61,0,0,4,8,5296.85,4
230000198703062494,83,0,0,3,10,5422.7300000000005,4
32000019740610400X,83,0,0,3,16,8073.130000000001,5
460000196008103817,75,0,0,1,12,7645.620000000001,4
530000199804306107,66,0,0,4,7,6076.479999999999,4
540000200107015213,68,0,0,3,7,6185.1,4
610000200102232815,57,0,0,4,6,4396.17,4
630000197208254202,84,0,0,3,12,6910.530000000001,4
460000197803252912,67,0,0,4,5,4940.089999999999,4
610000195803278812,86,0,0,6,9,7458.040000000001,4
620000199005090743,74,0,0,0,10,5429.04,4
370000199307180101,71,0,0,0,8,4627.129999999999,4
520000196104131128,63,0,0,3,6,2599.47,3
530000200604180445,74,0,0,7,4,4175.09,4
620000199806079245,82,0,0,1,11,4498.6900000000005,4
640000196507168731,66,0,0,1,9,4955.63,4
520000199808010205,70,0,0,2,10,5643.58,4
130000195206090868,71,0,0,1,6,4005.85,4
540000196508090864,68,0,0,4,6,4721.75,4
410000198604136279,68,0,0,4,10,8261.89,5
450000199706134890,74,0,0,3,10,6889.700000000001,4
110000198110226468,63,0,0,1,6,3330.67,4
12000019950808358X,70,0,0,5,6,5149.75,4
130000200105236120,78,0,0,3,8,6384.39,3
500000199004107884,89,0,0,5,13,6219.269999999999,5
500000197505028798,58,0,0,1,6,2432.94,4
210000199510168023,104,0,0,3,12,7352.209999999999,3
510000196108052724,64,0,0,3,7,3461.96,4
500000196807045118,66,0,0,2,7,4113.68,4
640000195408270752,65,0,0,2,7,4037.62,4
130000200502254648,65,0,0,4,12,6373.130000000001,5
370000198405232847,65,0,0,4,5,3184.8000000000006,4
650000199711178633,72,0,0,2,9,5558.120000000001,4
120000197511018026,73,0,0,3,6,4775.879999999999,4
110000196810125773,67,0,0,0,6,2719.42,4
35000019980706156X,95,0,0,4,15,9811.97,5
210000199301053000,72,0,0,1,2,1346.77,4
370000197310060857,75,0,0,4,7,4599.94,4
350000198604281509,84,0,0,4,8,4454.24,3
640000196704141159,58,0,0,3,10,6078.88,5
430000199905098825,52,0,0,3,3,2802.38,4
230000200606281644,68,0,0,2,6,3713.17,4
150000196609138780,73,0,0,4,9,6548.25,3
520000198901150793,76,0,0,4,9,5381.51,4
420000198511011970,72,0,0,2,9,5497.79,4
420000198102203816,75,0,0,2,6,4041.11,4
120000200611234740,81,0,0,8,10,9355.97,5
430000198008069720,72,0,0,2,11,6498.8,4
610000199404159064,81,0,0,3,7,5099.420000000001,4
450000199107048157,60,0,0,4,4,3025.1600000000003,4
140000198911269148,73,0,0,2,8,3100.71,4
370000196107259487,85,0,0,1,10,5139.19,4
310000199812180419,74,0,0,2,10,4806.65,4
500000197111271656,77,0,0,2,8,6378.51,4
34000019500713576X,73,0,0,5,10,8470.960000000001,5
210000196406227122,76,0,0,5,8,5865.07,3
130000195006193977,85,0,0,1,11,7043.719999999999,4
120000199507106663,84,0,0,1,10,5718.93,4
44000019920825939X,57,0,0,1,7,4365.12,4
150000195504182430,86,0,0,4,7,4312.06,4
420000195406290222,63,0,0,2,5,3352.1,4
310000198108153332,97,0,0,6,13,7316.990000000002,5
460000196201198707,62,0,0,6,4,3753.25,4
650000196007190619,64,0,0,2,9,5344.219999999999,3
210000200507316422,64,0,0,4,8,6795.740000000001,4
530000196005118528,82,0,0,2,8,4101.459999999999,4
610000195408306553,76,0,0,4,6,4418.01,4
510000195611167364,92,0,0,2,11,5351.79,4
150000197911054646,64,0,0,2,9,4695.5,4
530000195609285090,83,0,0,1,7,3930.24,4
110000200112126129,73,0,0,1,6,3872.56,4
230000199208010536,70,0,0,4,9,7781.530000000001,4
500000200306071034,85,0,0,4,7,4683.539999999999,4
130000195301244802,80,0,0,3,10,6638.15,4
310000196809035807,72,0,0,0,10,5406.179999999999,3
430000200304127155,60,0,0,0,3,994.92,4
440000198803118597,58,0,0,2,7,6271.18,4
220000200011227540,79,0,0,3,11,6359.95,4
110000197706068590,61,0,0,1,11,5969.81,4
120000195510248576,80,0,0,0,6,3286.94,4
430000195106198020,73,0,0,2,5,3835.35,4
210000197308047165,83,0,0,3,8,3575.1600000000003,4
460000198809126022,73,0,0,0,7,3430.51,4
610000197203026119,88,0,0,1,10,3999.6100000000006,4
530000196107133948,68,0,0,2,9,6040.77,3
130000196305217144,77,0,0,3,3,2226.55,4
340000197401291794,72,0,0,2,9,5984.639999999999,4
42000019640606879X,74,0,0,2,7,2982.6800000000003,3
620000197801305398,61,0,0,1,4,2232.78,3
230000199212025503,63,0,0,3,11,6367.220000000001,5
340000198209229872,82,0,0,3,6,3583.19,4
460000199208236714,52,0,0,0,8,3406.959999999999,4
210000198306089489,71,0,0,2,6,3875.76,4
130000196904186319,69,0,0,1,8,4763.630000000001,4
460000197210065919,68,0,0,1,5,3728.980000000001,4
530000197303315073,56,0,0,2,7,4316.17,4
530000200106146738,67,0,0,5,3,4017.41,4
650000197710152301,66,0,0,0,10,5341.42,4
610000200212150626,65,0,0,2,8,4796.700000000001,3
13000019550528083X,78,0,0,3,7,5946.66,4
530000196308217531,56,0,0,3,4,3167.63,4
330000199804074185,76,0,0,2,7,5294.0,4
120000195709061020,63,0,0,1,9,5151.5,4
510000199002135998,74,0,0,2,7,5854.3,4
520000196412183595,74,0,0,5,6,6728.290000000001,4
410000199202157215,58,0,0,5,3,2832.7200000000003,4
130000197410103733,77,0,0,1,5,3973.39,3
14000019770101226X,71,0,0,0,9,4356.93,4
150000200611288744,90,0,0,2,7,3410.76,3
500000196007076223,61,0,0,3,7,5046.280000000001,4
650000197011035464,73,0,0,3,5,3441.4300000000003,4
350000196605060995,76,0,0,5,7,4511.64,4
360000198601067277,75,0,0,2,10,5472.39,4
530000195603150304,60,0,0,3,8,5566.39,4
330000199202031858,78,0,0,3,11,6868.159999999999,4
340000195710246648,67,0,0,4,4,3856.2,4
430000200206048090,80,0,0,5,7,4313.7300000000005,4
210000198909041636,69,0,0,3,7,3659.35,3
610000195711091604,75,0,0,3,9,4616.720000000001,4
130000195404103391,74,0,0,3,11,8603.200000000003,5
630000198006206207,68,0,0,1,8,4804.43,4
130000199010316114,68,0,0,0,10,6851.95,4
64000019990625426X,70,0,0,2,4,3578.1000000000004,4
460000198401279607,65,0,0,4,10,6462.509999999999,5
110000195004295263,77,0,0,9,8,8272.430000000002,5
610000195704125896,78,0,0,6,10,5265.21,4
31000019640113676X,83,0,0,2,9,5027.040000000001,4
420000197802103512,70,0,0,2,6,4329.03,4
340000200108108107,65,0,0,2,8,4647.81,4
370000199909221249,78,0,0,4,11,8097.6,5
22000019801221248X,79,0,0,1,10,4149.68,4
610000197604178762,75,0,0,4,10,6781.92,4
110000198808042353,79,0,0,1,9,5106.15,4
500000198907236316,59,0,0,2,4,2577.82,4
530000197102193399,73,0,0,2,10,6714.06,4
610000196907082763,89,0,0,2,10,3599.1100000000006,4
130000199102194628,86,0,0,2,14,9505.14,5
460000197111194192,70,0,0,2,8,6284.969999999999,4
640000198606230691,81,0,0,1,12,5732.779999999999,3
430000200208222312,73,0,0,3,7,6318.37,3
440000198601053422,73,0,0,1,15,5390.89,4
34000019510930259X,72,0,0,3,7,5530.5,4
350000198802257841,73,0,0,3,11,5788.62,4
140000195408113935,68,0,0,5,9,4800.31,4
410000195808210457,78,0,0,2,12,6758.469999999999,4
120000196202249627,84,0,0,3,4,3980.43,3
12000020010903089X,58,0,0,4,6,4758.59,4
540000199906176608,70,0,0,2,8,3695.01,4
520000200012140640,85,0,0,6,9,7202.9,3
360000199306082858,62,0,0,1,6,1967.87,4
310000198008306936,71,0,0,5,3,2472.99,3
350000195512162269,68,0,0,3,8,6350.159999999999,4
610000199009299075,68,0,0,1,5,3283.3900000000003,4
21000019920404740X,63,0,0,3,8,4887.16,4
620000196312160824,62,0,0,0,8,3801.08,4
150000195711094791,89,0,0,2,8,4728.0,3
460000196612217239,72,0,0,3,6,4191.45,4
410000200310044440,60,0,0,3,5,2336.8900000000003,3
430000195203063603,81,0,0,5,8,6974.78,4
530000195907015048,59,0,0,4,10,7601.589999999998,5
460000199606218140,74,0,0,7,3,2474.7499999999995,4
340000195604034342,80,0,0,2,13,8165.930000000001,4
370000199205210429,84,0,0,5,10,7733.309999999999,4
140000199004208960,59,0,0,6,6,5978.259999999999,4
500000199104037561,60,0,0,2,2,2560.15,4
540000197712196804,85,0,0,3,8,3996.420000000001,4
450000195402107246,82,0,0,0,17,7793.23,5
440000196610275394,86,0,0,6,7,6757.28,4
130000199206261936,73,0,0,5,12,9276.48,5
510000195105217488,63,0,0,1,7,4789.98,4
370000200405172522,72,0,0,0,5,3521.1000000000004,4
410000197601116665,73,0,0,2,8,5267.59,4
120000197904065915,78,0,0,3,11,5765.740000000002,4
220000195001083041,91,0,0,3,10,6154.84,4
360000195010216679,67,0,0,1,12,4440.46,4
650000199909024509,65,0,0,1,6,4366.56,4
420000196112053226,57,0,0,3,7,3378.67,4
460000195310022378,102,0,0,4,14,8516.570000000002,5
630000199008046467,65,0,0,0,8,4299.96,4
130000197305287948,65,0,0,2,11,6118.8,4
340000199811148965,76,0,0,5,7,6109.349999999999,4
360000200202147448,66,0,0,1,4,2263.16,4
21000019540612003X,77,0,0,2,5,3477.81,4
640000199303240125,82,0,0,1,7,3889.18,4
500000197104015099,84,0,0,3,9,4212.44,3
630000198607019060,72,0,0,2,6,5440.590000000001,4
230000199201284702,62,0,0,4,5,3734.87,4
520000197604157978,75,0,0,3,10,7181.599999999999,4
340000197306257221,76,0,0,0,15,6334.279999999999,4
520000197204153206,75,0,0,4,7,4835.86,3
110000199304144991,65,0,0,1,5,4909.719999999999,4
140000198703168203,71,0,0,5,7,6253.9800000000005,4
460000195812070783,82,0,0,2,6,2698.25,4
340000195211038860,69,0,0,4,13,7193.76,5
520000196302219147,62,0,0,0,6,2287.2,4
450000197604244950,80,0,0,4,9,5717.129999999999,4
450000197703147793,72,0,0,3,9,6056.209999999999,4
450000195505119960,69,0,0,5,13,8776.54,5
130000199606272693,84,0,0,3,9,6704.96,4
420000196108169672,80,0,0,3,8,4592.11,4
370000196407124787,60,0,0,1,6,2451.44,4
370000195003178135,105,0,0,1,12,6378.34,3
230000199604219294,74,0,0,2,12,7478.32,4
350000195405216188,75,0,0,3,10,5613.28,4
11000019910917153X,90,0,0,3,16,8188.719999999999,5
15000020000719176X,83,0,0,2,9,5156.210000000001,4
440000198110290909,94,0,0,5,14,9381.22,5
320000198802227356,82,0,0,4,6,5105.19,4
33000019740628409X,67,0,0,2,3,2755.81,4
640000199105108780,72,0,0,1,9,4392.99,4
140000200501153986,72,0,0,2,8,4723.99,4
450000196805121960,74,0,0,5,10,5007.6900000000005,4
220000198602289284,76,0,0,4,8,5247.390000000001,4
210000198201289599,70,0,0,5,6,5905.86,3
620000200307317523,81,0,0,4,9,5754.48,4
510000199107141593,71,0,0,2,9,5210.12,4
430000197604287682,74,0,0,1,11,6116.200000000001,4
450000198503062554,65,0,0,0,9,3656.04,4
230000195510020673,86,0,0,2,10,5361.01,4
640000196802085998,68,0,0,2,13,5157.889999999999,4
310000196208179768,84,0,0,4,9,4844.71,4
530000195309266410,75,0,0,5,9,6485.92,4
540000198010028587,82,0,0,4,11,7335.539999999999,4
22000019610808150X,62,0,0,2,8,4194.570000000001,4
230000197204133038,85,0,0,4,6,3448.8,4
540000200410318356,88,0,0,4,6,3616.4,4
370000200608145006,75,0,0,5,9,7838.760000000001,4
150000196510030331,72,0,0,3,15,8116.959999999999,5
150000199502196175,62,0,0,5,10,5732.849999999999,5
360000197010297535,47,0,0,2,5,2459.41,4
620000198006167488,73,0,0,2,7,3716.09,3
210000195302166658,74,0,0,5,11,8010.38,5
330000198108074814,76,0,0,5,9,7046.53,4
650000200110203958,79,0,0,2,7,3271.17,4
510000196209185497,72,0,0,3,12,7864.03,5
540000198901294563,82,0,0,3,5,3680.46,3
650000197602083134,67,0,0,2,6,2732.53,4
620000198609138715,67,0,0,1,14,7833.110000000001,5
460000196001065088,76,0,0,2,8,6047.820000000001,4
370000200410283681,68,0,0,5,4,4457.34,4
650000199404294394,64,0,0,1,5,3509.1100000000006,4
440000199601122197,65,0,0,1,8,4505.31,4
320000200402056674,87,0,0,4,8,6459.150000000001,4
620000200502116575,71,0,0,1,15,8836.880000000001,5
310000196404267116,91,0,0,1,10,5614.759999999999,4
410000198310251239,80,0,0,3,10,5013.13,4
37000019720319856X,71,0,0,2,10,5853.010000000001,4
220000199012176057,61,0,0,1,5,2107.63,4
630000197604297837,76,0,0,3,12,7474.059999999999,5
630000200003301348,71,0,0,1,6,2607.16,4
340000198209296426,72,0,0,2,5,5139.720000000001,3
510000195201302156,67,0,0,3,9,5866.7,4
120000198507087699,72,0,0,1,7,6187.749999999999,4
510000196211037151,81,0,0,2,8,4413.57,4
350000197206246965,79,0,0,1,9,5264.4800000000005,4
220000200107250219,76,0,0,3,6,3595.41,4
640000195411288435,82,0,0,2,12,7526.95,4
500000197005176313,71,0,0,3,6,4458.24,4
220000196807064602,78,0,0,2,12,6037.200000000001,4
210000195508279746,72,0,0,3,7,4586.450000000001,4
350000195507196392,77,0,0,1,10,4250.860000000001,4
620000198607179521,67,0,0,3,4,3555.55,4
21000019630124812X,68,0,0,4,9,6239.57,3
150000195809164495,79,0,0,4,8,4794.59,4
360000199908158063,75,0,0,3,7,5017.509999999999,4
310000195603065918,81,0,0,1,13,6260.999999999999,4
420000199004118129,80,0,0,2,7,3925.95,4
540000196906069198,71,0,0,4,9,5773.91,4
450000195802243677,71,0,0,0,8,5104.24,4
120000199601261459,70,0,0,2,6,4279.15,3
42000019500607300X,75,0,0,3,8,4969.91,4
120000196406239236,54,0,0,3,6,3792.18,4
460000196305117393,82,0,0,5,12,6209.449999999999,5
360000197806257280,61,0,0,0,8,5113.9800000000005,4
610000195608248204,77,0,0,3,7,5865.6900000000005,4
110000200506084064,85,0,0,2,9,5362.740000000001,4
510000199811230194,78,0,0,5,6,3845.84,4
420000195504040518,76,0,0,1,7,3968.62,4
130000200009033411,59,0,0,0,7,3565.2,4
500000199907037012,79,0,0,2,5,4031.08,3
220000197702034110,71,0,0,4,11,7061.86,5
110000195003219752,71,0,0,3,11,6180.61,4
450000197502096934,66,0,0,1,5,2823.19,4
130000197303058949,64,0,0,3,10,7604.859999999999,5
310000196906119324,48,0,0,4,4,3713.0,4
430000196707316787,69,0,0,2,8,4527.919999999999,4
610000197212097285,64,0,0,2,2,1515.07,4
450000197301258263,62,0,0,5,3,3089.62,4
150000197612186112,71,0,0,3,7,5149.54,4
540000195411149327,78,0,0,4,6,4419.929999999999,4
500000196512015683,63,0,0,1,6,3341.26,4
37000019540125245X,69,0,0,2,7,4344.91,4
500000200006055489,72,0,0,2,8,5098.95,4
220000199501091134,82,0,0,6,10,7915.380000000001,5
320000198211087080,60,0,0,1,10,4730.67,4
150000196908105831,73,0,0,3,5,2240.53,4
230000199502010633,72,0,0,2,4,2243.14,4
520000198404077994,54,0,0,4,6,4975.610000000001,4
500000197104015953,64,0,0,2,3,2441.89,4
430000198711072104,72,0,0,1,5,2461.89,3
410000197809303590,64,0,0,4,10,5325.45,4
150000200004211024,71,0,0,2,10,5767.09,3
500000196505135396,64,0,0,4,3,3904.63,4
370000195706106306,69,0,0,3,6,4198.83,4
110000199011108073,67,0,0,2,8,4877.73,3
440000195511152458,64,0,0,3,7,4335.61,4
630000196201245835,80,0,0,4,9,5598.34,4
640000199705135360,67,0,0,3,9,5347.969999999999,4
210000198610099876,89,0,0,3,11,5767.899999999999,4
450000195407116686,65,0,0,1,5,3565.34,4
520000196502245630,70,0,0,3,10,6583.4400000000005,4
110000197102212125,75,0,0,1,10,6355.370000000001,4
51000020001212071X,56,0,0,0,7,3280.89,4
410000199907108448,69,0,0,5,3,3173.58,4
130000199402106079,54,0,0,4,6,5016.719999999999,4
220000195305208923,65,0,0,4,10,6509.91,5
65000019970901930X,61,0,0,2,9,4994.46,4
310000196601011072,83,0,0,1,5,3401.52,4
430000196001017494,68,0,0,3,7,4154.93,4
460000200011131340,72,0,0,3,11,5341.839999999999,4
410000199309190437,68,0,0,4,8,5475.26,4
500000195304176787,83,0,0,2,11,7189.59,4
620000198302104668,81,0,0,4,9,6594.309999999999,4
540000200507131424,65,0,0,1,10,5968.41,3
540000196210200493,74,0,0,1,4,2243.54,4
120000198510218805,82,0,0,7,14,9183.11,5
110000195102103720,64,0,0,4,10,5808.85,5
110000199001106533,72,0,0,2,7,4538.19,4
410000197201246698,77,0,0,2,13,8890.34,5
210000200307190685,77,0,0,2,12,5664.850000000001,4
440000195504183168,81,0,0,5,9,5553.74,4
610000198207308724,67,0,0,6,2,4652.429999999999,4
330000198205279037,67,0,0,2,6,4172.150000000001,3
42000020001025304X,58,0,0,2,6,3188.76,4
620000200103080691,77,0,0,2,7,4843.55,4
230000198002276908,87,0,0,5,3,2919.1800000000003,4
620000197212305939,69,0,0,3,12,7923.679999999999,5
340000200408314527,79,0,0,5,8,7101.75,4
530000195109151686,89,0,0,0,7,2130.83,4
510000196102231238,69,0,0,0,7,3331.93,4
110000199405088714,71,0,0,2,9,5319.89,4
340000195302067552,81,0,0,6,8,7456.650000000001,4
460000198801013031,81,0,0,4,9,6490.510000000001,4
140000199206306737,78,0,0,1,8,4645.5,4
150000196609068129,72,0,0,1,10,5022.0,4
220000196106013888,63,0,0,2,8,6996.2,4
450000197902281127,66,0,0,1,9,5676.630000000001,4
140000198603215367,84,0,0,6,9,7418.639999999999,3
630000199509302553,68,0,0,1,8,3687.36,4
430000197505126445,55,0,0,3,12,7140.549999999999,5
150000196710228086,67,0,0,3,11,6596.519999999999,5
370000198503031395,63,0,0,1,4,2997.1800000000003,4
320000199307176066,90,0,0,5,6,4014.94,3
430000197908012661,68,0,0,2,8,4968.259999999999,4
650000196203033960,69,0,0,2,8,5685.16,4
630000198405032638,68,0,0,1,7,3813.11,4
230000197401164773,75,0,0,3,10,7776.05,4
500000197309297763,70,0,0,4,8,5230.630000000001,4
110000196112010549,78,0,0,4,20,11209.4,5
430000198412165693,75,0,0,2,12,8560.48,5
330000198501297141,75,0,0,2,11,4810.52,4
440000199301262948,90,0,0,2,14,8291.500000000002,4
13000019741026254X,63,0,0,2,6,4622.67,4
44000019991223214X,58,0,0,2,6,4453.130000000001,4
140000199310186210,71,0,0,0,10,3832.959999999999,4
340000197301283113,67,0,0,4,7,4761.62,4
620000195209214949,69,0,0,4,13,6315.490000000001,5
360000197007186789,58,0,0,3,4,3000.02,4
610000198101095185,69,0,0,3,8,6057.77,4
540000198006228869,68,0,0,2,7,5343.45,4
230000196411124527,66,0,0,0,9,4264.35,4
230000198708068959,86,0,0,3,14,9353.25,5
360000196612179267,53,0,0,2,3,2996.6200000000003,3
410000197604073197,77,0,0,2,12,5839.889999999999,3
430000195607149745,83,0,0,2,9,3871.5,4
410000199507102338,63,0,0,3,10,6574.09,4
500000197009060529,65,0,0,6,3,5556.830000000001,4
330000199912177683,75,0,0,2,6,5450.610000000001,4
620000197412179471,74,0,0,3,6,4339.4,3
21000019770415021X,62,0,0,1,6,4420.610000000001,4
61000019890611227X,69,0,0,0,9,3766.56,4
120000196908093484,79,0,0,2,7,3916.33,3
500000196305223770,75,0,0,2,7,4721.1900000000005,4
63000019920918724X,77,0,0,5,6,4372.4400000000005,4
150000199806153553,73,0,0,7,9,5926.92,5
340000198708299445,66,0,0,3,5,4068.72,4
450000198201185647,86,0,0,5,8,6437.670000000001,4
540000195808249668,72,0,0,5,6,4922.040000000001,4
500000197812064908,66,0,0,2,6,3717.39,4
110000199104247398,79,0,0,3,12,10052.53,5
230000198910308194,69,0,0,1,10,3504.3499999999995,4
140000200301012804,72,0,0,5,7,5706.21,4
220000200005227886,56,0,0,1,7,4200.8,4
430000195310201784,71,0,0,1,10,4611.67,4
210000198701315052,70,0,0,2,9,3781.64,4
110000199210072202,71,0,0,2,8,4853.27,3
630000199908155853,65,0,0,4,10,4792.959999999999,4
110000197202011689,80,0,0,3,12,5096.67,4
610000198308183342,72,0,0,6,8,6217.679999999999,4
610000195501276328,83,0,0,4,8,7161.199999999999,4
500000198704213368,79,0,0,3,4,3924.420000000001,4
370000199509080344,76,0,0,3,11,8230.499999999998,4
350000197808034265,65,0,0,3,9,5589.170000000001,4
630000195502204485,66,0,0,5,13,7566.77,5
420000197401065455,64,0,0,1,6,3167.19,4
450000200307255359,77,0,0,3,15,8803.46,5
210000199011075746,72,0,0,3,11,6155.759999999999,4
620000199504201313,68,0,0,3,7,4939.780000000001,4
410000199407141495,82,0,0,2,14,7112.95,4
220000200601049633,52,0,0,3,6,4013.34,4
460000196202120442,74,0,0,1,5,3891.04,4
350000196401232329,74,0,0,3,5,4789.920000000001,4
510000198012022837,66,0,0,1,10,5200.6900000000005,4
320000200406211803,73,0,0,5,9,6166.209999999999,4
45000019891027436X,67,0,0,4,8,4479.93,4
37000019610614846X,79,0,0,1,8,4602.93,4
340000196004309271,77,0,0,0,6,3678.76,4
630000198310010153,66,0,0,2,6,3246.57,4
510000196807109355,67,0,0,4,11,6818.210000000002,5
330000199712086533,74,0,0,2,6,4803.88,4
140000199102288159,55,0,0,3,9,6347.79,5
330000198505055246,75,0,0,4,8,6916.980000000001,4
150000197012180737,64,0,0,1,9,3688.43,4
500000198404190731,70,0,0,0,10,6366.02,4
330000199203201978,81,0,0,3,8,5323.56,4
540000199506143356,74,0,0,0,5,2018.67,4
36000019620528393X,78,0,0,3,13,9802.25,5
500000196706092273,85,0,0,3,12,7865.709999999999,4
620000197404111901,70,0,0,3,4,3515.73,4
370000196003019227,77,0,0,3,6,4081.95,4
11000019571003153X,76,0,0,3,10,4631.599999999999,4
110000198105145962,69,0,0,1,11,6302.140000000001,4
640000200011285642,65,0,0,0,4,2147.0,3
320000200612109519,81,0,0,7,4,5764.780000000001,4
330000199311211444,62,0,0,1,10,5362.749999999999,4
450000196408196491,77,0,0,2,5,3152.55,4
640000198711163603,98,0,0,3,17,10831.590000000002,5
370000196101020141,69,0,0,3,7,5503.679999999999,4
110000199509233402,68,0,0,5,8,8116.609999999999,5
45000019800501607X,79,0,0,4,7,5797.62,4
110000195211067714,62,0,0,6,8,6060.639999999999,5
450000200304163192,71,0,0,5,2,2167.57,4
140000198006222198,74,0,0,2,11,6188.049999999999,4
510000200203041459,70,0,0,1,8,4236.21,4
530000197207178531,70,0,0,2,5,3444.51,4
630000195110309368,79,0,0,1,10,4023.500000000001,4
460000199211112720,75,0,0,3,7,5137.779999999999,4
420000199902077410,74,0,0,4,9,7650.98,4
140000196712261304,72,0,0,8,12,9108.13,5
630000198910016436,64,0,0,1,6,3782.25,4
33000019921009981X,63,0,0,2,6,4576.56,4
450000195610034379,69,0,0,6,5,5648.25,4
360000200202097671,73,0,0,2,4,2396.77,4
110000200504232238,67,0,0,5,8,7628.670000000001,5
540000196311010971,67,0,0,4,5,4100.3,4
450000198901096143,81,0,0,2,8,3267.4700000000003,4
610000195708140444,78,0,0,3,9,6874.429999999999,4
510000195201084996,73,0,0,2,5,3225.99,4
420000196509066033,72,0,0,1,9,4727.98,4
500000200002293818,91,0,0,2,10,4893.34,4
360000197009099750,69,0,0,1,8,5601.700000000001,4
610000196005057999,70,0,0,5,10,6718.74,5
430000196711016250,64,0,0,3,12,8715.88,5
360000195803050103,69,0,0,4,10,6536.79,4
330000195604119563,86,0,0,3,10,4999.829999999999,4
640000198512109276,75,0,0,5,12,10726.7,5
350000196410159733,81,0,0,3,7,6997.379999999999,4
640000196504272947,76,0,0,1,10,5272.160000000001,4
510000197909259877,69,0,0,4,7,4473.9400000000005,4
23000019810813078X,71,0,0,3,3,1516.5200000000002,4
210000198908010491,77,0,0,3,7,4279.27,4
420000198401267983,79,0,0,6,11,6472.35,5
150000195005149249,55,0,0,1,6,2890.98,4
500000199207062313,86,0,0,3,12,7665.56,4
150000198012083480,66,0,0,3,8,5487.43,4
320000195308110693,67,0,0,4,5,3564.799999999999,3
150000198110130121,81,0,0,4,4,3728.83,4
460000197903299611,80,0,0,6,7,5541.089999999999,4
120000196910044374,80,0,0,3,11,5908.03,4
450000199106244762,70,0,0,1,8,6108.31,4
610000198007049297,65,0,0,1,8,5036.529999999999,3
330000199212042737,62,0,0,0,8,3768.01,4
630000197209307767,69,0,0,3,8,4347.62,4
610000198411233416,70,0,0,2,6,5591.17,4
630000198803232598,72,0,0,0,8,2962.76,4
140000197004019415,71,0,0,2,11,7728.310000000001,4
440000196501138307,63,0,0,1,3,1775.8200000000002,4
320000198610201514,76,0,0,4,6,5282.93,4
420000195202086342,93,0,0,4,13,8448.39,5
350000198804222044,65,0,0,3,10,5164.67,4
120000199008153748,71,0,0,3,8,3798.94,4
510000196110040319,78,0,0,2,11,6056.53,4
