ID,Total_Count_JD,Refund_Only_Count_JD,Rental_Not_Returned_Count_JD,Partial_Payment_After_Receipt_Count_JD,Payment_Without_Delivery_Count_JD,Amount_of_Loss_JD
440000195101193505,30,0,0,1,0,549.0799999999999
510000197801224453,33,0,0,0,2,1189.78
140000198603215367,37,0,0,0,1,886.6
140000195106039346,35,0,0,0,0,0
540000200308048716,34,0,0,0,0,0
370000195311277346,40,0,0,0,1,425.4
140000195102117722,33,0,0,0,0,0
420000196409230836,37,0,0,0,1,195.88
620000195801234631,46,0,0,1,1,485.46999999999997
500000197812204229,38,0,0,1,0,789.3100000000001
330000196310108425,40,0,0,1,0,486.53
500000196310264884,41,0,0,0,0,0
520000196710010705,47,0,0,2,0,599.81
360000195207045391,38,0,0,1,2,1044.3
130000197507305155,44,0,0,0,0,0
650000198002049981,46,0,0,1,0,52.71000000000001
430000198306022277,38,0,0,1,3,2256.2200000000003
430000198002199241,57,0,0,0,1,583.47
330000198609011184,46,0,0,1,1,1278.39
140000195710201821,40,0,0,0,0,0
110000195705150112,37,0,0,1,1,1154.65
640000198310118043,46,0,0,0,0,0
360000196409273493,33,0,0,0,1,699.42
430000196006256806,25,0,0,0,0,0
150000196501266211,39,0,0,1,2,843.72
610000198412026523,42,0,0,0,2,948.04
65000019700421304X,38,0,0,1,0,301.15999999999997
450000197804203192,36,0,0,0,0,0
320000197404281432,41,0,0,2,1,429.13
630000197310031777,44,0,0,0,1,174.1
360000195610194426,40,0,0,0,0,0
370000199205210429,46,0,0,0,1,956.16
370000200507279988,38,0,0,1,0,491.62
230000195406139666,40,0,0,0,1,751.15
610000198705209024,40,0,0,1,1,1380.32
540000198212254339,44,0,0,0,1,158.17
630000196903118726,45,0,0,0,4,2403.6099999999997
430000199207205363,50,0,0,1,0,317.02000000000004
110000199509043764,39,0,0,1,0,253.12999999999997
610000197208244924,29,0,0,0,0,0
450000195211243501,55,0,0,0,2,1239.4299999999998
22000019760328232X,32,0,0,0,1,765.68
620000200210141146,38,0,0,0,0,0
360000195902121085,48,0,0,1,1,716.3800000000001
320000200510090239,35,0,0,0,0,0
530000200602023032,55,0,0,0,0,0
33000019940709393X,40,0,0,2,1,1647.45
120000199401258749,47,0,0,0,2,1128.29
210000195508230694,42,0,0,0,0,0
530000195206175444,38,0,0,1,1,1380.83
450000200201024886,29,0,0,1,4,2076.3399999999997
610000198008056165,43,0,0,0,2,397.03
360000197010297535,38,0,0,0,0,0
120000198108224350,39,0,0,0,1,111.74
630000199205183735,47,0,0,0,1,14.73
61000019520724953X,37,0,0,0,0,0
350000195510177635,36,0,0,0,1,418.12
510000197110140592,39,0,0,0,1,640.81
52000019990821079X,49,0,0,1,2,2023.0
370000197107200754,42,0,0,0,3,1152.13
420000200309161780,43,0,0,0,2,776.45
620000200512139404,41,0,0,0,2,780.97
460000198801013031,34,0,0,0,0,0
510000196202108907,38,0,0,2,2,2023.3000000000002
640000197801025373,50,0,0,1,0,637.31
35000019860129198X,40,0,0,2,1,1033.32
32000019540625165X,44,0,0,0,2,827.86
350000199812036027,36,0,0,0,1,461.3
530000199204140385,33,0,0,0,0,0
530000198206100366,33,0,0,1,1,735.75
130000200502254648,40,0,0,0,2,1456.37
620000195905107493,43,0,0,0,0,0
630000198710116053,30,0,0,0,1,546.8
430000200212183299,39,0,0,1,0,52.800000000000004
110000196312142298,32,0,0,0,1,148.64
370000199608128024,51,0,0,1,0,379.5300000000001
120000199811280674,46,0,0,1,1,531.87
320000195204298476,45,0,0,2,1,1836.0
330000199402243601,42,0,0,1,0,588.57
210000196412180260,42,0,0,0,3,1856.67
530000197808146711,41,0,0,0,0,0
320000195011282179,41,0,0,0,1,210.22
500000198311113622,38,0,0,0,0,0
220000199002204544,47,0,0,0,0,0
210000195702115307,28,0,0,2,1,1732.6799999999998
45000019610119888X,41,0,0,0,1,868.88
500000196910080982,32,0,0,0,1,780.05
430000199407015273,45,0,0,0,1,87.75
140000196212216531,33,0,0,0,1,13.86
430000200011197002,32,0,0,0,0,0
450000196504141888,54,0,0,1,3,1684.3799999999999
310000198803230440,48,0,0,0,2,1066.1
140000199307054620,39,0,0,0,0,0
130000198401123593,34,0,0,0,2,493.90000000000003
640000197012180637,37,0,0,2,0,668.98
210000200410110188,34,0,0,0,0,0
350000198603196687,35,0,0,1,1,1443.12
540000197905177669,39,0,0,0,2,1101.6
650000198307122027,50,0,0,0,2,311.18
37000020020116669X,39,0,0,0,0,0
630000200003301348,39,0,0,0,3,1536.9299999999998
150000197709088631,39,0,0,1,0,359.63
370000197002021258,42,0,0,0,0,0
360000196710315517,27,0,0,0,0,0
530000197305076125,35,0,0,1,0,133.82
370000195706106306,34,0,0,1,2,1462.51
530000198206282681,37,0,0,0,1,451.91
620000197110131149,48,0,0,1,1,410.05000000000007
44000019531017065X,51,0,0,0,0,0
500000198208084069,41,0,0,0,0,0
500000199106036351,41,0,0,0,1,644.46
410000198905060917,34,0,0,1,2,2196.16
500000197211308292,39,0,0,2,2,2171.91
11000019571003153X,34,0,0,0,0,0
210000198701103711,40,0,0,0,0,0
62000019600227755X,42,0,0,0,3,833.1700000000001
430000200603145847,43,0,0,0,0,0
130000195301244802,51,0,0,0,2,1657.17
440000199403165487,39,0,0,0,4,2343.91
120000196207030624,35,0,0,0,1,719.87
450000195010249966,38,0,0,1,1,1302.3
360000200104216278,36,0,0,0,2,928.03
320000199901203020,59,0,0,2,4,2318.5499999999997
460000196710223624,44,0,0,1,2,1430.6
42000019851011103X,38,0,0,0,0,0
130000195708310744,42,0,0,1,1,1663.37
320000195407036708,42,0,0,1,2,1066.95
230000198405152782,40,0,0,1,1,1624.6100000000001
360000199803256986,40,0,0,0,1,942.24
610000195309303007,42,0,0,0,1,450.58
330000200509167798,27,0,0,0,0,0
500000196202279499,58,0,0,0,3,2028.39
510000197802019216,42,0,0,2,2,1217.51
640000199705135360,36,0,0,1,1,1143.0700000000002
520000197209269291,42,0,0,0,0,0
350000198309092510,49,0,0,0,0,0
63000019690719745X,39,0,0,0,0,0
210000195304112872,37,0,0,0,1,846.67
430000195106099671,54,0,0,0,1,750.97
150000197412047564,35,0,0,0,2,821.72
350000196602281653,47,0,0,1,1,676.94
370000200303265752,31,0,0,0,0,0
350000199901235941,45,0,0,1,1,513.41
110000197708080737,32,0,0,1,1,1473.14
540000200204224260,47,0,0,1,1,1200.27
230000200502079572,37,0,0,1,2,1793.65
540000198901294563,42,0,0,0,0,0
540000199107118946,38,0,0,0,1,814.56
440000198002168180,28,0,0,0,1,776.39
460000199212230016,39,0,0,0,0,0
370000199307180101,52,0,0,0,3,2762.41
500000195011206890,34,0,0,1,1,319.73
520000196912179509,42,0,0,0,0,0
110000200506084064,39,0,0,0,0,0
330000197806044925,33,0,0,0,1,332.71
510000198401255183,31,0,0,1,0,196.72
370000195101135251,45,0,0,1,0,411.31
630000200010018823,33,0,0,1,1,1073.55
440000196907132183,45,0,0,0,0,0
650000197604131670,37,0,0,0,2,1329.8200000000002
64000019890415763X,43,0,0,0,4,1646.35
150000196609138780,35,0,0,0,1,636.71
43000019741201038X,41,0,0,1,0,153.95000000000005
630000197507255264,26,0,0,2,1,1690.68
150000196603232311,49,0,0,0,2,1099.57
640000198512109276,44,0,0,1,0,258.46000000000004
610000196501149139,32,0,0,0,0,0
110000199210192191,47,0,0,0,1,245.72
21000019841216012X,41,0,0,1,0,530.8599999999999
140000197212235083,43,0,0,0,2,940.39
230000199308308137,38,0,0,0,1,32.5
330000199906271569,44,0,0,1,0,173.44
460000200011131340,32,0,0,0,3,1463.55
310000197912255087,48,0,0,0,0,0
53000019610415476X,51,0,0,0,2,801.1700000000001
150000197001262446,42,0,0,0,2,1649.31
410000200402281793,48,0,0,3,2,1817.98
510000197106294388,43,0,0,0,1,274.41
23000019780401442X,38,0,0,0,1,266.07
320000196607301136,32,0,0,1,0,523.95
630000198407131699,30,0,0,0,2,387.44
520000196205258590,35,0,0,0,3,555.92
640000198510063702,40,0,0,0,0,0
370000198405232847,47,0,0,0,2,675.21
12000019550705210X,48,0,0,0,3,1438.02
37000020050701252X,37,0,0,0,2,1465.8200000000002
610000198306029974,39,0,0,0,1,965.98
220000195404130076,53,0,0,0,1,559.83
35000019810107572X,30,0,0,0,0,0
410000196607221023,31,0,0,1,1,1323.9299999999998
420000196112053226,43,0,0,1,2,1701.4499999999998
430000200111292082,43,0,0,0,0,0
410000199906150193,36,0,0,0,1,133.26
530000196811101480,51,0,0,0,3,2451.75
440000195407043075,45,0,0,1,0,686.27
510000195205246155,40,0,0,0,2,550.68
510000197802259594,34,0,0,1,0,549.55
340000198203280159,37,0,0,0,0,0
370000197408185658,42,0,0,2,1,1184.3
500000197901248768,31,0,0,0,2,866.43
410000197702071259,39,0,0,0,1,930.07
510000200301198310,39,0,0,0,1,499.99
630000196405174530,35,0,0,0,1,220.44
640000195701149441,48,0,0,0,0,0
140000196103168577,33,0,0,0,0,0
340000199110065884,42,0,0,1,1,679.49
310000197112045161,45,0,0,0,4,1570.1399999999999
610000200611180267,32,0,0,0,0,0
320000199402148776,50,0,0,2,1,1714.2
450000199108019235,56,0,0,1,1,645.4000000000001
220000196705138092,41,0,0,1,1,1087.23
32000019540704293X,52,0,0,0,0,0
630000199612015309,48,0,0,0,2,981.1600000000001
360000196601305205,47,0,0,1,2,612.93
430000200505134394,44,0,0,0,0,0
360000196402155486,36,0,0,1,0,46.97
120000195305052697,39,0,0,0,0,0
540000197706088145,39,0,0,0,2,1012.44
340000198210073350,36,0,0,0,1,823.75
310000199109133776,37,0,0,0,3,1691.97
210000199106137516,39,0,0,1,1,1256.8
640000200310109606,30,0,0,1,0,459.5400000000001
530000195502137565,40,0,0,2,1,1666.91
210000196504200273,39,0,0,0,1,630.04
51000019890722312X,46,0,0,0,2,776.3800000000001
610000200007127363,46,0,0,1,1,990.25
43000019830222869X,43,0,0,2,0,600.6700000000001
340000198708299445,39,0,0,0,0,0
530000197301132425,40,0,0,0,0,0
640000195708149284,48,0,0,1,0,156.14999999999998
540000198208055767,48,0,0,1,1,130.63
500000197306201789,27,0,0,0,1,884.32
110000196811247393,39,0,0,0,1,761.2
530000195109151686,39,0,0,1,0,724.4499999999999
140000197809140060,41,0,0,0,0,0
460000198109280942,37,0,0,1,0,503.92
650000196203033960,46,0,0,0,1,355.19
430000198407236434,37,0,0,0,0,0
320000195303067462,38,0,0,2,1,1568.66
150000197608253773,39,0,0,0,1,705.68
140000199907146748,37,0,0,1,0,421.64000000000004
350000196409283198,32,0,0,0,1,790.76
620000199511112060,45,0,0,0,1,114.83
230000200202123252,31,0,0,0,2,1216.86
150000197209105589,34,0,0,0,1,291.5
330000195003168706,35,0,0,0,3,2162.86
450000197712175198,32,0,0,0,2,1121.15
350000197511191964,39,0,0,0,0,0
51000019890821302X,41,0,0,0,0,0
110000197302070117,33,0,0,0,0,0
630000197708158727,54,0,0,0,2,1307.04
540000195604136207,34,0,0,0,1,200.27
430000199405027545,45,0,0,0,1,470.96
210000196303202459,52,0,0,0,1,91.34
330000195203231183,44,0,0,0,3,1727.6
51000020000223422X,35,0,0,0,0,0
110000198808079068,41,0,0,0,0,0
140000196004080772,33,0,0,1,1,1128.35
640000199005017646,32,0,0,0,0,0
130000197906064782,36,0,0,0,1,234.97
460000196811164344,35,0,0,1,0,474.73
610000198704151721,41,0,0,1,3,1107.69
34000019721019668X,39,0,0,0,0,0
500000200101119620,43,0,0,0,1,675.97
630000197701215012,44,0,0,2,0,527.19
510000197704281675,38,0,0,0,3,1178.8600000000001
540000196505238165,40,0,0,0,1,510.88
130000199402065430,35,0,0,1,1,1456.23
450000196104305919,47,0,0,0,1,136.12
130000196508017847,46,0,0,2,1,1443.06
460000199408193309,47,0,0,0,1,460.08
420000197007318821,36,0,0,1,0,345.80999999999995
520000199608022543,32,0,0,1,1,162.13
630000198210200072,41,0,0,1,0,157.35999999999999
330000197212205883,43,0,0,0,1,412.55
540000200503192609,39,0,0,1,2,2307.1099999999997
420000198702054914,51,0,0,0,1,48.84
110000200010259625,34,0,0,0,0,0
420000196711169175,43,0,0,0,0,0
130000196811049446,34,0,0,0,0,0
440000200604150754,42,0,0,0,1,769.85
630000196503017731,33,0,0,0,1,525.43
460000200502185861,39,0,0,0,1,993.94
310000198412301889,39,0,0,0,2,1218.5
54000019820818960X,44,0,0,0,0,0
360000199004264533,32,0,0,0,0,0
430000200509226595,53,0,0,1,0,538.04
420000195611272146,43,0,0,0,4,974.0899999999999
650000200612215799,37,0,0,1,1,397.26
410000196609304228,36,0,0,0,0,0
340000199208066586,31,0,0,1,1,1195.68
500000198805119477,37,0,0,1,3,1527.06
610000198101095185,46,0,0,0,1,833.05
440000196910262034,33,0,0,1,1,608.62
650000195101103118,42,0,0,0,0,0
350000195410096213,38,0,0,1,2,1576.37
310000197112212660,41,0,0,0,1,937.95
630000198808171237,45,0,0,2,4,3079.2400000000002
650000199901205954,40,0,0,2,1,1170.56
630000196909242808,34,0,0,1,0,270.71000000000004
630000195601153310,32,0,0,0,0,0
120000195104106687,37,0,0,0,1,427.16
110000196409181840,47,0,0,0,2,636.24
210000195106072195,42,0,0,0,2,495.45
620000199211108377,43,0,0,0,1,582.21
510000197003035017,51,0,0,0,2,914.95
610000198308183342,37,0,0,1,0,689.5699999999999
210000196508275811,43,0,0,1,2,1136.5700000000002
320000198809040607,44,0,0,0,0,0
220000198902184695,36,0,0,0,2,1088.27
530000197610117835,47,0,0,0,1,546.64
460000200407047778,40,0,0,0,2,1212.67
140000198911269148,43,0,0,1,2,1505.5500000000002
140000196108113516,34,0,0,0,0,0
310000197208310687,39,0,0,0,2,365.5
440000195806156210,41,0,0,2,0,1136.1399999999999
65000019760428305X,37,0,0,1,0,554.25
230000197809170747,32,0,0,1,0,437.77000000000004
230000197110257398,38,0,0,0,2,606.4300000000001
520000195403285755,42,0,0,0,1,430.54
140000200608208270,48,0,0,0,2,988.14
620000197407070789,54,0,0,2,3,3077.22
530000196602156055,48,0,0,0,1,471.07
310000200512245490,40,0,0,0,1,778.7
530000197506123899,32,0,0,1,1,564.35
330000198108027604,33,0,0,1,1,945.79
510000197409168565,42,0,0,0,1,789.49
12000019571108183X,51,0,0,0,5,2160.23
230000197410084505,54,0,0,0,1,927.2
630000196010034138,34,0,0,1,2,828.41
51000019511120638X,39,0,0,3,1,1589.0300000000002
500000198404190731,24,0,0,0,1,214.37
520000197007308862,37,0,0,0,1,479.41
610000195907182786,38,0,0,0,1,867.68
350000198408218967,42,0,0,0,2,388.91999999999996
640000197003254593,44,0,0,1,2,1517.02
360000199906273308,31,0,0,0,1,687.56
410000196212082153,37,0,0,0,0,0
130000196303048180,40,0,0,0,2,1579.47
23000020010808869X,38,0,0,0,0,0
35000019540722996X,34,0,0,0,0,0
500000195711027367,33,0,0,0,0,0
210000199611184057,43,0,0,1,1,1172.23
510000198012022837,31,0,0,0,0,0
460000196609096712,39,0,0,0,0,0
640000196507168731,37,0,0,0,3,1177.09
430000196007222720,47,0,0,0,0,0
630000198603263402,34,0,0,2,1,1150.6100000000001
510000199910119993,38,0,0,1,0,723.96
340000196406096563,28,0,0,1,0,461.78
120000200610274468,35,0,0,0,1,535.22
310000198106238690,32,0,0,1,4,2951.4800000000005
460000195701213868,44,0,0,0,0,0
54000019820505075X,41,0,0,0,2,1157.6
340000196203066807,42,0,0,0,2,372.34000000000003
220000199401100734,33,0,0,0,0,0
110000196306104404,38,0,0,0,1,247.74
12000019550511758X,28,0,0,0,0,0
410000199612220985,51,0,0,1,1,1116.65
620000199707241227,43,0,0,0,0,0
430000197209040807,36,0,0,0,0,0
14000019631224832X,38,0,0,0,2,629.04
43000019610126197X,45,0,0,0,0,0
350000196704256002,40,0,0,0,4,1985.82
430000200403030519,44,0,0,0,1,572.33
310000196809035807,35,0,0,0,3,1043.48
140000199603036339,33,0,0,1,0,530.97
640000196311190179,43,0,0,0,1,711.98
640000195508275577,43,0,0,1,2,1590.03
33000019921009981X,38,0,0,2,0,606.04
420000197409282307,43,0,0,0,1,162.72
310000198601064616,47,0,0,2,0,621.24
230000196405052918,53,0,0,0,1,581.14
420000197711057522,24,0,0,2,1,1811.77
110000197205074394,35,0,0,2,0,1085.7
650000199010197209,35,0,0,0,0,0
210000198103247926,38,0,0,1,1,770.23
51000019820222312X,37,0,0,0,1,925.2
150000199509281268,48,0,0,0,1,153.13
370000199901304584,43,0,0,0,1,750.44
320000197112072751,36,0,0,1,0,240.85999999999999
360000197806257280,36,0,0,0,1,433.44
34000020000414586X,37,0,0,0,2,1483.19
620000197709255068,26,0,0,0,0,0
330000198108074814,39,0,0,0,0,0
540000200005194919,27,0,0,0,1,191.79
610000198910318625,37,0,0,0,0,0
520000198004190218,50,0,0,1,1,1116.03
120000197002037747,35,0,0,0,2,1456.28
330000200308300628,46,0,0,0,2,1367.27
350000197011079896,47,0,0,1,3,3285.2999999999997
210000198109245032,45,0,0,0,3,1493.83
650000198606250491,47,0,0,1,1,1562.13
460000199612273381,43,0,0,0,3,412.82
440000197202072111,40,0,0,0,1,748.16
320000199704161829,32,0,0,0,1,543.3
340000196210149184,30,0,0,1,1,755.85
370000195604217697,52,0,0,0,0,0
420000196907310679,39,0,0,0,2,758.4100000000001
500000195308259432,40,0,0,0,1,734.16
130000197605030749,33,0,0,0,0,0
310000195603065918,45,0,0,0,1,832.26
510000195304031168,31,0,0,2,1,1823.52
63000019540712265X,49,0,0,1,1,1017.0500000000001
610000199006048617,34,0,0,0,1,923.55
330000198104063149,45,0,0,1,3,2284.01
54000019700515826X,46,0,0,0,0,0
230000199201284702,24,0,0,1,0,813.85
350000197403173945,39,0,0,0,1,260.18
520000196105245215,42,0,0,1,1,1297.54
43000019610122911X,31,0,0,1,2,1997.7999999999997
320000196309279030,33,0,0,0,1,822.35
330000195303034486,29,0,0,0,1,961.64
650000195109085567,40,0,0,1,0,415.75
370000196505070786,31,0,0,0,0,0
440000197203024461,48,0,0,1,1,1329.88
140000196111081412,40,0,0,0,0,0
370000200604209527,41,0,0,1,0,272.02
450000200408102298,48,0,0,0,1,924.55
450000196909267884,42,0,0,0,2,1291.03
630000197209307767,43,0,0,1,3,3041.7200000000003
140000199004208960,38,0,0,0,0,0
620000198302104668,38,0,0,0,0,0
140000199102288159,37,0,0,0,0,0
43000019520801371X,29,0,0,1,0,563.99
220000197810247068,46,0,0,0,1,318.01
230000195509064388,37,0,0,0,0,0
50000019690412474X,35,0,0,0,0,0
640000195003083449,36,0,0,0,2,994.74
350000195504013458,41,0,0,0,2,313.59000000000003
610000200602192231,33,0,0,0,2,1141.25
460000197806246972,32,0,0,0,0,0
460000198312287808,39,0,0,2,2,2024.6699999999998
330000198105026147,36,0,0,1,1,1139.91
340000195604034342,27,0,0,1,1,670.02
500000198907236316,38,0,0,0,0,0
510000199408180270,35,0,0,0,2,1194.65
410000198310196882,36,0,0,0,2,1518.79
12000019740827817X,37,0,0,1,1,1282.28
430000197801048613,45,0,0,0,1,970.95
430000195203063603,35,0,0,0,1,149.07
360000196510257869,41,0,0,0,0,0
43000019631230997X,32,0,0,1,1,1099.12
130000200407243924,42,0,0,2,2,2397.25
410000199309204966,42,0,0,0,2,1553.28
230000197403071191,38,0,0,0,2,745.84
36000019921220720X,35,0,0,1,1,860.65
420000198812238095,30,0,0,0,1,382.17
150000200112095390,42,0,0,1,0,64.88
460000199208236714,46,0,0,0,0,0
640000199808020232,42,0,0,0,0,0
340000200611232455,49,0,0,1,1,1336.42
230000198708269355,44,0,0,0,1,918.64
430000195607149745,46,0,0,0,1,597.46
410000195802255742,41,0,0,0,1,892.23
540000196304178389,29,0,0,1,1,1265.04
540000198006228869,35,0,0,0,0,0
31000019690408456X,34,0,0,0,1,790.07
520000197408048731,39,0,0,0,3,986.11
510000197505293331,45,0,0,1,3,1934.8400000000001
310000195209062153,43,0,0,0,3,1821.05
120000196611142142,37,0,0,0,1,529.55
540000198610198213,32,0,0,0,1,374.26
410000200403023171,55,0,0,0,1,291.27
360000198805096459,33,0,0,0,0,0
210000198608319796,40,0,0,1,0,468.12
150000195308110990,47,0,0,0,0,0
210000196705028457,46,0,0,0,2,1589.04
650000197612280676,44,0,0,0,1,449.46
440000199212012111,38,0,0,0,0,0
500000198709093852,37,0,0,0,0,0
110000196903028227,40,0,0,0,3,2756.01
150000198808027468,38,0,0,1,1,1543.21
420000197712038577,40,0,0,0,0,0
360000200206250258,49,0,0,1,1,963.51
650000197803037978,34,0,0,1,0,46.29
410000196201070675,37,0,0,0,1,632.31
310000200406049920,44,0,0,1,0,331.63
630000197412123461,31,0,0,1,0,453.71999999999997
360000195502119015,46,0,0,0,2,1045.5
13000019760607185X,47,0,0,0,0,0
530000199705090566,45,0,0,0,1,255.63
150000197301121573,35,0,0,1,1,149.56
150000197904147764,41,0,0,0,1,80.9
350000199209027396,50,0,0,0,0,0
420000197411246575,34,0,0,0,1,585.2
350000198805114627,48,0,0,0,0,0
610000196001260316,50,0,0,0,1,15.83
620000200103080691,51,0,0,0,0,0
120000197402278646,44,0,0,0,2,882.47
460000196907097318,34,0,0,2,0,782.0899999999999
420000195502285386,47,0,0,1,0,381.86
360000195711280067,43,0,0,0,0,0
500000198802199037,43,0,0,0,1,717.8
410000197811217261,49,0,0,0,2,1272.84
540000198007138638,44,0,0,1,1,769.97
430000199203319718,47,0,0,2,1,731.4200000000001
610000195606133454,33,0,0,1,2,1153.68
230000196102074001,47,0,0,0,1,693.71
370000195405194621,39,0,0,1,1,1274.5
440000196102211642,42,0,0,0,0,0
140000195211051857,41,0,0,0,0,0
130000200308265319,47,0,0,1,1,899.71
210000198807135500,52,0,0,1,2,541.35
500000199907013571,39,0,0,0,2,845.09
450000195204207043,46,0,0,1,1,916.53
500000197005176313,41,0,0,0,2,1178.6
150000195811150455,38,0,0,0,0,0
610000200102232815,43,0,0,0,5,3369.6000000000004
460000198003293462,41,0,0,0,1,384.45
350000198704059497,43,0,0,0,2,147.95999999999998
540000197012182516,38,0,0,0,2,1114.6399999999999
640000199105108780,44,0,0,1,2,2550.57
140000198311208739,42,0,0,0,2,704.9399999999999
530000196510051029,43,0,0,0,1,864.67
150000197811257622,33,0,0,0,1,424.11
610000198007049297,43,0,0,0,0,0
370000196004027472,29,0,0,0,0,0
110000199208149020,45,0,0,0,1,864.18
610000196007301991,49,0,0,0,3,1837.19
230000195109075838,35,0,0,2,1,1624.5400000000002
420000198707200642,35,0,0,0,1,211.89
540000197204132409,40,0,0,1,0,441.14
350000200504012758,32,0,0,0,2,594.74
370000196412178536,47,0,0,0,1,886.72
450000195907152798,38,0,0,0,0,0
130000197211271566,35,0,0,0,3,2406.88
520000196708175607,37,0,0,0,0,0
360000199407030897,28,0,0,1,0,494.24000000000007
420000196011255953,43,0,0,1,0,19.04
420000197401065455,31,0,0,0,0,0
32000019951005083X,36,0,0,0,0,0
500000197204034780,42,0,0,0,0,0
220000200107250219,36,0,0,0,1,705.79
220000196606019397,37,0,0,0,0,0
450000197402238771,36,0,0,0,1,607.22
620000199501044877,40,0,0,2,1,1630.19
420000197008277267,58,0,0,4,3,2951.3699999999994
410000199806270059,40,0,0,0,2,1068.5
630000200412069017,31,0,0,0,1,240.65
370000195911149903,47,0,0,1,1,686.3299999999999
220000200301192606,50,0,0,1,1,843.33
540000199712132201,47,0,0,1,0,327.4100000000001
460000199307205622,42,0,0,0,1,942.94
130000197501277157,35,0,0,0,1,601.64
140000198704135083,36,0,0,0,2,715.45
23000020040727533X,36,0,0,1,1,1139.6
520000196206041561,29,0,0,0,1,709.6
440000198401300898,42,0,0,1,0,847.64
34000019520929710X,37,0,0,1,3,2829.18
430000199006027011,32,0,0,0,2,1449.84
420000196907229387,41,0,0,0,1,752.21
120000198507087699,32,0,0,0,0,0
410000197203280101,35,0,0,0,1,147.84
53000019960329041X,40,0,0,0,0,0
530000195607016938,28,0,0,0,2,1236.0
510000198507050661,53,0,0,1,2,1417.1299999999999
450000196708297665,45,0,0,1,2,1729.9
110000195403091604,40,0,0,0,0,0
64000019630317075X,48,0,0,0,0,0
130000197506190368,38,0,0,0,1,544.27
350000196605060995,44,0,0,0,2,1105.29
22000019580128436X,44,0,0,1,0,288.72
140000195909305978,36,0,0,0,1,613.52
430000200407147853,42,0,0,0,2,1263.7
410000195111128170,43,0,0,0,0,0
41000019521112138X,46,0,0,0,3,1326.95
630000197706139389,49,0,0,0,1,16.71
130000196610193636,43,0,0,1,1,379.09999999999997
420000197101161883,29,0,0,0,0,0
440000197609230433,42,0,0,0,1,158.23
210000198608088772,49,0,0,0,3,711.21
350000199606273451,35,0,0,0,2,582.86
430000195503093687,38,0,0,0,1,256.17
650000198202250436,43,0,0,1,2,1568.85
43000019670713457X,41,0,0,0,1,522.92
330000196103309507,44,0,0,0,5,2458.13
110000197805029554,34,0,0,0,0,0
540000198602213209,35,0,0,0,2,1178.6999999999998
640000197010125589,31,0,0,0,0,0
650000198606120312,36,0,0,0,0,0
150000196307188993,32,0,0,1,1,1117.62
36000019620528393X,31,0,0,0,0,0
210000196812032291,38,0,0,0,0,0
330000196503161505,40,0,0,0,1,830.24
140000200210168096,50,0,0,2,0,521.01
110000199312057169,42,0,0,1,0,611.9699999999999
630000199910024043,38,0,0,1,2,1567.72
61000019930322949X,37,0,0,0,1,86.29
360000199003188903,49,0,0,0,3,662.05
420000200512049188,35,0,0,1,2,1529.12
23000019811129315X,41,0,0,0,1,365.13
410000195203094510,31,0,0,0,0,0
45000019891027436X,41,0,0,1,0,337.6
520000200108020811,47,0,0,2,0,1071.9299999999998
340000200106113009,57,0,0,0,1,700.95
210000198004265512,44,0,0,0,1,896.91
450000200408243488,40,0,0,0,2,1571.76
320000200507245535,52,0,0,1,0,465.76000000000005
520000197204153206,55,0,0,1,1,936.42
230000196601078445,42,0,0,0,2,693.64
340000199006282766,32,0,0,0,0,0
34000019500713576X,33,0,0,1,1,833.4200000000001
650000198405140763,41,0,0,1,1,1212.92
620000200309057219,35,0,0,2,2,1128.03
220000198803024223,37,0,0,0,1,342.53
510000195002119631,50,0,0,0,3,2240.8900000000003
350000200002259865,51,0,0,1,2,1627.84
230000199212025503,33,0,0,0,0,0
31000019590603246X,42,0,0,0,2,881.1500000000001
62000019871124969X,43,0,0,0,1,322.72
610000198003177638,41,0,0,0,0,0
420000195504040518,43,0,0,0,1,382.95
620000200007035233,31,0,0,0,0,0
370000199611131304,42,0,0,0,1,904.97
350000198703186363,46,0,0,2,1,820.59
110000200208218087,40,0,0,0,0,0
520000196905202336,39,0,0,0,0,0
540000200003278035,30,0,0,1,0,563.05
640000195404135908,36,0,0,0,3,1005.18
410000196908267906,44,0,0,0,3,1812.21
460000198409286895,45,0,0,0,4,2348.05
530000197110198886,31,0,0,0,1,562.17
350000197606059229,38,0,0,1,2,1133.3700000000001
150000200205010384,49,0,0,0,0,0
420000196808238747,46,0,0,0,1,86.89
230000199604219294,36,0,0,2,0,53.37
540000198603150537,32,0,0,2,1,1649.9499999999998
410000199507102338,34,0,0,1,2,1582.8000000000002
65000019881119058X,39,0,0,1,0,551.15
150000196705222069,42,0,0,2,2,1877.46
410000196401260270,41,0,0,1,0,510.83000000000004
370000199612298536,44,0,0,1,2,662.01
610000200510265368,43,0,0,0,0,0
640000195901077753,39,0,0,0,5,2777.46
460000199907213124,43,0,0,1,1,643.69
460000197803252912,34,0,0,1,4,2717.0800000000004
340000200109268401,32,0,0,2,2,1263.02
620000196908027354,35,0,0,0,0,0
530000195309266410,40,0,0,0,0,0
310000199806135726,38,0,0,0,1,281.93
630000196203017203,45,0,0,1,2,763.3499999999999
410000198702041716,35,0,0,0,1,300.56
43000019790318531X,42,0,0,0,0,0
140000199201143078,40,0,0,1,2,2394.9700000000003
310000198207138584,39,0,0,1,1,1270.93
