ID,Total_Count,Refund_Only_Count,Rental_Not_Returned_Count,Partial_Payment_After_Receipt_Count,Payment_Without_Delivery_Count,Amount_of_Loss
150000198409073854,33,0,0,6,7,6131.549999999999
230000195802202719,30,0,0,5,9,7938.990000000001
450000200604128890,28,0,0,5,2,2091.84
120000196710093905,22,0,0,3,3,2565.7900000000004
520000196910240214,20,0,0,11,4,6155.450000000001
410000200007020198,23,0,0,5,6,6214.96
61000019701025625X,26,0,0,8,7,8707.46
61000019571101756X,24,0,0,3,6,5540.299999999999
13000019621018233X,33,0,0,7,6,5442.349999999999
540000199703018298,24,0,0,1,6,3213.6
620000199007218106,20,0,0,5,6,5896.47
500000196703026262,34,0,0,7,10,7308.41
210000195505202241,31,0,0,5,5,5573.75
540000197309058209,31,0,0,2,7,5367.929999999999
130000200208210847,30,0,0,3,7,5470.269999999999
450000196709300176,27,0,0,3,6,3086.63
140000195206089447,24,0,0,1,7,4095.01
340000200206305876,32,0,0,6,8,5884.5599999999995
120000199208065224,32,0,0,6,7,8521.36
530000196305095049,22,0,0,2,8,7365.5599999999995
350000197810055364,25,0,0,5,7,5066.5599999999995
610000195711107354,18,0,0,3,2,3403.13
310000196810260761,25,0,0,5,5,5812.54
650000200405017642,29,0,0,5,10,7020.53
610000198403213001,25,0,0,5,9,8916.410000000002
640000199212131986,23,0,0,5,9,6995.650000000001
220000198704039040,22,0,0,5,6,6269.16
220000200510170745,20,0,0,4,3,3031.0600000000004
320000198106011412,31,0,0,6,7,6948.47
31000019860525058X,24,0,0,3,8,5487.290000000001
43000019810401640X,26,0,0,5,3,3274.7000000000003
420000199908018112,30,0,0,6,7,5125.379999999999
230000197909062858,28,0,0,4,6,3711.7799999999997
340000198303067654,26,0,0,5,8,5362.45
530000196710211541,32,0,0,3,8,5609.69
21000019651216150X,26,0,0,2,8,5539.1900000000005
640000200412157238,22,0,0,2,6,3414.41
640000199710187798,31,0,0,7,4,4681.31
650000198010055943,40,0,0,7,12,8457.82
310000195207077810,28,0,0,2,8,6291.200000000001
640000197307105546,25,0,0,7,8,6043.76
630000196804244102,20,0,0,3,5,3141.8700000000003
140000197608183806,28,0,0,1,11,6188.6900000000005
420000197011037336,20,0,0,4,3,3862.08
37000019930605324X,20,0,0,2,4,3037.9100000000003
310000198101104335,28,0,0,3,6,4408.17
54000019870518499X,22,0,0,4,4,2469.21
370000198302168504,24,0,0,4,9,6024.129999999999
310000200106089218,20,0,0,4,2,2740.7400000000002
150000197011048160,32,0,0,2,16,8033.570000000001
610000199601132223,31,0,0,5,10,8228.779999999999
140000199103097469,36,0,0,6,9,6287.45
620000195805142558,33,0,0,8,6,6815.1100000000015
220000197505255010,25,0,0,2,7,4631.32
530000197911249911,22,0,0,6,7,6013.34
440000199009032475,29,0,0,3,9,4297.95
110000197708065836,29,0,0,5,9,6278.54
33000019720727506X,20,0,0,0,7,3591.55
36000019650203928X,20,0,0,6,5,4567.450000000001
230000200104203152,21,0,0,3,5,2568.26
530000196706240657,28,0,0,1,8,3750.9300000000003
34000019870917728X,28,0,0,5,5,3400.570000000001
350000200203234971,30,0,0,5,7,5341.5
370000198909260200,33,0,0,3,5,4113.419999999999
51000019530826994X,29,0,0,3,5,2362.65
460000196108196192,23,0,0,4,6,5232.740000000001
420000200308316074,39,0,0,11,10,7952.039999999999
610000197509275011,24,0,0,4,9,5582.51
51000019560404426X,29,0,0,8,4,6940.169999999999
330000196611060285,22,0,0,3,6,3691.5299999999997
500000196703277280,23,0,0,5,5,4689.08
150000197706116166,23,0,0,3,6,3718.1099999999997
610000199804178205,31,0,0,5,4,3746.7799999999997
540000195709183608,27,0,0,6,4,4153.7699999999995
450000199309158952,25,0,0,9,5,6043.3
46000019690422748X,28,0,0,7,7,6506.220000000001
230000198402130692,37,0,0,4,8,4783.810000000001
120000200010025134,28,0,0,10,6,8265.83
370000198512026854,48,0,0,5,15,9167.750000000002
340000199010043370,29,0,0,8,5,5646.519999999999
43000019810218109X,26,0,0,2,7,4961.5199999999995
530000196610145989,21,0,0,2,5,3733.45
500000197909118001,36,0,0,7,8,6213.1900000000005
460000197204163010,37,0,0,7,9,7035.46
650000196601049722,22,0,0,4,6,4710.97
350000200110288604,28,0,0,7,8,7052.83
130000199607083202,26,0,0,7,3,4487.98
140000200008075718,25,0,0,4,5,4262.14
120000198012224129,41,0,0,6,9,6232.25
230000199106235806,23,0,0,4,10,7683.550000000001
500000200507029270,28,0,0,5,12,8717.390000000001
650000195804227643,30,0,0,5,9,5694.71
320000197102135456,27,0,0,4,5,5610.01
510000197910045868,23,0,0,3,6,2577.16
140000196008050247,29,0,0,3,8,5432.529999999999
130000197502217471,30,0,0,6,6,4545.28
340000199411050432,34,0,0,9,3,5038.139999999999
440000197306232722,30,0,0,3,8,4840.53
220000198808160339,30,0,0,3,4,1610.9799999999998
520000199509254103,36,0,0,11,5,7293.2300000000005
330000199303290373,29,0,0,7,11,6938.6
41000019600724255X,21,0,0,4,10,6302.189999999999
510000196706134463,33,0,0,8,5,5887.58
64000019850217949X,34,0,0,2,6,3885.81
36000019821130525X,22,0,0,4,7,5138.049999999999
110000198505243166,31,0,0,6,7,6505.05
310000198505204439,29,0,0,5,8,6000.189999999999
510000197707168002,26,0,0,5,9,6343.2699999999995
320000195303180705,34,0,0,7,12,9212.380000000001
360000198711190524,26,0,0,4,9,5409.93
330000198608202915,33,0,0,2,9,6311.45
110000196409285340,22,0,0,5,4,3074.21
510000199904018088,29,0,0,4,11,6751.09
420000199101171212,24,0,0,2,7,4378.99
120000196707055975,28,0,0,6,7,6545.259999999999
370000200211016249,22,0,0,3,6,5454.810000000001
460000197604059298,36,0,0,11,7,8313.77
350000198011278419,27,0,0,4,5,4402.2699999999995
210000195203076454,28,0,0,3,8,4677.91
310000195503239319,26,0,0,5,2,3018.59
310000199007101378,33,0,0,3,6,4309.47
540000200609220380,42,0,0,8,8,7244.83
360000200608176353,27,0,0,2,8,4860.509999999999
420000200303309860,31,0,0,3,7,3495.19
410000195904238345,34,0,0,8,7,7118.640000000001
360000198908114162,23,0,0,4,10,6655.770000000001
410000197009112462,25,0,0,1,9,4689.85
21000019671101801X,36,0,0,5,11,8461.22
140000196907303447,31,0,0,4,5,5384.590000000001
320000198706012566,31,0,0,4,6,4200.9
320000196501128275,29,0,0,5,4,4358.8
430000198703196641,27,0,0,3,11,7756.969999999999
31000019630404250X,29,0,0,5,6,3754.41
420000199402025139,18,0,0,5,2,2328.0
150000199905079790,22,0,0,3,2,2875.33
430000197812243027,25,0,0,3,7,3277.77
610000198708131349,24,0,0,5,6,4926.04
530000200104137758,22,0,0,4,5,3796.21
500000198311153173,20,0,0,6,6,6883.1
630000197612118018,26,0,0,2,6,4005.33
420000196103128142,33,0,0,3,8,6002.02
310000197509203551,30,0,0,7,5,5232.969999999999
110000195802160398,34,0,0,7,6,4877.900000000001
320000198411304705,22,0,0,5,8,5660.0
410000198511280538,32,0,0,8,6,7562.570000000001
34000019991020650X,34,0,0,8,8,8564.75
120000197306285942,30,0,0,7,6,7614.61
370000195504298936,32,0,0,8,8,5805.41
130000200207052613,32,0,0,4,9,6325.12
440000199907288069,34,0,0,6,11,6712.280000000001
420000196001031622,34,0,0,3,5,2636.45
230000197012176842,33,0,0,3,11,6328.469999999999
23000020010114242X,23,0,0,4,3,3457.2699999999995
510000198612039667,14,0,0,4,1,1884.42
370000199012280375,23,0,0,3,6,3675.19
370000196403316933,31,0,0,2,10,7308.51
230000198303051817,26,0,0,9,6,7651.160000000001
33000019510820390X,26,0,0,1,9,6832.23
23000019820128445X,33,0,0,3,13,6982.959999999999
430000198310072066,30,0,0,6,9,9311.33
650000198109114114,28,0,0,4,7,4958.9400000000005
46000019550905641X,39,0,0,9,7,7517.07
630000198712171507,27,0,0,6,2,3796.0099999999998
230000195607268691,25,0,0,4,6,5453.760000000001
650000195306117978,26,0,0,2,10,6132.93
220000198904014286,31,0,0,5,5,3300.5699999999997
210000195903132189,34,0,0,9,13,9742.6
46000019720105330X,33,0,0,6,6,5121.370000000001
450000196608197800,33,0,0,4,9,5825.7300000000005
620000197609169154,27,0,0,6,5,4169.05
150000195602281555,35,0,0,6,9,8433.45
140000197903221852,32,0,0,2,10,4919.88
220000199102019565,28,0,0,8,14,10998.1
54000019611129026X,31,0,0,2,9,5359.6900000000005
650000199812096370,43,0,0,13,8,9257.619999999999
220000197610026738,26,0,0,3,7,3967.54
620000199805167147,27,0,0,11,6,6467.360000000001
230000199910105711,27,0,0,1,6,3284.4700000000003
120000197203182748,25,0,0,2,9,6112.8099999999995
640000197110227064,32,0,0,0,13,8280.170000000002
320000197011200013,31,0,0,8,5,5019.08
230000196112296724,29,0,0,6,7,6404.150000000001
120000198706276927,31,0,0,1,6,2522.6699999999996
530000199407251990,28,0,0,3,10,6818.8
330000199706284090,28,0,0,5,10,5444.409999999999
650000200408255806,26,0,0,3,8,5856.589999999999
210000195005130069,29,0,0,3,5,2190.88
230000197708150704,25,0,0,2,7,4268.01
630000196103253751,26,0,0,8,3,4012.3999999999996
540000196208126837,27,0,0,7,3,5955.55
310000199203154012,25,0,0,5,5,4508.45
430000197204060833,29,0,0,5,7,5246.8099999999995
650000199211161149,22,0,0,6,6,5981.990000000001
640000200203043250,33,0,0,5,6,5342.12
630000199511034084,39,0,0,7,14,7754.729999999999
36000019610101070X,34,0,0,10,5,7108.039999999999
120000200011167636,31,0,0,5,8,7291.0199999999995
220000196603287249,21,0,0,6,2,4123.62
460000197403225069,29,0,0,3,4,3976.8500000000004
120000199301044137,22,0,0,3,6,4101.220000000001
440000196201318795,29,0,0,5,7,5183.17
350000195503184087,21,0,0,3,4,2682.83
320000198607075887,26,0,0,4,8,5175.379999999999
31000019870621713X,40,0,0,7,11,7173.760000000001
52000020060428439X,30,0,0,9,6,4610.62
530000197105062407,25,0,0,3,4,4322.509999999999
410000196902254741,22,0,0,5,6,4916.610000000001
520000198811039231,25,0,0,4,3,3461.33
620000200208201904,27,0,0,2,3,2135.58
360000199501050739,27,0,0,5,8,6573.02
540000195805137281,27,0,0,6,4,5664.27
350000195007305804,30,0,0,5,8,5988.42
340000197809214530,28,0,0,5,7,5849.070000000001
650000199702280214,33,0,0,6,14,11673.929999999997
450000200606246655,31,0,0,7,2,4199.87
620000195707012338,26,0,0,2,6,4177.59
610000195601047362,25,0,0,8,7,5777.210000000001
63000020051124479X,21,0,0,4,6,5714.949999999999
360000200211018306,39,0,0,8,7,6443.71
430000200312126662,21,0,0,2,4,2222.5299999999997
630000195003106178,28,0,0,6,9,7139.6100000000015
540000198104034267,25,0,0,7,5,6130.74
410000199707017605,26,0,0,3,4,3047.43
320000196204163912,26,0,0,5,4,4211.47
440000196410098717,29,0,0,5,10,7868.240000000001
320000195407167150,22,0,0,4,3,3309.21
320000195210213037,22,0,0,0,5,2169.4300000000003
610000195106168861,29,0,0,9,3,4857.24
410000197812092253,32,0,0,3,8,5386.790000000001
420000198512152185,22,0,0,4,7,5103.820000000001
130000198804170423,26,0,0,8,0,3319.43
340000195712263249,29,0,0,5,7,6702.81
31000019531101094X,37,0,0,3,11,5448.5599999999995
220000198409089408,20,0,0,3,5,3871.17
65000020000917585X,34,0,0,6,9,6121.49
410000199008309713,27,0,0,9,8,8510.54
360000200606288669,36,0,0,7,9,9299.410000000002
520000196211135394,24,0,0,2,5,2936.98
610000195504199567,39,0,0,11,12,12371.860000000002
450000200010060999,33,0,0,6,7,5087.71
330000200302048572,24,0,0,7,3,4276.79
370000200305030367,33,0,0,8,10,9110.22
370000197208052068,23,0,0,3,4,4189.71
360000200311180247,17,0,0,4,3,3187.82
150000196503088420,31,0,0,4,6,4372.38
620000198203189643,30,0,0,7,5,4718.360000000001
430000197406278355,30,0,0,1,8,6086.5
460000199808148443,20,0,0,2,7,5114.43
520000199302271790,39,0,0,7,13,10024.74
630000195106256638,33,0,0,2,7,4468.21
420000197812259668,25,0,0,3,4,3456.5600000000004
640000197202100140,15,0,0,4,2,1356.7199999999998
12000019971215797X,39,0,0,3,11,5781.98
610000198509111783,25,0,0,4,8,5612.889999999999
370000198210014890,27,0,0,2,7,3191.89
210000198107018207,26,0,0,2,8,4593.59
350000195801193862,21,0,0,4,3,3818.2299999999996
350000199009233873,27,0,0,2,8,5553.07
450000198301058776,27,0,0,4,11,6820.01
540000197612143430,31,0,0,5,4,3786.5499999999997
64000019941224407X,47,0,0,7,10,6865.439999999999
350000196604234332,21,0,0,5,4,3346.0
330000195309070605,25,0,0,5,5,3706.8900000000003
210000195303108441,28,0,0,3,5,5094.56
15000019851223760X,25,0,0,5,7,4974.69
350000199507270140,36,0,0,6,9,7935.24
150000197508043840,22,0,0,1,11,5846.370000000001
340000197610141178,29,0,0,2,8,4342.150000000001
32000020000317936X,22,0,0,4,10,6739.48
23000020010618184X,37,0,0,6,8,7020.209999999999
510000200203145872,26,0,0,5,7,6261.55
640000198407057566,38,0,0,5,14,9212.670000000002
360000195907275542,27,0,0,2,8,4845.97
210000195703055676,22,0,0,4,6,4427.9
330000198903125676,28,0,0,5,6,3656.55
31000019700220853X,26,0,0,6,9,6926.389999999999
220000199709193869,25,0,0,4,6,3962.03
620000198304229878,26,0,0,4,4,4655.22
350000197406145472,20,0,0,0,5,2526.48
430000196410174482,27,0,0,6,9,6293.31
630000195906200536,23,0,0,4,5,4822.450000000001
310000200305134528,29,0,0,4,9,3842.43
620000198106296412,43,0,0,6,12,8417.83
530000196810128972,34,0,0,9,12,8947.02
340000200108011938,23,0,0,2,7,4920.02
230000200507157816,34,0,0,9,6,7971.090000000001
370000198108259699,27,0,0,5,9,5802.420000000001
340000197807019352,30,0,0,5,6,4362.7300000000005
540000196802136827,38,0,0,8,10,8929.29
35000019530928341X,28,0,0,1,11,3459.82
440000196008226442,34,0,0,4,10,5138.240000000001
510000197302247765,24,0,0,1,6,2538.54
150000197504286933,25,0,0,6,4,3978.8100000000004
320000195402088429,35,0,0,11,10,8793.109999999999
430000197107279630,28,0,0,8,6,5070.920000000001
640000200604169129,25,0,0,7,7,5878.11
610000199304267703,30,0,0,6,5,5364.68
630000198711282512,24,0,0,6,5,4573.32
430000196104286769,24,0,0,3,4,2794.09
630000199612108062,23,0,0,4,6,4970.36
450000195510265962,32,0,0,5,5,4402.349999999999
410000200011085082,29,0,0,9,7,6030.579999999999
430000198609092598,33,0,0,5,11,9034.550000000001
430000199902061613,21,0,0,2,3,817.1899999999999
530000197109231298,24,0,0,5,5,4270.09
42000019700411548X,19,0,0,4,3,1900.1399999999999
120000198112232003,19,0,0,3,6,5256.39
150000200503021161,23,0,0,5,6,3703.8499999999995
630000199005066649,33,0,0,3,12,8439.380000000001
610000199607240567,24,0,0,9,5,5852.710000000002
440000200112103361,36,0,0,12,8,6393.0199999999995
640000199503071354,24,0,0,3,4,3129.2300000000005
130000199708311702,16,0,0,3,6,3215.7399999999993
370000200005037209,23,0,0,3,3,2257.49
230000197707158384,26,0,0,2,10,5507.52
650000200106133408,24,0,0,1,5,1878.3300000000002
120000198404071344,38,0,0,10,7,8536.869999999997
650000197206106429,22,0,0,5,4,3370.3900000000003
120000195504117676,28,0,0,5,8,5612.320000000001
210000197406012775,33,0,0,7,8,7459.510000000001
430000199811082910,30,0,0,3,9,5220.76
230000196308303885,30,0,0,4,17,11082.049999999997
520000196801290837,20,0,0,4,4,3909.08
440000197711125437,23,0,0,4,6,3548.6399999999994
630000195309287047,28,0,0,5,8,6421.88
53000019561124516X,29,0,0,5,12,8955.42
430000197503312586,33,0,0,6,12,8379.220000000001
510000197606189488,35,0,0,6,7,6798.279999999999
310000197407319801,22,0,0,5,4,4025.38
650000197503132877,37,0,0,8,11,6505.32
420000200507156640,20,0,0,3,4,3345.3299999999995
620000199404193993,22,0,0,4,4,3287.55
230000197704232243,26,0,0,4,9,4470.96
340000197710282023,27,0,0,3,10,6884.830000000001
630000199904085018,20,0,0,5,2,3863.7399999999993
420000200012290389,17,0,0,1,3,2644.18
13000019590528854X,35,0,0,5,8,5054.290000000001
230000200106301696,27,0,0,7,3,3910.84
320000200006293387,21,0,0,1,8,5659.099999999999
320000199611139518,16,0,0,3,2,2190.69
210000195211179939,23,0,0,3,7,6188.5199999999995
320000195302152614,28,0,0,9,6,6892.3499999999985
350000200302081464,30,0,0,3,7,4912.34
220000199204303591,34,0,0,4,8,5785.19
350000197904010415,20,0,0,3,5,4339.36
450000197211067260,34,0,0,6,17,12080.850000000002
130000200211109512,24,0,0,4,5,3309.8100000000004
360000198406102815,30,0,0,5,10,7346.44
640000200208058048,23,0,0,3,5,3827.36
500000197705030454,25,0,0,4,4,3364.38
130000200102189816,28,0,0,5,6,4889.16
640000195310286342,28,0,0,3,6,4865.8
320000197901257468,32,0,0,4,8,6277.53
110000200001248705,24,0,0,2,7,5173.830000000001
220000195312298437,27,0,0,4,4,3236.13
610000195603012809,27,0,0,6,7,5160.220000000001
440000199203219356,26,0,0,6,7,6666.090000000001
630000197408228834,35,0,0,7,7,7261.990000000001
500000198406042265,31,0,0,2,3,3060.96
50000019621126626X,37,0,0,12,6,6931.16
450000195012318793,30,0,0,4,3,2836.57
410000198705119726,22,0,0,3,1,1673.0500000000002
630000198911250099,38,0,0,8,5,5974.76
610000199901288529,28,0,0,2,11,5795.669999999999
540000198502010180,24,0,0,4,8,5262.960000000001
21000019680131658X,32,0,0,9,7,6730.3499999999985
610000198504300630,29,0,0,3,7,6634.26
610000195607071187,25,0,0,4,4,3324.99
440000200304307369,31,0,0,3,11,8575.359999999999
460000199406182585,21,0,0,3,10,7749.680000000001
340000197910054412,31,0,0,6,6,5038.57
220000198211161582,25,0,0,6,7,5990.2699999999995
620000198407181408,32,0,0,3,6,6122.94
620000196612012452,25,0,0,5,8,4217.660000000001
410000200008280995,25,0,0,3,9,7572.31
310000195910046995,34,0,0,6,4,3997.0099999999998
500000196101014299,26,0,0,4,7,4060.8400000000006
110000195905010886,28,0,0,5,5,4108.4400000000005
640000198303060613,28,0,0,4,5,3669.3999999999996
640000195101019563,24,0,0,2,9,4719.039999999999
21000019511009889X,25,0,0,3,8,4479.570000000001
540000195304033994,29,0,0,6,8,6567.11
140000196012071016,26,0,0,4,7,5041.780000000001
610000196003082090,26,0,0,4,6,6426.219999999999
650000198906138565,36,0,0,1,7,3992.67
310000200404149610,34,0,0,6,6,4249.4
350000195909220084,28,0,0,6,7,5578.380000000001
140000198105224543,20,0,0,4,5,3307.55
37000019600419625X,29,0,0,5,6,5657.870000000001
500000197607119543,22,0,0,4,1,3170.7
350000199807102544,23,0,0,3,7,4333.23
450000196803089434,26,0,0,4,7,4302.01
130000198612164205,24,0,0,4,8,5678.360000000001
520000197303300099,25,0,0,4,4,3970.370000000001
33000019761130116X,15,0,0,2,5,4369.3099999999995
420000198203037896,34,0,0,6,3,4174.83
640000199911038596,24,0,0,7,5,5948.850000000001
450000197510262680,21,0,0,5,6,5030.62
640000198102266981,28,0,0,1,7,3252.72
140000195701294165,26,0,0,3,5,4257.74
350000196210139164,27,0,0,3,8,5321.570000000001
530000197109054623,30,0,0,3,7,4746.66
620000199505274055,35,0,0,9,15,11420.539999999995
360000197510142804,27,0,0,5,9,6583.069999999999
63000019510331824X,31,0,0,4,6,4297.049999999999
31000019640220316X,30,0,0,0,7,3533.7599999999998
310000195010062957,22,0,0,2,8,4424.870000000001
370000196005143686,32,0,0,4,8,5763.68
410000199207316887,25,0,0,6,9,7547.56
210000197306192182,27,0,0,4,12,7717.7699999999995
130000195004266087,40,0,0,8,9,7403.02
130000197305123310,23,0,0,1,5,1898.17
500000199905135911,38,0,0,7,11,8812.35
650000200407303394,32,0,0,8,11,9815.340000000002
230000198009067287,31,0,0,5,9,6478.28
330000199605232996,23,0,0,5,8,6419.17
13000019970105925X,23,0,0,3,8,5512.93
310000198304170324,19,0,0,4,3,3165.67
520000197307217911,22,0,0,4,8,6243.860000000001
140000200612220109,28,0,0,2,4,2231.77
450000195612038410,29,0,0,7,3,5001.59
450000198103205798,27,0,0,2,8,3743.91
220000199310239829,31,0,0,7,2,4828.9800000000005
370000199511273794,30,0,0,3,10,6464.83
110000196711063394,31,0,0,5,6,2516.3900000000003
140000195607254116,27,0,0,2,6,3766.69
510000197006279869,39,0,0,6,8,6323.42
340000196301268250,22,0,0,2,5,2238.35
54000019730829172X,31,0,0,3,8,5863.1
120000197309051578,23,0,0,5,4,5424.0199999999995
21000019820527903X,25,0,0,5,6,5164.04
500000195207109750,20,0,0,5,3,4023.08
310000200404148917,22,0,0,4,6,4843.18
530000198712188233,38,0,0,11,13,9136.02
510000199603137622,28,0,0,4,5,3817.5000000000005
220000197208136082,25,0,0,3,11,5586.179999999999
650000199103207939,29,0,0,4,5,3969.9400000000005
450000197307054106,28,0,0,4,8,5145.65
520000198101036538,25,0,0,4,6,4470.48
450000196612235531,39,0,0,8,9,6428.8600000000015
140000195205291723,16,0,0,2,4,2160.75
500000199907042153,21,0,0,2,7,5490.4
350000200301296439,26,0,0,4,7,5403.549999999999
320000200206028553,21,0,0,4,6,2936.37
150000196912238952,29,0,0,2,9,4832.1
350000199206075907,25,0,0,3,7,6474.75
440000198301093799,29,0,0,4,7,6483.87
35000019771214390X,31,0,0,4,9,4723.53
150000196403039891,27,0,0,2,9,6513.34
520000198301292894,28,0,0,6,4,4013.1000000000004
420000200606227707,32,0,0,5,10,6222.860000000001
630000199801027229,28,0,0,4,10,6299.420000000001
310000198507248363,34,0,0,7,8,5860.209999999999
230000197004133498,30,0,0,6,7,6254.650000000001
41000019500220551X,27,0,0,6,7,5963.4800000000005
310000199702114883,25,0,0,5,13,7199.859999999999
120000196509259600,40,0,0,8,8,7668.669999999999
37000019930130648X,26,0,0,4,6,4372.1900000000005
230000195310193238,24,0,0,3,4,2747.5599999999995
23000019720514090X,29,0,0,3,4,3097.1800000000003
610000197712307541,17,0,0,4,5,3151.3999999999996
130000197510187081,25,0,0,2,10,5221.790000000001
500000199603282561,32,0,0,3,8,6405.3600000000015
63000019711011472X,31,0,0,8,6,5964.339999999999
640000200008231635,23,0,0,2,6,3598.46
450000197408202323,25,0,0,4,4,3706.4199999999996
420000195307011179,31,0,0,4,6,4953.56
620000199112268180,38,0,0,8,9,8818.150000000001
54000019890625013X,30,0,0,6,7,6166.97
350000196705233750,34,0,0,5,12,8585.539999999999
63000019901006885X,24,0,0,5,6,4533.3099999999995
620000195005100421,22,0,0,4,4,4039.83
340000197208224610,26,0,0,5,5,6119.209999999999
440000198401057285,28,0,0,2,7,3465.5799999999995
640000200207226601,31,0,0,5,6,4695.05
650000197208029981,25,0,0,7,9,8896.249999999998
450000198710199780,27,0,0,5,7,5608.200000000001
110000197301210798,36,0,0,7,8,6480.040000000001
430000198109201364,27,0,0,4,11,8004.269999999999
110000196706238014,24,0,0,6,5,4137.97
210000196208249670,38,0,0,6,11,6752.32
430000195502134520,29,0,0,5,9,6907.409999999998
630000195701013999,22,0,0,5,7,5558.25
450000198603185105,32,0,0,2,8,2733.49
430000198105037608,29,0,0,6,10,8127.110000000001
120000199609084637,22,0,0,4,6,5960.8
110000195007226212,26,0,0,8,9,8719.279999999999
150000195908262293,24,0,0,4,6,5084.25
360000198110031376,27,0,0,6,9,5718.22
540000197712117360,33,0,0,10,7,8303.58
320000198302041176,29,0,0,10,6,5300.410000000001
650000197807156595,31,0,0,9,3,4889.8
370000195512128945,23,0,0,3,4,3795.5400000000004
620000198106222042,22,0,0,5,8,6197.2699999999995
610000199605174674,30,0,0,8,9,8855.279999999999
110000198410291202,22,0,0,5,3,3378.33
360000195703074933,33,0,0,7,11,7641.55
220000199112236897,32,0,0,5,3,4075.77
220000195001217046,18,0,0,3,5,5347.08
45000019800316516X,35,0,0,8,13,10506.62
630000195211199997,34,0,0,7,11,9775.789999999999
130000199008120817,28,0,0,1,6,3350.64
510000197803245274,33,0,0,5,8,6692.5
320000199509196647,26,0,0,4,9,6110.700000000001
110000200105279303,26,0,0,2,7,3926.2000000000003
320000196209012929,32,0,0,5,8,6326.45
150000199901245878,27,0,0,4,10,6681.580000000001
510000196704278666,23,0,0,3,10,7017.3099999999995
370000199207229406,28,0,0,4,9,6767.580000000001
220000198310243508,23,0,0,2,5,3305.9799999999996
140000195412200185,25,0,0,7,8,7618.7699999999995
310000198803248501,36,0,0,4,10,5678.22
310000198412059666,27,0,0,5,6,4664.599999999999
530000195603316191,25,0,0,6,11,8180.889999999999
540000195204231846,25,0,0,3,4,3278.4
130000200303108285,29,0,0,7,7,7088.06
440000195406050564,24,0,0,2,8,4518.88
460000198706223110,25,0,0,3,8,4268.1900000000005
110000197208125118,33,0,0,6,11,6971.880000000001
53000019930829256X,25,0,0,3,9,7031.89
310000198110022235,24,0,0,4,8,5349.349999999999
350000195708185243,29,0,0,5,8,4121.099999999999
130000199603194298,22,0,0,6,4,3530.7299999999996
120000196504083220,28,0,0,4,3,2652.3500000000004
210000199201239983,26,0,0,3,10,5707.89
150000197204244440,27,0,0,4,13,9584.579999999998
410000200010219798,31,0,0,8,10,10184.349999999999
340000200206223109,31,0,0,6,6,5083.41
440000196306288545,32,0,0,6,5,4863.830000000001
120000200506145316,33,0,0,8,5,6942.25
330000199805176802,27,0,0,10,6,6401.2
15000020030821569X,25,0,0,4,9,5994.070000000001
450000195711230715,33,0,0,4,11,6277.989999999999
120000195710302776,27,0,0,5,9,7214.74
420000199012129629,32,0,0,5,8,6038.999999999999
120000195002229408,22,0,0,5,6,4687.620000000001
540000196904186091,21,0,0,3,4,2540.7000000000003
110000196805183944,22,0,0,2,5,3491.36
340000198412133817,29,0,0,5,2,3866.16
53000019690513497X,21,0,0,4,4,3080.11
230000197106172738,22,0,0,7,2,4128.37
640000199911023933,25,0,0,9,2,4717.860000000001
630000195711198835,34,0,0,5,7,6021.700000000001
540000198010065986,27,0,0,7,6,5121.26
530000196107042560,24,0,0,4,7,4612.69
210000195004112061,31,0,0,6,10,7649.179999999999
430000198509133137,22,0,0,3,6,3767.17
13000019751114725X,25,0,0,3,5,4003.9
340000199403253547,22,0,0,3,8,4055.7400000000002
320000196305098179,30,0,0,4,3,3090.85
650000199305126918,23,0,0,3,5,4098.55
640000196512270466,25,0,0,8,6,5646.71
64000019920504629X,32,0,0,4,11,6408.030000000001
45000019620517708X,30,0,0,2,5,2782.81
210000199312238051,29,0,0,4,9,5847.360000000001
340000199006021910,27,0,0,6,6,4820.16
53000019530615099X,24,0,0,6,6,5396.2699999999995
610000199304052040,28,0,0,4,5,4039.1000000000004
150000200502091336,30,0,0,6,5,5816.6900000000005
130000195706282583,30,0,0,6,9,6606.620000000001
540000196802072931,34,0,0,10,7,7036.170000000001
350000200306141786,24,0,0,4,5,3966.2100000000005
140000199903084332,26,0,0,2,12,6362.460000000002
450000200310260650,27,0,0,3,7,3931.58
440000200109058299,30,0,0,6,6,6037.870000000001
440000200205108735,23,0,0,3,2,1614.15
370000200103214862,29,0,0,3,11,8665.460000000001
370000196303119377,29,0,0,3,6,4368.91
46000019850129648X,27,0,0,3,8,3817.4699999999993
520000197905173162,24,0,0,7,5,4714.630000000001
210000198404099955,23,0,0,4,7,5809.83
150000195109190393,26,0,0,3,6,3917.2
540000195110142455,23,0,0,5,4,4784.79
110000196206136724,30,0,0,5,11,7660.36
330000196002248661,33,0,0,5,11,8318.46
22000019930828193X,32,0,0,6,6,5197.16
310000199703018463,23,0,0,3,4,4220.85
120000197001303396,24,0,0,7,6,5540.72
450000198805159749,17,0,0,3,6,3563.21
330000197402079013,29,0,0,4,7,4836.7
340000197806173753,28,0,0,7,9,8330.199999999999
610000196608083491,29,0,0,8,6,6633.750000000001
150000200409251454,35,0,0,7,8,7264.209999999998
630000198403271491,32,0,0,6,8,6564.0199999999995
120000198403310788,24,0,0,4,5,3969.1500000000005
140000196704053361,19,0,0,2,4,3875.6
