ID_JD,Total_Count_JD,Refund_Only_Count_JD,Rental_Not_Returned_Count_JD,Partial_Payment_After_Receipt_Count_JD,Payment_Without_Delivery_Count_JD,Amount_of_Loss_JD,level_JD
330000195407280606,29,0,0,2,3,2403.65,4
370000197705196935,40,0,0,0,5,3111.05,3
440000197012308170,25,0,0,1,1,1043.19,4
630000199304166316,32,0,0,2,1,1114.96,4
140000198611163771,38,0,0,0,5,2585.57,3
330000197510223617,35,0,0,0,2,913.69,4
610000199609117466,36,0,0,2,1,1366.61,4
220000198609103358,25,0,0,0,1,141.7,3
220000195301229997,38,0,0,2,6,3189.37,4
520000195806038214,36,0,0,1,6,3872.14,4
440000196002156500,36,0,0,0,5,2234.24,3
610000195107075915,36,0,0,1,3,2028.87,3
650000198903150657,46,0,0,2,5,3138.51,3
120000195310257355,30,0,0,1,3,2240.3,4
540000196806089079,38,0,0,2,2,2639.06,3
330000198409032351,39,0,0,0,5,3220.84,4
650000196409142740,30,0,0,4,6,5423.93,5
310000195201139304,38,0,0,0,4,2167.19,3
370000195101135251,37,0,0,2,6,3969.66,4
630000198210200072,33,0,0,1,4,1515.13,3
440000200606230889,37,0,0,6,3,4475.63,4
430000200105116760,36,0,0,1,3,2681.63,4
360000199003188903,45,0,0,2,8,5419.330000000001,3
220000200201177724,32,0,0,4,0,1073.26,3
210000196105267753,44,0,0,1,6,2113.83,4
630000196206025436,52,0,0,1,4,1083.41,4
430000200011197002,31,0,0,5,1,3107.8900000000003,4
150000196109123646,31,0,0,2,5,3636.86,3
520000199807068392,30,0,0,3,3,3375.0,4
500000195812119674,35,0,0,0,2,1024.79,3
650000196102124935,43,0,0,3,4,3300.5600000000004,4
610000199310267021,29,0,0,1,3,2146.07,4
350000200504094191,31,0,0,2,3,2972.0600000000004,3
110000196412087417,31,0,0,0,3,1635.21,4
510000199005073227,33,0,0,2,2,1105.76,4
430000195106099671,41,0,0,8,6,5272.2,5
350000198103302818,32,0,0,3,7,4855.789999999999,5
220000198310018052,42,0,0,2,6,4387.5,3
320000197804300081,33,0,0,1,4,2559.48,3
15000019991130128X,39,0,0,1,3,2028.18,4
430000197505066753,42,0,0,2,3,1981.81,4
420000198204034857,36,0,0,0,5,2187.24,4
440000195201132144,34,0,0,2,4,3262.7,4
120000196509274245,45,0,0,2,2,2087.68,3
330000200503023144,35,0,0,2,6,3905.7,3
540000195301080349,34,0,0,2,0,1247.68,3
130000195105015551,25,0,0,4,2,2237.23,3
630000198812185172,32,0,0,2,3,2478.65,3
370000200507279988,35,0,0,0,4,1218.24,3
430000195209101041,32,0,0,0,3,720.1,4
210000196508275811,41,0,0,2,6,3009.96,4
530000197305076125,33,0,0,2,4,2150.52,3
340000196601105808,37,0,0,2,3,1432.9,4
330000198901015086,41,0,0,3,4,3729.56,4
610000195907182786,35,0,0,0,5,2459.84,4
430000200012053828,36,0,0,0,4,2345.42,3
610000197009050414,31,0,0,2,4,3142.01,4
52000019900601508X,43,0,0,1,4,2349.92,4
510000195910251179,27,0,0,1,2,1005.69,3
610000198705209024,37,0,0,2,3,2907.86,4
650000198709251673,38,0,0,1,3,2829.2,4
310000195301117137,38,0,0,1,3,2102.8900000000003,3
320000195906221844,33,0,0,0,3,1785.46,4
360000200409189127,32,0,0,0,5,1822.86,4
46000019670326863X,40,0,0,6,2,4029.33,4
510000195304242678,29,0,0,3,2,1660.2800000000002,4
370000197202184174,42,0,0,2,4,3108.26,3
530000200602023032,30,0,0,1,3,1912.69,3
340000195806067935,32,0,0,1,3,948.03,4
440000198202042427,34,0,0,3,3,3537.2500000000005,4
440000195301262421,40,0,0,0,4,2343.74,4
140000195909305978,42,0,0,0,3,2091.09,3
140000196212216531,32,0,0,1,4,2588.1,4
210000199006138917,29,0,0,0,2,1082.97,4
220000197503145168,35,0,0,0,4,2639.99,3
440000197008182405,37,0,0,0,2,1080.35,3
500000195208097376,30,0,0,0,1,569.96,3
640000196702255187,49,0,0,1,9,4565.530000000001,4
130000199907219159,46,0,0,2,4,2857.24,4
230000197110283262,33,0,0,1,1,1021.37,4
430000195408081223,41,0,0,0,7,2739.54,3
640000200504041654,25,0,0,5,2,3611.47,5
540000195501255385,39,0,0,4,6,4997.52,5
220000196009151373,39,0,0,1,3,2218.2,4
150000200101147503,38,0,0,2,2,1929.16,3
620000198807280755,39,0,0,1,1,523.0300000000001,4
340000200207037295,43,0,0,2,5,3025.37,3
310000199911255447,31,0,0,0,4,1606.7600000000002,4
360000198908310921,32,0,0,0,5,2338.81,3
430000197602070623,36,0,0,2,0,834.95,4
320000198509056375,32,0,0,0,1,695.16,3
230000200603161831,29,0,0,2,2,2730.16,4
340000196904051827,34,0,0,1,2,1208.79,3
370000196609171469,40,0,0,2,5,3097.46,4
540000195001135512,34,0,0,2,5,2848.5599999999995,3
360000197309066088,27,0,0,1,4,3291.13,4
620000195301049093,30,0,0,0,5,2628.7500000000005,4
540000199510314824,49,0,0,4,4,3856.47,4
650000200108080004,41,0,0,1,8,4062.05,3
110000197505081772,31,0,0,1,6,4020.94,3
120000197804144587,33,0,0,1,2,1335.63,3
210000197011208511,41,0,0,3,5,4123.169999999999,3
51000019781016697X,31,0,0,0,4,1457.91,4
440000199212012111,25,0,0,1,0,496.39,4
620000195801234631,47,0,0,2,1,1474.44,4
410000200408269912,33,0,0,0,5,3053.88,3
360000199906273308,35,0,0,4,2,2481.94,4
220000195507301202,31,0,0,0,1,249.41,3
410000197410211002,33,0,0,0,5,2366.6800000000003,4
360000198301109551,30,0,0,4,4,3300.17,4
640000198206124267,43,0,0,1,4,2295.64,4
630000196707319950,36,0,0,1,4,1998.15,4
640000200407209291,35,0,0,3,4,3043.22,4
65000019730307430X,30,0,0,3,4,3162.53,3
430000199407015273,30,0,0,0,3,1373.44,3
440000199506059847,29,0,0,0,4,1975.57,3
43000019550130943X,43,0,0,2,3,1692.34,4
46000019750805696X,36,0,0,1,7,4276.85,4
330000199910157005,33,0,0,0,5,1514.85,3
500000196202011337,32,0,0,2,6,4275.79,4
210000196211040042,31,0,0,1,3,2404.21,4
430000198103304346,27,0,0,0,3,2275.88,3
440000197708052695,35,0,0,2,3,2818.84,3
33000019851021458X,33,0,0,0,4,2074.3500000000004,4
370000199905037612,36,0,0,1,6,2730.27,4
350000198704059497,30,0,0,2,9,6613.360000000001,5
210000199005265244,35,0,0,1,6,3847.06,4
500000200411053161,26,0,0,1,2,1878.29,3
370000195309170793,32,0,0,0,2,1375.13,4
450000198705099910,34,0,0,0,4,1146.44,4
23000020010808869X,38,0,0,1,6,3723.8,4
150000196305269247,23,0,0,0,1,323.06,3
140000198705287783,34,0,0,1,6,4134.31,3
65000019640120306X,36,0,0,1,3,1969.26,3
320000195607159534,39,0,0,0,4,2176.28,3
140000197401047583,39,0,0,3,2,2882.55,4
110000200003265111,35,0,0,1,2,2073.35,4
630000200106195568,42,0,0,1,7,2907.04,3
150000196301269493,30,0,0,1,2,1646.39,3
130000197805128230,33,0,0,0,4,800.46,4
150000196907179521,37,0,0,2,4,2009.65,3
130000199402065430,26,0,0,0,4,2338.13,4
510000199807096375,35,0,0,3,2,2672.2200000000003,3
110000200310226710,21,0,0,0,0,0.0,1
21000019631017744X,25,0,0,1,4,3121.78,3
420000197612224233,43,0,0,0,4,2425.08,4
450000195810253488,36,0,0,2,1,2054.96,3
330000199504071863,23,0,0,2,3,2578.15,4
320000199105177597,29,0,0,0,1,95.82,3
610000195303176115,51,0,0,0,9,4849.59,4
11000019700502937X,29,0,0,0,1,557.19,3
450000195106220498,44,0,0,0,6,3591.36,3
310000197311258995,35,0,0,2,4,2132.93,4
650000198201110933,41,0,0,4,4,2803.86,3
45000019501201508X,44,0,0,2,4,3018.8900000000003,4
440000199511206733,30,0,0,3,1,1485.99,3
150000199205263490,40,0,0,3,2,1702.96,3
540000199805145239,27,0,0,1,3,2429.4300000000003,4
520000196206051276,30,0,0,0,2,1972.46,4
460000198003293462,38,0,0,1,4,3822.41,4
450000195704186410,20,0,0,0,2,653.96,4
220000198502066008,43,0,0,1,6,3162.6000000000004,4
220000197112143691,31,0,0,1,5,3448.29,4
330000198503269136,45,0,0,3,6,3748.84,3
420000197901209902,27,0,0,0,1,534.37,4
450000196902259208,38,0,0,1,6,5325.65,4
610000196611215619,29,0,0,1,2,2322.71,3
540000195407071280,37,0,0,2,5,3476.8900000000003,3
450000199305240692,38,0,0,0,7,3708.81,4
500000195308259432,32,0,0,2,2,1674.5,3
410000197811217261,27,0,0,1,3,2492.84,3
500000200507077387,37,0,0,2,4,2288.1,4
350000196510018989,38,0,0,1,3,2733.34,4
440000200408082336,37,0,0,2,8,6199.780000000001,5
640000195310272565,25,0,0,0,4,1468.67,4
35000019820319720X,28,0,0,1,2,1594.17,3
620000197401191125,27,0,0,1,6,4234.7,3
140000196108113516,32,0,0,2,7,5806.44,5
430000197801048613,33,0,0,3,3,3095.67,4
63000019820119650X,33,0,0,1,3,2161.41,3
350000196901311592,30,0,0,0,6,3020.28,4
53000019730601097X,44,0,0,0,4,2951.15,3
540000199712132201,35,0,0,3,3,2033.37,3
220000200312064247,39,0,0,0,3,1382.9,4
450000199710094836,31,0,0,2,7,3704.83,5
360000196905302468,37,0,0,1,6,4356.04,3
23000019820731703X,31,0,0,0,3,2099.51,4
14000019690202887X,50,0,0,2,8,5063.9,4
440000197007284207,32,0,0,1,6,3129.64,4
540000195407249149,33,0,0,0,6,3626.93,3
460000196109150348,36,0,0,1,2,1741.63,4
320000195011282179,34,0,0,1,4,2603.23,3
420000196111181445,33,0,0,1,2,1329.79,4
360000197504067932,38,0,0,1,3,1069.09,4
520000199310091941,28,0,0,2,3,2570.47,4
350000199805053267,37,0,0,3,1,2325.25,4
320000195501224481,31,0,0,1,3,1889.7,4
610000197206191670,38,0,0,4,3,3401.15,4
540000196605232772,23,0,0,2,2,1442.28,4
330000196701231033,43,0,0,0,6,2945.21,3
610000199310159784,43,0,0,2,4,2876.59,4
540000197508051923,29,0,0,0,3,2046.04,4
110000199311134863,24,0,0,1,4,2284.52,4
13000019670331971X,39,0,0,1,5,3986.420000000001,4
650000197704226933,33,0,0,1,4,1334.0100000000002,3
610000196702102935,40,0,0,0,7,3137.9999999999995,4
430000196008308649,31,0,0,1,3,1454.84,3
350000198510227018,39,0,0,0,9,6109.58,5
650000200010310721,35,0,0,1,6,2077.66,4
650000195211260069,30,0,0,1,4,2576.64,3
35000019790418153X,36,0,0,0,9,4363.63,5
640000199311186691,43,0,0,3,6,4618.35,4
420000198811102655,41,0,0,1,2,869.1099999999999,4
620000196605293567,31,0,0,2,3,3834.87,4
520000199009145760,41,0,0,4,7,5253.86,5
150000198601086997,29,0,0,2,5,3558.08,3
220000198908077575,26,0,0,2,2,1560.21,4
110000199809031247,49,0,0,1,4,3493.28,3
440000200301198881,29,0,0,1,9,4164.57,5
370000196403276564,36,0,0,3,5,5592.62,4
330000198606227537,41,0,0,1,2,2554.5,3
320000195611291028,44,0,0,4,6,5660.5,3
230000195406139666,45,0,0,2,6,3677.3600000000006,4
430000195402200156,39,0,0,2,8,5974.860000000001,5
410000196609304228,41,0,0,1,3,1976.34,4
53000019760310100X,28,0,0,1,3,1354.4900000000002,4
220000197308186802,31,0,0,4,2,2239.77,4
210000196803270634,39,0,0,1,5,2977.06,4
610000199807110740,37,0,0,0,5,2069.21,3
520000199608022543,30,0,0,0,4,2432.71,4
330000200204044279,30,0,0,6,2,3380.91,4
360000198808253421,50,0,0,1,7,3401.7,3
62000019871124969X,34,0,0,1,6,2923.2,3
610000197906260235,45,0,0,4,3,2575.5,4
450000197804203192,34,0,0,1,2,929.34,4
140000199407244181,44,0,0,1,3,2171.48,4
350000198602018424,33,0,0,1,4,2330.76,4
22000019900818381X,32,0,0,1,2,486.6,4
610000196610134809,32,0,0,2,8,3621.73,5
110000195910312459,43,0,0,4,4,4225.82,4
620000199312068319,38,0,0,2,2,1059.02,4
150000195011192673,40,0,0,0,10,6221.679999999999,5
420000198410017994,28,0,0,3,2,3001.57,4
640000199808020232,30,0,0,0,2,1542.41,3
63000019860601302X,43,0,0,2,7,5991.599999999999,3
450000198703130486,34,0,0,2,6,3533.26,4
120000199811042764,36,0,0,1,3,2531.3,4
61000019590625723X,30,0,0,2,1,1354.86,3
520000199505135860,38,0,0,3,3,3147.15,3
110000196608036160,35,0,0,1,4,3178.6000000000004,4
520000196211160274,35,0,0,1,6,3266.55,4
320000198108261730,39,0,0,3,2,2832.01,3
510000197311196306,35,0,0,2,5,1727.27,4
530000199508153548,31,0,0,1,2,1548.53,4
510000196602186031,36,0,0,1,1,1122.4,4
410000195206258322,32,0,0,0,5,3228.3,3
530000197301132425,35,0,0,1,3,1603.6,3
610000196712074560,36,0,0,3,3,2484.95,3
15000019520516470X,31,0,0,0,1,98.66,3
630000198802267297,28,0,0,0,1,681.47,4
520000199605049521,38,0,0,1,3,2930.51,3
500000200106215072,40,0,0,1,3,2582.65,4
420000196508127084,34,0,0,2,3,2716.91,3
210000198505124216,26,0,0,2,3,1544.3,3
410000199311306179,34,0,0,3,6,4883.9000000000015,5
460000199307205622,32,0,0,1,4,3222.13,3
520000197007308862,22,0,0,0,2,861.9200000000001,3
500000196905094562,37,0,0,0,2,1351.38,4
120000196011103334,28,0,0,1,5,2814.32,3
650000196910166156,32,0,0,0,3,1742.0500000000002,4
35000019890807973X,39,0,0,1,5,3340.3500000000004,4
540000197312249831,40,0,0,2,5,2315.44,4
620000196603116778,32,0,0,1,8,5020.15,5
500000198205125398,34,0,0,1,3,2490.95,3
450000199203200278,25,0,0,0,2,1586.97,3
140000198506307171,33,0,0,1,6,2678.5800000000004,3
510000200507284505,28,0,0,0,3,1958.4,3
220000198308144500,34,0,0,0,8,3322.87,4
640000196006226008,31,0,0,0,4,1511.7199999999998,3
540000200308296816,25,0,0,1,2,1238.91,3
11000019991016524X,42,0,0,2,7,4933.06,3
310000196308071447,25,0,0,2,2,1310.75,3
340000196208143525,26,0,0,1,1,135.16,4
460000198308192996,25,0,0,2,4,3624.39,3
15000019610121915X,34,0,0,1,5,3787.63,4
140000198010296122,22,0,0,2,2,898.39,3
110000199109222034,35,0,0,0,6,2070.93,3
610000199904168477,30,0,0,0,3,1221.13,4
150000196812287159,39,0,0,1,5,3356.33,4
210000200307216443,42,0,0,3,2,1741.66,3
130000200301212572,32,0,0,2,0,453.95,4
640000197309217066,35,0,0,2,7,3120.91,4
330000200308300628,36,0,0,0,5,2179.32,3
110000199508090593,39,0,0,2,4,1115.89,3
650000198002049981,42,0,0,0,3,1109.26,4
12000019500523435X,43,0,0,2,4,2439.5600000000004,4
120000195701267614,32,0,0,0,4,1132.41,4
650000197412296817,27,0,0,0,3,644.24,3
500000199001216583,32,0,0,2,5,3806.33,4
110000199210219622,30,0,0,1,2,1489.56,3
150000200205010384,29,0,0,2,3,2526.25,4
630000199807254609,31,0,0,3,2,2155.76,4
610000198906131315,47,0,0,4,5,4218.41,3
42000019740805744X,38,0,0,2,6,3626.94,3
370000200204226897,41,0,0,2,4,2072.05,3
370000197010012837,55,0,0,7,2,3207.25,4
440000197202074045,41,0,0,3,7,4613.17,4
350000200611167552,34,0,0,2,4,2986.75,4
230000195503197470,25,0,0,0,2,584.55,3
360000197011236056,48,0,0,2,2,954.62,4
500000198109141654,47,0,0,1,4,1797.1899999999998,4
430000197009257622,51,0,0,1,6,2493.83,4
310000196701065975,25,0,0,2,0,1513.7,4
430000197604058441,33,0,0,1,7,2833.69,3
340000200106113009,26,0,0,1,3,2332.45,4
520000195007252513,26,0,0,1,3,2097.14,4
330000198307153937,35,0,0,0,4,1000.48,4
320000197412287068,33,0,0,1,1,1387.24,4
650000200402299613,25,0,0,0,4,2539.05,4
120000199204051781,39,0,0,1,3,1779.9500000000005,3
34000019520929710X,38,0,0,1,4,2473.87,4
440000199411216264,28,0,0,1,3,2003.22,3
120000197104034774,42,0,0,4,4,4329.18,3
410000195111128170,42,0,0,0,5,1414.51,3
220000197204282285,45,0,0,0,4,3331.77,4
320000199008250166,32,0,0,1,7,2812.01,4
23000019600527890X,34,0,0,2,2,1990.57,3
120000199502265470,35,0,0,3,5,4785.43,4
310000196308247801,34,0,0,0,1,48.93,3
130000199603091758,28,0,0,0,3,1719.9,4
520000198609224564,31,0,0,2,2,1559.28,4
410000197406251896,34,0,0,1,4,2173.63,4
630000195011072289,26,0,0,2,4,2193.25,4
420000198111279249,35,0,0,3,1,1100.45,3
120000198108224350,36,0,0,2,0,901.33,3
430000199704270158,25,0,0,0,8,4238.27,5
340000199607267369,35,0,0,0,5,2684.1,4
350000198107142137,28,0,0,0,4,2326.33,4
230000195411303432,44,0,0,0,4,2258.54,4
340000196203066807,31,0,0,0,1,186.04,4
210000197411264096,39,0,0,2,7,2807.5,3
350000198507308490,35,0,0,3,1,1541.4999999999998,4
130000195102215603,41,0,0,3,2,2415.88,3
210000196705028457,24,0,0,0,2,667.85,3
110000200101173229,41,0,0,0,7,3825.89,3
370000197004024364,42,0,0,4,4,3044.84,4
350000199204022844,30,0,0,2,3,1794.7300000000002,3
360000197402226605,29,0,0,0,5,2259.58,4
210000196309028615,45,0,0,1,6,2391.07,3
120000195205091111,36,0,0,0,5,2581.1,3
540000200501090641,28,0,0,3,4,2706.72,4
140000195612206311,42,0,0,1,4,2835.6000000000004,4
150000196102057439,43,0,0,5,3,3232.96,3
340000197304099004,28,0,0,1,4,3079.87,4
130000196110097234,32,0,0,0,2,1375.35,4
330000199005119172,37,0,0,2,2,1193.25,4
500000197907161794,23,0,0,0,1,47.98,4
360000197507188000,30,0,0,1,5,3020.3,3
230000199802090348,35,0,0,0,1,699.58,3
510000196702028225,19,0,0,0,1,691.66,4
510000195301212668,39,0,0,2,5,4376.049999999999,4
53000019620705776X,32,0,0,1,2,1264.64,3
360000195504128820,41,0,0,2,6,2690.28,4
540000196505247029,35,0,0,1,6,3564.1700000000005,4
540000200605026791,34,0,0,0,4,1560.95,4
420000195303163482,35,0,0,2,2,986.51,4
330000199506042396,29,0,0,0,3,2175.48,4
310000197912081347,29,0,0,1,3,1308.74,4
510000200404268174,46,0,0,4,1,2576.24,4
530000195610016648,23,0,0,1,3,1853.52,3
370000196202027342,40,0,0,1,2,1235.2,4
220000196401116417,33,0,0,0,4,1801.13,4
210000195011030291,30,0,0,0,1,956.01,3
650000195109085567,32,0,0,2,3,1622.9,3
370000196510010956,37,0,0,1,4,2280.12,3
210000196712070098,37,0,0,0,5,1990.84,3
440000195905186829,37,0,0,3,5,3640.4,4
330000197012135446,44,0,0,1,3,1615.99,4
350000200502129004,38,0,0,0,5,2646.66,4
500000197807317181,32,0,0,1,1,727.9200000000001,3
41000019791020348X,35,0,0,2,6,2770.7200000000003,3
230000196006075063,42,0,0,2,5,4350.75,4
45000019800416218X,30,0,0,0,3,2477.0,4
110000196702204431,41,0,0,3,4,2619.2,4
530000200510178299,39,0,0,0,6,2692.3900000000003,4
430000197805116046,40,0,0,3,4,3885.56,4
110000195703116973,40,0,0,2,4,3209.9700000000003,4
360000196502217381,30,0,0,2,1,1196.6,3
360000200507224387,38,0,0,1,9,5043.25,5
330000197708285047,38,0,0,1,1,1103.58,3
640000199310058428,37,0,0,0,7,2953.55,4
210000195201115106,31,0,0,1,6,4928.820000000001,3
440000196406287400,21,0,0,0,1,814.25,4
220000196902015243,23,0,0,0,1,851.31,3
120000195405313516,40,0,0,1,5,3485.8900000000003,4
140000200301205614,53,0,0,1,5,3124.2499999999995,4
610000198412026523,38,0,0,1,3,1228.54,4
530000200005300644,37,0,0,1,6,3206.53,4
450000198711264302,55,0,0,2,7,2674.1,4
110000196206123683,36,0,0,2,4,3484.2200000000003,4
330000195607056510,37,0,0,0,4,2105.65,3
320000197608092975,41,0,0,1,5,2829.34,3
510000196701076823,33,0,0,0,4,1572.12,4
500000196202279499,40,0,0,1,4,1629.36,4
420000197209182758,33,0,0,0,6,3959.03,3
210000200505171186,40,0,0,2,3,2080.34,3
530000196006031707,30,0,0,1,3,1882.36,3
460000195601270435,40,0,0,2,2,1800.45,3
430000198205095485,28,0,0,0,2,632.3100000000001,3
310000200110085092,30,0,0,2,1,1510.01,3
150000198808027468,41,0,0,2,5,3630.15,4
650000198405140763,28,0,0,2,2,2112.03,4
210000200012247357,37,0,0,2,8,4499.070000000001,5
50000019580114070X,37,0,0,2,3,1163.89,4
210000196606027993,40,0,0,1,4,3103.46,4
320000198801133876,39,0,0,0,4,1694.62,4
370000196412178536,43,0,0,4,4,3616.65,3
650000197003108563,35,0,0,0,6,2205.73,3
650000199308020617,34,0,0,2,3,1979.83,3
640000197001061878,32,0,0,0,4,2174.77,3
460000200502018828,25,0,0,1,1,958.63,3
440000196312091335,36,0,0,1,2,1224.47,3
420000197409282307,32,0,0,1,2,1018.87,3
310000198810212304,36,0,0,3,4,3721.46,3
320000198311234228,34,0,0,3,1,1802.59,4
320000197410059280,32,0,0,1,5,3169.379999999999,3
510000198507050661,34,0,0,1,3,1865.32,4
650000200107163588,36,0,0,0,3,1123.33,4
650000197609244711,27,0,0,2,3,2684.7499999999995,4
340000197911094969,36,0,0,2,1,991.23,4
220000200001199937,42,0,0,3,3,3132.74,4
120000199309041053,41,0,0,2,4,2308.26,4
320000199810279310,35,0,0,4,2,3618.22,4
340000200011041153,39,0,0,2,8,4924.0,5
340000195802048681,38,0,0,0,2,1224.78,3
520000195403285755,35,0,0,1,2,1407.61,4
440000198305140230,23,0,0,0,2,103.64,3
540000195707244913,30,0,0,0,2,1452.1,4
340000196102010863,33,0,0,3,3,3692.68,3
640000198110249292,34,0,0,0,2,1689.76,4
230000197909035630,32,0,0,1,5,2355.83,4
450000196310213193,26,0,0,1,3,1371.8100000000002,4
140000196412212180,32,0,0,1,5,3633.55,3
230000198405204044,36,0,0,2,2,1850.82,3
64000019580907551X,30,0,0,2,4,2881.78,3
320000195711062441,38,0,0,2,4,2677.67,3
540000199708236876,35,0,0,2,2,1826.44,4
320000199512228603,45,0,0,0,5,2413.5,3
370000199205241233,34,0,0,1,4,2522.74,3
530000199308304508,32,0,0,2,4,2315.68,4
320000199812299462,39,0,0,0,7,3871.78,4
32000019540704293X,33,0,0,0,2,978.9,4
41000019521112138X,34,0,0,2,4,2676.56,4
350000195204221415,18,0,0,0,1,744.71,3
430000195010080554,38,0,0,3,4,4052.1,4
430000200612133629,36,0,0,0,3,2190.81,4
14000019660719340X,41,0,0,0,5,2323.9,3
610000197509139095,31,0,0,0,3,1333.95,3
370000196710013457,32,0,0,0,4,1970.04,3
650000198105193417,40,0,0,1,5,2523.14,4
620000198102247373,32,0,0,2,6,4406.97,4
610000198402086012,34,0,0,2,6,3398.32,4
520000196105245215,41,0,0,1,7,4253.79,3
360000197105136785,25,0,0,4,3,3209.95,3
320000200305084681,39,0,0,3,7,5910.17,5
350000199102021146,27,0,0,1,3,3235.82,3
230000199806160518,25,0,0,0,2,1217.02,4
210000200604118284,28,0,0,0,5,1791.02,4
640000195209089897,33,0,0,2,2,1733.43,4
45000019891128253X,33,0,0,0,3,1832.7,3
360000198404223533,36,0,0,1,3,1741.79,4
410000199803100871,32,0,0,1,3,667.51,4
350000197508084842,40,0,0,0,5,3159.95,3
140000199204086427,30,0,0,3,5,3914.53,3
210000198109245032,42,0,0,1,2,1445.5500000000002,4
500000198709093852,40,0,0,2,1,784.88,3
330000197310149467,30,0,0,2,6,3530.9800000000005,4
410000197702071259,34,0,0,3,4,3418.23,3
210000198904236215,27,0,0,0,2,404.03,4
120000196504291695,38,0,0,1,5,3288.4,3
140000198103109605,37,0,0,3,9,6537.9400000000005,5
43000019650320509X,39,0,0,2,5,3392.76,4
450000196611243978,26,0,0,0,5,2427.49,4
14000019801228909X,31,0,0,0,3,639.56,4
440000196404233070,44,0,0,1,3,1370.96,4
640000199005017646,26,0,0,2,3,1711.63,3
500000197710245978,40,0,0,3,3,3423.68,3
11000019660819875X,30,0,0,1,5,3149.07,4
140000195605091413,25,0,0,1,3,1347.53,4
210000198712276749,30,0,0,0,1,395.96,4
110000195705150112,41,0,0,0,7,3987.79,4
130000197908125964,28,0,0,0,1,600.74,3
440000196805179466,42,0,0,0,7,3128.35,3
410000197803054394,23,0,0,1,4,2362.61,3
220000195906038886,39,0,0,3,3,3032.42,3
650000196212299912,33,0,0,0,3,2162.79,3
150000195202235656,22,0,0,2,2,1896.87,3
320000195201269274,27,0,0,0,4,1622.19,4
460000197703022351,48,0,0,2,3,3122.19,4
420000198106291665,24,0,0,0,1,803.05,3
410000196611290531,37,0,0,3,4,3281.52,3
650000199311197595,34,0,0,1,3,1769.46,3
320000199604136095,33,0,0,0,3,2219.65,4
620000196112148644,39,0,0,0,6,2800.71,4
540000200310239722,30,0,0,3,5,4150.79,4
420000196606253308,42,0,0,0,5,2435.56,4
500000196007190392,43,0,0,1,4,3340.86,4
370000198506260564,32,0,0,1,2,652.9100000000001,3
500000198307051860,29,0,0,0,5,2170.91,3
130000197501277157,33,0,0,0,3,1899.4,4
650000200408015028,28,0,0,1,3,1657.29,3
54000019710927189X,43,0,0,2,5,3760.54,3
650000196707197627,43,0,0,2,8,3505.3,3
350000195410096213,24,0,0,1,3,2058.82,4
450000198207213063,40,0,0,2,7,5436.18,4
630000197710058354,29,0,0,0,3,1290.55,3
370000195210290314,33,0,0,0,6,2778.18,3
140000200104235582,40,0,0,0,4,2450.6400000000003,3
340000196307185819,39,0,0,0,2,1454.17,3
140000195905307298,31,0,0,1,4,2962.85,4
450000199210144446,30,0,0,0,4,2589.73,3
34000019800323182X,32,0,0,0,6,3229.6,3
150000197709088631,20,0,0,0,3,481.13,3
640000198901020873,27,0,0,0,3,1754.91,4
360000200003091576,52,0,0,2,6,3284.87,4
44000019921023241X,36,0,0,1,5,4064.64,4
310000197102068853,34,0,0,2,3,2173.18,3
340000195305116030,44,0,0,4,6,3786.18,4
150000199311262790,36,0,0,1,5,4267.84,4
45000019780929437X,40,0,0,0,2,1150.41,4
520000200106129362,39,0,0,0,6,2627.89,4
500000196104173340,38,0,0,2,4,3777.500000000001,3
41000019590409437X,32,0,0,2,6,4272.9,3
130000198511068361,32,0,0,1,5,3063.7899999999995,3
630000200410051323,36,0,0,0,3,1736.1,4
110000199004014300,36,0,0,2,5,4481.13,3
330000197312125901,35,0,0,2,2,1191.8699999999997,4
540000196208161800,37,0,0,1,3,1319.11,3
630000199902225558,39,0,0,2,4,2979.38,4
610000196611088584,36,0,0,0,6,2764.42,4
360000198112261394,27,0,0,1,6,3275.92,3
420000198806225394,43,0,0,0,2,1567.6,3
41000019560904170X,29,0,0,2,3,2300.42,4
12000019980919171X,38,0,0,0,5,2901.75,4
12000019801005236X,21,0,0,0,2,40.51,3
630000199708156333,39,0,0,2,7,5126.71,3
310000198409276897,33,0,0,4,2,2574.36,4
64000019630317075X,35,0,0,1,6,2380.22,4
310000196509117384,28,0,0,1,2,1320.69,4
510000199711289199,44,0,0,0,3,1878.63,4
50000019690412474X,31,0,0,1,2,1275.58,4
430000195906164443,50,0,0,3,7,3587.2899999999995,3
230000195607207151,32,0,0,1,3,2722.19,3
450000199107271164,32,0,0,2,3,3317.98,4
610000199606135415,49,0,0,0,8,2866.67,3
510000199004095205,41,0,0,3,3,2568.61,3
450000197402238771,32,0,0,1,4,3465.71,4
12000019671201350X,29,0,0,0,1,389.82,4
450000200209298494,35,0,0,1,6,3095.86,3
110000199609078905,32,0,0,1,8,5281.63,5
640000198502097347,29,0,0,0,0,0.0,1
320000196309279030,40,0,0,0,4,1417.38,3
520000195905129285,33,0,0,0,3,1890.77,3
340000196701112247,30,0,0,1,2,596.09,3
23000019810801106X,28,0,0,0,2,1216.4299999999998,4
450000196503247234,35,0,0,0,9,6077.530000000001,5
120000199112251639,39,0,0,1,8,5226.5,3
510000197505293331,44,0,0,0,4,2449.39,3
