用户（身份证）,信用评级,平台类型
440000197502195340,32,WeChat
50000019880712187X,16,WeChat
620000200109283182,70,WeChat
410000199109044742,64,WeChat
310000197910230871,56,WeChat
340000196111292831,92,WeChat
370000199201092402,16,WeChat
510000199606110046,97,WeChat
230000198806188639,22,WeChat
360000200401166203,34,WeChat
610000197607315486,56,WeChat
430000196912206261,34,WeChat
460000196712217500,16,WeChat
630000195203207117,30,WeChat
360000196310203452,69,WeChat
460000199405266242,100,WeChat
330000200506246108,72,WeChat
410000200607021477,79,WeChat
640000200512012861,91,WeChat
630000196603166611,23,WeChat
210000199712110313,93,WeChat
440000198108058385,86,WeChat
370000198108289951,78,WeChat
460000198908046415,12,WeChat
140000197111215411,37,WeChat
420000197206023890,59,WeChat
220000198611049274,67,WeChat
13000019880725290X,33,WeChat
510000199211210835,3,WeChat
610000196803012955,2,WeChat
310000198401102163,58,WeChat
330000196008264814,40,WeChat
53000019760301888X,96,WeChat
150000197510192896,84,WeChat
420000200203198278,15,WeChat
650000199702241717,86,WeChat
440000198909276630,99,WeChat
450000200012031630,21,WeChat
310000196511076841,16,WeChat
430000198307266185,1,WeChat
140000198611222583,74,WeChat
22000019860819995X,32,WeChat
310000199212231913,77,WeChat
21000019921224397X,67,WeChat
650000198310176579,30,WeChat
500000198906085210,23,WeChat
370000195702219979,9,WeChat
340000197611052644,40,WeChat
64000019611004372X,64,WeChat
150000196309125144,65,WeChat
370000198205293776,28,WeChat
620000200009011833,21,WeChat
110000196102072201,62,WeChat
510000196108068291,70,WeChat
520000198511170609,45,WeChat
32000019600215898X,68,WeChat
500000195102015950,39,WeChat
31000019590219199X,82,WeChat
410000197007077384,50,WeChat
310000195901290742,50,WeChat
370000196409159502,96,WeChat
640000200608125908,0,WeChat
51000019880814766X,66,WeChat
320000199205189085,64,WeChat
150000199610313738,31,WeChat
370000196807162758,55,WeChat
520000197910215398,4,WeChat
150000198607287693,73,WeChat
340000196611080376,18,WeChat
13000019910821487X,6,WeChat
230000200302095746,0,WeChat
360000198403138484,3,WeChat
650000197807136340,27,WeChat
340000195802285708,47,WeChat
650000197705315620,12,WeChat
140000198502028220,84,WeChat
320000198110180913,54,WeChat
620000199703143064,92,WeChat
110000195311161863,34,WeChat
15000019791209595X,67,WeChat
360000196709173005,66,WeChat
230000198206264095,12,WeChat
530000195510259829,26,WeChat
21000019970502066X,51,WeChat
62000019830826980X,85,WeChat
350000195403256047,15,WeChat
650000197705017244,27,WeChat
500000197901113775,70,WeChat
410000198103160377,78,WeChat
510000197110025818,16,WeChat
450000196601064300,30,WeChat
320000196601090147,29,WeChat
650000198508077998,63,WeChat
620000200403208538,5,WeChat
15000019690311654X,57,WeChat
610000200305263371,79,WeChat
410000198704195970,15,WeChat
420000195403021369,68,WeChat
430000200012289259,6,WeChat
500000196603292619,81,WeChat
310000196209265748,69,WeChat
350000199301279043,63,WeChat
420000199411089126,63,WeChat
460000195709069442,57,WeChat
120000197207154760,83,WeChat
420000195704205540,24,WeChat
340000195507047395,11,WeChat
360000200403246776,8,WeChat
500000199304140889,65,WeChat
150000197406055242,90,WeChat
500000195405167644,60,WeChat
520000200310285338,38,WeChat
650000197912188310,32,WeChat
610000196312129278,32,WeChat
340000199609304725,2,WeChat
330000198210187954,98,WeChat
310000197306144969,95,WeChat
650000197912165979,92,WeChat
410000197409013447,50,WeChat
210000199605179622,29,WeChat
21000019920320483X,74,WeChat
350000199906146024,76,WeChat
110000197310152649,31,WeChat
430000196105238304,15,WeChat
420000195811091534,62,WeChat
310000200211193105,93,WeChat
530000199808230007,82,WeChat
110000197104273925,58,WeChat
460000195008077642,3,WeChat
110000198008086083,41,WeChat
450000195408092145,36,WeChat
510000199504268643,11,WeChat
65000019880130546X,3,WeChat
12000019790605489X,1,WeChat
420000196405302281,79,WeChat
630000200012057084,53,WeChat
120000200110169450,74,WeChat
330000199508059378,28,WeChat
220000197706175025,60,WeChat
360000198804045588,62,WeChat
620000200409026858,95,WeChat
610000197210169644,55,WeChat
420000198008047570,87,WeChat
320000199002268437,98,WeChat
410000199005186316,58,WeChat
120000200611286209,87,WeChat
310000200406053882,36,WeChat
460000197304233565,50,WeChat
320000195409087082,43,WeChat
530000199708270669,66,WeChat
340000197607290017,22,WeChat
510000195403219895,49,WeChat
440000199105133807,35,WeChat
450000197201096690,97,WeChat
210000199107013566,45,WeChat
150000200510235248,30,WeChat
430000198704157329,19,WeChat
130000197309123238,48,WeChat
340000199902011171,55,WeChat
520000196111032013,51,WeChat
650000198008083830,92,WeChat
340000195610024036,34,WeChat
420000197906293496,75,WeChat
360000197209273944,41,WeChat
450000196510262395,98,WeChat
330000200003241997,4,WeChat
420000197308265022,33,WeChat
510000199007257302,45,WeChat
370000196909012232,23,WeChat
460000197205283874,91,WeChat
420000195607179459,40,WeChat
530000195404070299,68,WeChat
150000199308307476,59,WeChat
61000019550825763X,93,WeChat
640000199812229135,40,WeChat
630000196910188845,48,WeChat
520000197207114050,25,WeChat
110000195012157338,51,WeChat
510000195106066028,83,WeChat
140000198011152841,15,WeChat
150000196310223892,6,WeChat
610000200101196381,79,WeChat
420000196910295705,41,WeChat
450000200408177169,25,WeChat
310000196302101481,71,WeChat
420000195912027419,8,WeChat
530000196809192221,56,WeChat
540000197803033680,70,WeChat
320000195504089369,61,WeChat
460000197101279547,59,WeChat
420000197007257096,41,WeChat
530000198311166121,4,WeChat
370000198301129095,83,WeChat
540000195007304970,16,WeChat
350000197603079320,65,WeChat
43000019840225908X,17,WeChat
520000200506130813,96,WeChat
330000198002084790,64,WeChat
440000196505100787,31,WeChat
430000196211011744,14,WeChat
360000197501203126,8,WeChat
500000199410183532,18,WeChat
310000196901266712,14,WeChat
230000199510030001,47,WeChat
150000199009308612,31,WeChat
54000019730824590X,14,WeChat
460000197401301558,34,WeChat
620000199410203799,31,WeChat
320000197908273735,20,WeChat
500000195506290457,82,WeChat
410000198911031442,20,WeChat
150000195001174201,4,WeChat
320000198112059025,54,WeChat
620000198704278919,86,WeChat
230000198505215453,52,WeChat
650000197608255558,51,WeChat
440000199202026472,57,WeChat
120000195302105482,85,WeChat
610000196807112814,33,WeChat
50000019621231792X,6,WeChat
450000197504122286,22,WeChat
360000200406230104,42,WeChat
450000199011265798,78,WeChat
410000200010170349,47,WeChat
370000198106260282,60,WeChat
650000197011173314,28,WeChat
440000199502014852,95,WeChat
31000019930918050X,27,WeChat
440000196105029854,44,WeChat
510000197910119863,45,WeChat
620000199410093753,36,WeChat
530000196304128048,10,WeChat
430000198009032196,44,WeChat
210000197104204464,93,WeChat
360000198408306053,31,WeChat
500000195103271972,15,WeChat
630000200512270789,75,WeChat
520000200407142384,82,WeChat
530000195604033441,45,WeChat
31000019640821656X,60,WeChat
320000195202094867,46,WeChat
360000195209136908,17,WeChat
23000019530112656X,80,WeChat
220000198303070776,80,WeChat
340000200506254302,30,WeChat
210000200206236322,42,WeChat
330000200201287523,80,WeChat
220000199305277505,37,WeChat
510000198305028263,37,WeChat
37000019650724775X,33,WeChat
35000019660808866X,7,WeChat
620000196804161006,61,WeChat
530000199901010332,32,WeChat
140000199101158440,73,WeChat
410000197902226673,58,WeChat
320000200303056855,38,WeChat
640000198604259829,66,WeChat
650000199103045896,82,WeChat
350000198601248412,31,WeChat
530000199109262800,96,WeChat
370000197805288853,75,WeChat
310000199301193322,80,WeChat
150000198308023065,46,WeChat
530000199208286672,51,WeChat
330000195604230309,78,WeChat
510000196711134353,20,WeChat
54000019940515673X,6,WeChat
360000195305045096,39,WeChat
110000195710284932,37,WeChat
120000197307043363,14,WeChat
340000195612222781,33,WeChat
63000019710509930X,63,WeChat
610000196501019852,6,WeChat
150000196806190238,3,WeChat
110000199309043436,71,WeChat
610000198209250458,36,WeChat
64000019800514590X,48,WeChat
220000197806265001,99,WeChat
360000200102174318,42,WeChat
410000199302241924,97,WeChat
630000197812100306,31,WeChat
410000197111071601,75,WeChat
330000197912211715,71,WeChat
370000199612177283,34,WeChat
620000197702076315,38,WeChat
230000198908238182,3,WeChat
420000199110296156,60,WeChat
450000196006309334,36,WeChat
110000196411177699,38,WeChat
230000197505069105,38,WeChat
130000197512301132,60,WeChat
150000195503137953,72,WeChat
310000195412214896,58,WeChat
520000199109140238,98,WeChat
220000199402094559,86,WeChat
640000199808108584,83,WeChat
630000197302013245,45,WeChat
420000199311253718,96,WeChat
510000198706292727,24,WeChat
140000197106068592,35,WeChat
140000195609131734,81,WeChat
630000198912204887,100,WeChat
410000197512073130,0,WeChat
450000197511257437,82,WeChat
310000197308231636,8,WeChat
46000019950915718X,96,WeChat
210000197804249970,3,WeChat
360000198204123984,41,WeChat
640000195205118937,81,WeChat
450000195006055253,0,WeChat
110000195806209283,33,WeChat
110000198810013914,55,WeChat
320000195005172248,87,WeChat
15000019821121296X,37,WeChat
620000198605315366,35,WeChat
350000197104022442,22,WeChat
140000195112238667,81,WeChat
530000195708158601,52,WeChat
530000195803183565,31,WeChat
430000196304220676,33,WeChat
450000196801109323,17,WeChat
35000019740225310X,23,WeChat
330000200008072571,50,WeChat
500000200508145935,97,WeChat
430000198203232546,73,WeChat
310000195503082411,77,WeChat
210000196611211541,22,WeChat
530000196804032499,9,WeChat
150000196003257304,63,WeChat
130000199501251300,11,WeChat
130000200304078778,40,WeChat
110000198805197747,74,WeChat
370000195102258253,50,WeChat
520000196908107422,52,WeChat
620000195311287140,1,WeChat
340000198404269685,99,WeChat
140000198012100154,90,WeChat
52000019730721098X,70,WeChat
440000199904068175,21,WeChat
370000200309236952,32,WeChat
460000198605108551,45,WeChat
420000199701027943,22,WeChat
150000198512234337,80,WeChat
610000195508252978,12,WeChat
500000198310012707,52,WeChat
350000200104089924,87,WeChat
140000197702278190,25,WeChat
45000019561028401X,56,WeChat
640000197210245817,93,WeChat
220000198409099809,90,WeChat
15000019550817717X,41,WeChat
150000199406229475,48,WeChat
370000199903011160,46,WeChat
450000197706266077,18,WeChat
330000198908097184,69,WeChat
530000197110300529,69,WeChat
450000196605208244,15,WeChat
220000196707279470,91,WeChat
410000197411278778,62,WeChat
520000196112013981,64,WeChat
530000200202161225,94,WeChat
32000020061029866X,21,WeChat
53000020030627868X,62,WeChat
350000196406188099,76,WeChat
140000196907169145,17,WeChat
640000195307078411,59,WeChat
130000200511298247,60,WeChat
530000198907244194,1,WeChat
610000198710215795,19,WeChat
140000196105257266,19,WeChat
150000195202013551,79,WeChat
520000199008100237,23,WeChat
510000198407135828,89,WeChat
500000197509223830,91,WeChat
430000195302226068,0,WeChat
620000198204288854,61,WeChat
61000020021128071X,91,WeChat
150000198008302767,21,WeChat
340000199811243823,25,WeChat
520000198402257211,83,WeChat
620000200407099965,52,WeChat
13000020000401764X,8,WeChat
460000197010173616,31,WeChat
320000196711294888,42,WeChat
370000198006043002,22,WeChat
340000196203033095,31,WeChat
310000200507018584,36,WeChat
510000200311116673,87,WeChat
540000199404063814,100,WeChat
530000200110198338,25,WeChat
230000199201195793,14,WeChat
320000195802235758,43,WeChat
340000200201315047,79,WeChat
620000199708176586,56,WeChat
350000196207165038,63,WeChat
410000199809279016,3,WeChat
430000195307120369,18,WeChat
65000019540218189X,41,WeChat
220000195007124641,50,WeChat
130000197201237460,86,WeChat
310000195009011079,52,WeChat
120000196309282232,76,WeChat
110000199310051708,37,WeChat
510000197904290496,1,WeChat
510000195704105306,10,WeChat
410000196601228064,48,WeChat
350000197409030873,9,WeChat
540000195607221466,35,WeChat
370000195803204688,75,WeChat
120000197207109193,58,WeChat
520000197302127300,59,WeChat
310000195504162376,84,WeChat
43000019930517373X,95,WeChat
500000196103186852,100,WeChat
140000195205121724,23,WeChat
620000199305179176,25,WeChat
530000199907138185,32,WeChat
620000199401094105,70,WeChat
430000199803086217,66,WeChat
650000195408263255,43,WeChat
460000197208187765,85,WeChat
620000195712099415,6,WeChat
44000019741020705X,71,WeChat
640000197206048757,15,WeChat
220000197304151557,43,WeChat
150000196111292553,44,WeChat
110000195002104697,94,WeChat
460000197011038723,49,WeChat
110000200005235282,69,WeChat
330000199604100588,70,WeChat
530000198806228451,39,WeChat
140000199303090050,38,WeChat
650000196010171443,86,WeChat
640000198805290005,27,WeChat
310000200512306855,98,WeChat
21000019520525455X,92,WeChat
540000199007242712,67,WeChat
230000196108088391,42,WeChat
410000195104271569,60,WeChat
210000196501309142,28,WeChat
130000196601018262,75,WeChat
610000195002019685,40,WeChat
33000019530324853X,66,WeChat
640000196806128705,82,WeChat
52000019790409565X,68,WeChat
510000196408016127,15,WeChat
210000198502072174,2,WeChat
230000199103017272,34,WeChat
510000195609205579,87,WeChat
130000197308290464,66,WeChat
120000198910092156,66,WeChat
330000197506014871,22,WeChat
140000196607285670,30,WeChat
14000019700402322X,68,WeChat
220000196705128783,25,WeChat
110000199803164073,17,WeChat
610000197512199742,7,WeChat
630000197406105187,73,WeChat
220000198809164796,67,WeChat
110000195311276679,42,WeChat
120000196407231922,88,WeChat
530000199201013153,36,WeChat
140000198304179044,89,WeChat
500000195107119476,61,WeChat
430000199109123479,43,WeChat
620000197210170380,8,WeChat
370000198103195809,89,WeChat
420000197706134626,33,WeChat
120000197703075017,93,WeChat
450000200209111562,84,WeChat
220000195606076573,77,WeChat
330000196010189593,54,WeChat
420000200310028362,7,WeChat
110000197105184705,15,WeChat
45000019781103709X,87,WeChat
450000199104054885,70,WeChat
540000200510011490,68,WeChat
630000200011205567,0,WeChat
500000200101190080,40,WeChat
520000197705265134,24,WeChat
320000196108230724,85,WeChat
360000195005193230,79,WeChat
340000197707268108,23,WeChat
370000199810035630,3,WeChat
220000195502195201,41,WeChat
310000197901185984,89,WeChat
430000195109258439,54,WeChat
510000196603035307,25,WeChat
13000019990728425X,18,WeChat
520000195112042905,7,WeChat
220000196201073715,11,WeChat
310000196907128521,93,WeChat
540000197704215489,17,WeChat
310000199009026631,82,WeChat
450000198706167233,24,WeChat
140000195707285227,81,WeChat
230000197103097824,52,WeChat
150000198304291089,44,WeChat
610000195206202844,55,WeChat
540000196303043722,62,WeChat
350000195009068021,89,WeChat
640000200601021735,35,WeChat
530000195503318173,38,WeChat
610000195303277522,45,WeChat
120000198905051886,58,WeChat
500000198701123287,16,WeChat
340000200403071503,96,WeChat
440000195510293486,85,WeChat
430000200208246242,58,WeChat
360000199812063932,95,WeChat
23000019540801332X,13,WeChat
410000195501277059,85,WeChat
500000196711019599,82,WeChat
140000196606252164,45,WeChat
350000196601150774,94,WeChat
530000198701258873,27,WeChat
410000197912040848,3,WeChat
640000199708029491,31,WeChat
330000198909149214,98,WeChat
450000197906035732,64,WeChat
230000195110216837,13,WeChat
450000195903142568,50,WeChat
140000197502173036,99,WeChat
430000195804148741,36,WeChat
450000199405264181,4,WeChat
460000199211309689,25,WeChat
350000196407189261,37,WeChat
53000019531031757X,1,WeChat
440000200508127343,25,WeChat
520000196606264203,9,WeChat
440000199402152262,77,WeChat
360000198507299493,47,WeChat
620000196602197967,13,WeChat
61000019710302786X,76,WeChat
340000199612103983,66,WeChat
610000199308293992,3,WeChat
150000197704239189,91,WeChat
530000199406134469,5,WeChat
21000019500220558X,99,WeChat
630000199607243470,20,WeChat
610000199007177808,28,WeChat
220000197506195451,1,WeChat
540000198311086887,92,WeChat
620000197712175018,60,WeChat
230000197304274081,63,WeChat
230000198602192273,45,WeChat
220000196804139031,99,WeChat
510000197805294387,28,WeChat
220000196706172874,62,WeChat
430000196005062428,41,WeChat
370000198305104645,95,WeChat
530000196508319508,54,WeChat
420000198312075912,21,WeChat
120000198904214268,83,WeChat
120000195311139908,19,WeChat
650000197701133088,96,WeChat
130000200506265889,45,WeChat
350000195212178744,45,WeChat
410000195312187898,82,WeChat
120000199407179056,41,WeChat
360000196805290295,54,WeChat
410000197005174666,58,WeChat
510000199707108666,49,WeChat
110000197709287270,46,WeChat
630000197706272067,50,WeChat
510000200607093861,83,WeChat
540000200611304241,24,WeChat
130000195009259740,68,WeChat
320000196903240622,42,WeChat
210000196209158586,70,WeChat
140000199106219759,81,WeChat
310000200504153684,75,WeChat
120000197601315024,23,WeChat
350000196511094748,51,WeChat
140000198008203994,49,WeChat
21000019791021486X,49,WeChat
520000197302081226,87,WeChat
610000195605175484,9,WeChat
610000197711062239,20,WeChat
130000199005145402,83,WeChat
320000200111267703,32,WeChat
120000198909215788,22,WeChat
110000196703060409,49,WeChat
150000196401212080,28,WeChat
120000198112276890,70,WeChat
41000020011124938X,36,WeChat
23000019681217391X,83,WeChat
45000019990726603X,92,WeChat
110000196001114900,31,WeChat
340000196306109224,9,WeChat
410000199805170056,80,WeChat
360000197310021741,29,WeChat
450000197007251386,49,WeChat
22000019521001793X,97,WeChat
610000198301031549,50,WeChat
540000198412110831,17,WeChat
34000019711128465X,50,WeChat
310000199804068398,68,WeChat
540000199204199004,98,WeChat
340000197305094432,15,WeChat
530000195407129428,67,WeChat
460000199403224620,59,WeChat
610000199807121511,16,WeChat
220000195008108248,36,WeChat
640000197812184134,98,WeChat
430000199012202672,38,WeChat
340000196307055627,77,WeChat
430000199008191720,91,WeChat
410000198803024851,54,WeChat
360000196712240723,67,WeChat
210000200502216502,43,WeChat
520000199209155373,30,WeChat
510000198909249120,40,WeChat
360000196306127397,24,WeChat
120000197311027112,81,WeChat
310000200504193512,13,WeChat
440000195302226289,39,WeChat
320000199003157122,41,WeChat
350000196208268020,88,WeChat
210000196802037558,42,WeChat
610000196801301307,41,WeChat
22000019720109051X,44,WeChat
540000195907065821,15,WeChat
620000200302179395,96,WeChat
650000200210071593,53,WeChat
140000198802057824,34,WeChat
120000195902257308,91,WeChat
440000200501167406,17,WeChat
210000195609068382,44,WeChat
430000199001093714,8,WeChat
62000019670816328X,9,WeChat
610000197505012855,0,WeChat
110000198510168949,13,WeChat
360000200501302014,31,WeChat
620000199606135847,9,WeChat
320000195812178822,53,WeChat
650000195002014638,49,WeChat
130000195910312209,35,WeChat
330000196804077649,64,WeChat
330000199211218913,34,WeChat
640000198605227909,8,WeChat
530000199704118352,9,WeChat
61000019980406294X,7,WeChat
530000199511157363,63,WeChat
320000196208019360,73,WeChat
61000019511106088X,79,WeChat
140000197211179921,31,WeChat
440000195810205767,33,WeChat
310000198008194161,41,WeChat
500000197601272256,77,WeChat
11000019560609862X,21,WeChat
14000019650818046X,89,WeChat
540000198508174258,11,WeChat
450000199006220974,53,WeChat
460000198903029720,58,WeChat
650000196311049652,21,WeChat
610000200604062318,32,WeChat
340000197910041777,0,WeChat
420000198712171874,47,WeChat
440000199106184585,97,WeChat
350000197303141890,61,WeChat
420000199704050313,48,WeChat
420000200606095775,50,WeChat
640000199212107572,93,WeChat
210000198605185374,38,WeChat
510000195306273726,91,WeChat
410000199408164824,96,WeChat
510000197204036550,49,WeChat
520000200110155213,40,WeChat
450000198103266099,35,WeChat
640000195505018540,83,WeChat
610000199404261915,27,WeChat
440000199703191265,33,WeChat
210000196710081279,99,WeChat
360000196311011612,63,WeChat
430000196306209534,17,WeChat
450000196705252920,57,WeChat
540000200609228788,37,WeChat
500000199611226770,7,WeChat
510000199910072910,22,WeChat
36000019531111975X,39,WeChat
45000019900615708X,23,WeChat
140000200301262889,15,WeChat
360000195905094748,81,WeChat
150000196008055146,31,WeChat
620000200405174976,20,WeChat
370000200505109627,22,WeChat
330000199706273463,27,WeChat
540000198608035917,41,WeChat
63000019830726681X,32,WeChat
340000199907024027,20,WeChat
140000196906296003,78,WeChat
520000200001076532,49,WeChat
430000197806246061,7,WeChat
520000200211231668,7,WeChat
420000198008251248,93,WeChat
530000195008311871,99,WeChat
430000196906054644,50,WeChat
440000199501039732,48,WeChat
360000196404144254,35,WeChat
410000198710074024,23,WeChat
640000196003188915,47,WeChat
230000198109030860,96,WeChat
330000198510052306,51,WeChat
360000195301305196,67,WeChat
120000196509306294,30,WeChat
330000200511167607,84,WeChat
360000199507277803,85,WeChat
460000198310269120,26,WeChat
640000197712156443,59,WeChat
210000196402290394,34,WeChat
640000198604287993,97,WeChat
370000196606242639,90,WeChat
530000195109254212,97,WeChat
420000198904157540,74,WeChat
220000199102270768,35,WeChat
330000196108156124,49,WeChat
210000199004240213,68,WeChat
210000198110032106,55,WeChat
630000200004221737,51,WeChat
370000197901129027,77,WeChat
110000195410260197,19,WeChat
120000199606247373,89,WeChat
65000019991120332X,100,WeChat
50000019860408794X,29,WeChat
340000196512318123,34,WeChat
510000195305139525,100,WeChat
410000197205091988,96,WeChat
330000198106151169,17,WeChat
520000195306224379,11,WeChat
630000197409285304,81,WeChat
370000200502028370,12,WeChat
320000195001080864,20,WeChat
360000199304173916,88,WeChat
230000196712056070,24,WeChat
220000197711082835,19,WeChat
410000196909100390,80,WeChat
140000199008169866,66,WeChat
610000199004029682,58,WeChat
460000198804017425,53,WeChat
420000200507064404,0,WeChat
140000197703243520,19,WeChat
410000198108073598,88,WeChat
620000198301285882,42,WeChat
51000019560817263X,30,WeChat
110000196208254775,43,WeChat
51000019520617902X,61,WeChat
350000200108271272,99,WeChat
350000195604027814,93,WeChat
360000200212229033,69,WeChat
210000199207113724,98,WeChat
54000019790707644X,78,WeChat
460000197208078964,82,WeChat
320000195806018080,39,WeChat
430000197802285979,12,WeChat
150000198505261134,95,WeChat
640000195511261205,91,WeChat
530000199802103584,15,WeChat
450000195012114723,56,WeChat
310000197404281190,100,WeChat
610000195305053274,9,WeChat
520000196003205140,82,WeChat
310000196006229384,61,WeChat
520000198408282119,33,WeChat
220000197001110811,91,WeChat
220000200308152930,38,WeChat
330000200004056769,43,WeChat
120000195306251137,31,WeChat
520000197304102924,1,WeChat
460000197401312919,33,WeChat
320000198505176599,66,WeChat
370000197602252201,98,WeChat
610000196011066867,76,WeChat
330000196610011246,11,WeChat
500000200110028245,91,WeChat
420000198601151221,73,WeChat
340000195212310571,47,WeChat
110000195406191715,71,WeChat
450000199505276913,32,WeChat
140000198907257742,64,WeChat
220000198304201707,22,WeChat
420000196705198391,48,WeChat
450000200312021522,14,WeChat
610000195606035408,83,WeChat
130000200602276115,51,WeChat
230000197406260887,83,WeChat
14000019910909340X,25,WeChat
360000199906217963,25,WeChat
64000019880330969X,41,WeChat
530000195404020312,86,WeChat
220000195105215125,60,WeChat
230000199211222281,100,WeChat
650000197612181336,43,WeChat
430000198804140540,92,WeChat
420000195104168205,21,WeChat
640000196401313099,30,WeChat
43000019531029604X,27,WeChat
360000199608056233,21,WeChat
440000198405136124,47,WeChat
640000198807010337,87,WeChat
340000198102263341,78,WeChat
140000200209091132,27,WeChat
140000199903285134,19,WeChat
220000197503046282,28,WeChat
62000019960413068X,65,WeChat
620000195402115846,98,WeChat
320000197206128998,21,WeChat
430000196107075801,73,WeChat
610000199909046073,80,WeChat
230000195205101506,38,WeChat
520000195101139250,4,WeChat
540000199811283806,49,WeChat
520000199001263172,10,WeChat
130000197108236156,62,WeChat
310000200107268998,79,WeChat
540000200008148942,89,WeChat
340000198110047366,50,WeChat
36000019661112589X,16,WeChat
220000199302201089,68,WeChat
140000197806075144,14,WeChat
110000196302253808,12,WeChat
630000199307183250,98,WeChat
110000197011309933,43,WeChat
350000199709107026,57,WeChat
210000200012114626,31,WeChat
440000198403043303,67,WeChat
420000196304260609,23,WeChat
220000200107043586,70,WeChat
210000199701232585,45,WeChat
500000196909244740,62,WeChat
540000196707071420,2,WeChat
520000199509031452,58,WeChat
330000196110158620,56,WeChat
45000019551130154X,41,WeChat
340000198210064913,7,WeChat
500000196106214951,57,WeChat
540000197811134422,79,WeChat
110000198501193077,37,WeChat
630000200504117995,78,WeChat
460000199611012155,93,WeChat
150000199904175289,66,WeChat
640000198005217993,59,WeChat
500000199410116102,53,WeChat
500000198609158356,9,WeChat
210000199705271039,55,WeChat
54000020030508317X,94,WeChat
65000019760419222X,38,WeChat
12000019510728792X,35,WeChat
320000199309173117,28,WeChat
120000200209248810,97,WeChat
350000199204255568,31,WeChat
320000200202255695,63,WeChat
230000200402083718,28,WeChat
620000197408219880,100,WeChat
120000196507168449,14,WeChat
120000197009193240,11,WeChat
150000197809307010,38,WeChat
460000196907078432,62,WeChat
110000199010305577,20,WeChat
140000195510181774,25,WeChat
450000198604050069,33,WeChat
370000199604216529,79,WeChat
350000200411233762,45,WeChat
620000195604113566,35,WeChat
340000197506269315,73,WeChat
420000200107087404,56,WeChat
430000195905278166,46,WeChat
220000196407205824,34,WeChat
63000020030806921X,14,WeChat
450000198404186535,82,WeChat
430000198111300206,12,WeChat
310000195909043359,52,WeChat
510000195101162379,68,WeChat
610000198608294597,32,WeChat
43000019540413915X,87,WeChat
35000019911206895X,70,WeChat
420000200603268191,44,WeChat
410000195410297839,34,WeChat
65000019821216278X,11,WeChat
350000197009030698,51,WeChat
450000199007035834,58,WeChat
530000200401152671,93,WeChat
110000196701136676,48,WeChat
530000199502283480,63,WeChat
230000196107117381,69,WeChat
140000198004255842,18,WeChat
140000199306275448,44,WeChat
320000199901064577,65,WeChat
140000197207259363,42,WeChat
630000196002249585,17,WeChat
120000198605030004,54,WeChat
140000200204133831,52,WeChat
340000198508070320,66,WeChat
370000196303244151,5,WeChat
440000196409209248,82,WeChat
530000200312212871,7,WeChat
220000198611261953,89,WeChat
110000199012165221,95,WeChat
310000198711066612,36,WeChat
540000197210207737,98,WeChat
640000199406229375,56,WeChat
430000200105191883,74,WeChat
320000195407072397,98,WeChat
330000199505207945,32,WeChat
620000198605166196,91,WeChat
220000198309012796,12,WeChat
440000195005245408,65,WeChat
210000199106154711,67,WeChat
430000197406082045,23,WeChat
460000200201209065,28,WeChat
330000198703096030,88,WeChat
430000196909038551,26,WeChat
440000195903064561,57,WeChat
210000198507280642,32,WeChat
210000195305264165,38,WeChat
51000019830915905X,68,WeChat
430000199707122353,59,WeChat
440000197006023961,94,WeChat
370000197108295935,7,WeChat
440000195611083357,76,WeChat
510000198607196967,73,WeChat
50000019711206531X,6,WeChat
650000195305222215,9,WeChat
520000200206069934,0,WeChat
360000199302208150,0,WeChat
120000196203053984,46,WeChat
460000196907043424,73,WeChat
420000198410141223,75,WeChat
230000199812292058,56,WeChat
530000200601135753,31,WeChat
640000196411213446,87,WeChat
310000197303219582,90,WeChat
65000019751205927X,36,WeChat
650000198508082586,95,WeChat
62000019850825336X,49,WeChat
630000198104146498,26,WeChat
530000198208196461,87,WeChat
370000197701178166,16,WeChat
650000199711097315,72,WeChat
310000195609238592,66,WeChat
220000200111220397,76,WeChat
23000020050623957X,82,WeChat
110000197608207382,49,WeChat
360000200407244380,68,WeChat
220000195301243713,90,WeChat
130000200301156304,71,WeChat
360000197202097538,63,WeChat
41000019511021021X,83,WeChat
220000195404067273,8,WeChat
650000200212033363,51,WeChat
520000200002248033,62,WeChat
620000199712099472,11,WeChat
13000019890214865X,33,WeChat
620000198503228675,62,WeChat
430000197002195748,51,WeChat
650000198105214046,48,WeChat
150000197909079035,2,WeChat
52000019530917731X,27,WeChat
130000197107125390,42,WeChat
220000195303304655,76,WeChat
410000195702083410,51,WeChat
140000198709032358,81,WeChat
520000200012206291,24,WeChat
530000195810317816,1,WeChat
630000200007256636,80,WeChat
210000197802239832,57,WeChat
610000198312299217,99,WeChat
620000196403269702,96,WeChat
360000195702121451,40,WeChat
62000019560321287X,0,WeChat
33000019791114723X,20,WeChat
630000196712267198,56,WeChat
320000196911199439,94,WeChat
520000197002093479,35,WeChat
620000198909238056,14,WeChat
510000198301125189,16,WeChat
420000198012276042,90,WeChat
370000196509092683,27,WeChat
460000196902032056,3,WeChat
610000200512186292,26,WeChat
310000200102084700,29,WeChat
500000196102265452,4,WeChat
630000197306198291,63,WeChat
210000199307157572,23,WeChat
620000199308055048,28,WeChat
610000196603152814,12,WeChat
540000200609230917,8,WeChat
450000195910227113,78,WeChat
130000197210210833,57,WeChat
350000199506032925,44,WeChat
500000196910082785,51,WeChat
