ID,Total_Count,Refund_Only_Count,Rental_Not_Returned_Count,Partial_Payment_After_Receipt_Count,Payment_Without_Delivery_Count,Amount_of_Loss,level
120000198207204224,40,0,0,0,0,0.0,1
320000199704255382,29,0,0,0,0,0.0,1
230000199606279768,34,0,0,0,0,0.0,1
530000198303152205,33,0,0,0,0,0.0,1
37000020031011096X,47,0,0,0,0,0.0,1
150000195811183361,42,0,0,0,0,0.0,1
370000198809233491,47,0,0,0,0,0.0,1
350000195412011316,41,0,0,0,0,0.0,1
140000196009072958,37,0,0,0,0,0.0,1
440000198704093419,42,0,0,0,0,0.0,1
320000200206028553,41,0,0,0,0,0.0,1
310000199507287455,43,0,0,0,0,0.0,1
110000198006153764,45,0,0,0,0,0.0,1
450000199908084852,52,0,0,0,0,0.0,1
150000199707120596,35,0,0,0,0,0.0,1
630000196805065499,29,0,0,0,0,0.0,1
350000196105094240,50,0,0,0,0,0.0,1
220000196806075094,39,0,0,0,0,0.0,1
120000198302199523,34,0,0,0,0,0.0,1
46000019720520657X,31,0,0,0,0,0.0,1
360000197708312063,46,0,0,0,0,0.0,1
62000019500126033X,46,0,0,0,0,0.0,1
310000197610030827,56,0,0,0,0,0.0,1
540000196701317792,46,0,0,0,0,0.0,1
320000200002262321,39,0,0,0,0,0.0,1
620000197403235048,46,0,0,0,0,0.0,1
450000200010089441,53,0,0,0,0,0.0,1
510000199908203889,38,0,0,0,0,0.0,1
360000196104123267,34,0,0,0,0,0.0,1
630000195308171341,35,0,0,0,0,0.0,1
310000198402181991,39,0,0,0,0,0.0,1
150000197103072045,39,0,0,0,0,0.0,1
460000196706067905,37,0,0,0,0,0.0,1
360000195212173590,38,0,0,0,0,0.0,1
210000196803253105,39,0,0,0,0,0.0,1
360000196101232898,36,0,0,0,0,0.0,1
610000198412131956,50,0,0,0,0,0.0,1
610000198708134099,36,0,0,0,0,0.0,1
370000196610264259,39,0,0,0,0,0.0,1
320000198106011412,41,0,0,0,0,0.0,1
350000197810055364,42,0,0,0,0,0.0,1
220000195801070564,51,0,0,0,0,0.0,1
420000198002083271,42,0,0,0,0,0.0,1
110000197709153360,49,0,0,0,0,0.0,1
15000019630512585X,42,0,0,0,0,0.0,1
140000199805040096,35,0,0,0,0,0.0,1
350000198307280550,36,0,0,0,0,0.0,1
120000195101290386,37,0,0,0,0,0.0,1
140000199710070305,36,0,0,0,0,0.0,1
520000195804238503,33,0,0,0,0,0.0,1
360000196808091152,30,0,0,0,0,0.0,1
650000200310143531,31,0,0,0,0,0.0,1
130000195902283129,47,0,0,0,0,0.0,1
120000197209151416,48,0,0,0,0,0.0,1
330000197606187489,58,0,0,0,0,0.0,1
640000195310029645,35,0,0,0,0,0.0,1
230000196301046855,42,0,0,0,0,0.0,1
640000200011187508,42,0,0,0,0,0.0,1
500000196703026262,46,0,0,0,0,0.0,1
510000198101223729,52,0,0,0,0,0.0,1
64000019790918136X,34,0,0,0,0,0.0,1
650000200504016565,35,0,0,0,0,0.0,1
510000195004169368,37,0,0,0,0,0.0,1
320000196406140575,45,0,0,0,0,0.0,1
610000197610259534,36,0,0,0,0,0.0,1
620000195110238975,32,0,0,0,0,0.0,1
500000198606233517,46,0,0,0,0,0.0,1
120000196404209682,29,0,0,0,0,0.0,1
520000196907175132,39,0,0,0,0,0.0,1
220000196206105675,39,0,0,0,0,0.0,1
510000198007193834,40,0,0,0,0,0.0,1
630000195111115231,40,0,0,0,0,0.0,1
320000199410172346,38,0,0,0,0,0.0,1
540000195709183608,51,0,0,0,0,0.0,1
120000199508239724,38,0,0,0,0,0.0,1
14000020000820441X,45,0,0,0,0,0.0,1
370000200104112171,54,0,0,0,0,0.0,1
500000197102124689,49,0,0,0,0,0.0,1
140000196703019137,45,0,0,0,0,0.0,1
530000200110015909,45,0,0,0,0,0.0,1
230000199910105711,43,0,0,0,0,0.0,1
620000200104280302,49,0,0,0,0,0.0,1
440000197801125377,43,0,0,0,0,0.0,1
440000196311081127,49,0,0,0,0,0.0,1
230000196108149545,41,0,0,0,0,0.0,1
500000200011188139,40,0,0,0,0,0.0,1
330000195406152207,46,0,0,0,0,0.0,1
310000199609178495,49,0,0,0,0,0.0,1
130000196707075513,44,0,0,0,0,0.0,1
330000198106227290,38,0,0,0,0,0.0,1
620000199712046338,49,0,0,0,0,0.0,1
460000200312316939,36,0,0,0,0,0.0,1
130000196505029826,38,0,0,0,0,0.0,1
35000019520629559X,39,0,0,0,0,0.0,1
370000200105189664,42,0,0,0,0,0.0,1
350000198402107481,37,0,0,0,0,0.0,1
360000199507297011,43,0,0,0,0,0.0,1
340000197702206602,43,0,0,0,0,0.0,1
43000019800824340X,30,0,0,0,0,0.0,1
230000197004133498,39,0,0,0,0,0.0,1
210000197406012775,40,0,0,0,0,0.0,1
530000198611079150,36,0,0,0,0,0.0,1
63000019580621915X,39,0,0,0,0,0.0,1
140000199911180922,38,0,0,0,0,0.0,1
610000200411292117,44,0,0,0,0,0.0,1
230000199805287007,43,0,0,0,0,0.0,1
360000198604023704,47,0,0,0,0,0.0,1
520000198307125296,42,0,0,0,0,0.0,1
530000200307182209,49,0,0,0,0,0.0,1
500000197905244406,42,0,0,0,0,0.0,1
140000197809086383,39,0,0,0,0,0.0,1
340000195907219379,44,0,0,0,0,0.0,1
540000197910152554,39,0,0,0,0,0.0,1
350000196706212337,37,0,0,0,0,0.0,1
460000195802211714,37,0,0,0,0,0.0,1
530000196810128972,32,0,0,0,0,0.0,1
620000198208241244,41,0,0,0,0,0.0,1
650000198909245921,39,0,0,0,0,0.0,1
430000197402170072,39,0,0,0,0,0.0,1
140000199706120808,38,0,0,0,0,0.0,1
610000196712223095,37,0,0,0,0,0.0,1
510000200608222485,36,0,0,0,0,0.0,1
450000198511063346,31,0,0,0,0,0.0,1
500000200602067996,44,0,0,0,0,0.0,1
520000198211075167,45,0,0,0,0,0.0,1
650000197912028325,41,0,0,0,0,0.0,1
210000198308223872,30,0,0,0,0,0.0,1
420000199507242658,29,0,0,0,0,0.0,1
650000195205309575,36,0,0,0,0,0.0,1
420000198001174024,39,0,0,0,0,0.0,1
450000195009045659,46,0,0,0,0,0.0,1
110000198612243030,47,0,0,0,0,0.0,1
460000195206259471,32,0,0,0,0,0.0,1
140000199302083588,38,0,0,0,0,0.0,1
630000196711197490,49,0,0,0,0,0.0,1
51000019920907634X,38,0,0,0,0,0.0,1
540000195310262486,38,0,0,0,0,0.0,1
500000196101014299,39,0,0,0,0,0.0,1
540000199709296344,49,0,0,0,0,0.0,1
120000195304101514,34,0,0,0,0,0.0,1
120000198007251501,39,0,0,0,0,0.0,1
500000200011233294,49,0,0,0,0,0.0,1
410000195402095508,39,0,0,0,0,0.0,1
220000199205109192,46,0,0,0,0,0.0,1
510000199411104957,29,0,0,0,0,0.0,1
64000019850601895X,54,0,0,0,0,0.0,1
430000196911047465,38,0,0,0,0,0.0,1
120000196908293195,43,0,0,0,0,0.0,1
230000199410189373,28,0,0,0,0,0.0,1
210000196612144635,43,0,0,0,0,0.0,1
460000195401105128,45,0,0,0,0,0.0,1
630000196402110689,38,0,0,0,0,0.0,1
150000200207096484,36,0,0,0,0,0.0,1
420000198706301628,48,0,0,0,0,0.0,1
220000195407064123,35,0,0,0,0,0.0,1
500000197904110828,39,0,0,0,0,0.0,1
450000198106275898,37,0,0,0,0,0.0,1
520000195105268607,32,0,0,0,0,0.0,1
530000196610268831,45,0,0,0,0,0.0,1
420000198909016958,49,0,0,0,0,0.0,1
450000199701191765,36,0,0,0,0,0.0,1
230000199401294788,44,0,0,0,0,0.0,1
440000196411051531,47,0,0,0,0,0.0,1
500000199603282561,41,0,0,0,0,0.0,1
12000019790721551X,37,0,0,0,0,0.0,1
350000196712305679,43,0,0,0,0,0.0,1
310000198705219926,44,0,0,0,0,0.0,1
310000198507248363,48,0,0,0,0,0.0,1
460000197606119098,37,0,0,0,0,0.0,1
210000198105042238,34,0,0,0,0,0.0,1
510000198902036405,41,0,0,0,0,0.0,1
34000019601228123X,50,0,0,0,0,0.0,1
650000199707287888,34,0,0,0,0,0.0,1
350000198002038237,43,0,0,0,0,0.0,1
140000196804044104,49,0,0,0,0,0.0,1
120000199109226766,52,0,0,0,0,0.0,1
230000199508108906,43,0,0,0,0,0.0,1
230000197610034131,27,0,0,0,0,0.0,1
520000200411305035,47,0,0,0,0,0.0,1
320000197206096607,33,0,0,0,0,0.0,1
630000196210059890,47,0,0,0,0,0.0,1
21000019820527903X,46,0,0,0,0,0.0,1
140000200501215040,34,0,0,0,0,0.0,1
320000195705260257,41,0,0,0,0,0.0,1
42000019670519012X,38,0,0,0,0,0.0,1
220000199112236897,42,0,0,0,0,0.0,1
130000198803104504,44,0,0,0,0,0.0,1
220000196905086370,47,0,0,0,0,0.0,1
330000197504241739,35,0,0,0,0,0.0,1
34000019670824623X,41,0,0,0,0,0.0,1
610000198406235222,33,0,0,0,0,0.0,1
220000200208082170,47,0,0,0,0,0.0,1
330000196812027326,50,0,0,0,0,0.0,1
130000200208210847,32,0,0,0,0,0.0,1
120000198208267155,40,0,0,0,0,0.0,1
210000195306232667,50,0,0,0,0,0.0,1
340000199209122738,45,0,0,0,0,0.0,1
34000019770520045X,25,0,0,0,0,0.0,1
440000200109058299,56,0,0,0,0,0.0,1
310000195002184241,39,0,0,0,0,0.0,1
540000195401276947,38,0,0,0,0,0.0,1
640000195107103838,49,0,0,0,0,0.0,1
120000198708023800,49,0,0,0,0,0.0,1
120000197604286206,42,0,0,0,0,0.0,1
540000195103079259,44,0,0,0,0,0.0,1
630000197702189709,40,0,0,0,0,0.0,1
65000020000917585X,36,0,0,0,0,0.0,1
65000019651031376X,50,0,0,0,0,0.0,1
640000199710187798,41,0,0,0,0,0.0,1
360000195106274611,41,0,0,0,0,0.0,1
500000197705030454,50,0,0,0,0,0.0,1
310000199112135406,38,0,0,0,0,0.0,1
230000198711194120,41,0,0,0,0,0.0,1
510000195010188290,33,0,0,0,0,0.0,1
150000198210158906,36,0,0,0,0,0.0,1
130000197408300076,35,0,0,0,0,0.0,1
610000197112286185,45,0,0,0,0,0.0,1
610000198601103698,43,0,0,0,0,0.0,1
230000198310171307,40,0,0,0,0,0.0,1
120000200211127807,40,0,0,0,0,0.0,1
450000197009238337,41,0,0,0,0,0.0,1
430000197708174949,33,0,0,0,0,0.0,1
350000195007188804,41,0,0,0,0,0.0,1
620000199710294645,44,0,0,0,0,0.0,1
110000195007226212,40,0,0,0,0,0.0,1
500000196405146039,38,0,0,0,0,0.0,1
460000196207229121,30,0,0,0,0,0.0,1
310000199012062879,39,0,0,0,0,0.0,1
360000200301214378,45,0,0,0,0,0.0,1
65000019741120954X,47,0,0,0,0,0.0,1
210000197909107012,47,0,0,0,0,0.0,1
150000199101170572,46,0,0,0,0,0.0,1
61000019680305037X,43,0,0,0,0,0.0,1
420000198101249177,26,0,0,0,0,0.0,1
210000199011023866,35,0,0,0,0,0.0,1
230000195007139204,43,0,0,0,0,0.0,1
370000195411061200,50,0,0,0,0,0.0,1
330000196108281814,28,0,0,0,0,0.0,1
510000198905224751,40,0,0,0,0,0.0,1
510000198706190237,37,0,0,0,0,0.0,1
320000195507117521,44,0,0,0,0,0.0,1
430000197608094861,45,0,0,0,0,0.0,1
310000197007105687,49,0,0,0,0,0.0,1
420000195611063192,45,0,0,0,0,0.0,1
430000197501051212,30,0,0,0,0,0.0,1
140000199103097469,42,0,0,0,0,0.0,1
53000019710624902X,42,0,0,0,0,0.0,1
52000019930420142X,37,0,0,0,0,0.0,1
230000197407304730,41,0,0,0,0,0.0,1
110000198206214090,26,0,0,0,0,0.0,1
52000019930726264X,38,0,0,0,0,0.0,1
430000197604157714,42,0,0,0,0,0.0,1
320000197112294944,36,0,0,0,0,0.0,1
310000197305272758,44,0,0,0,0,0.0,1
630000197610152773,40,0,0,0,0,0.0,1
520000195104264073,33,0,0,0,0,0.0,1
130000199008120817,39,0,0,0,0,0.0,1
11000019750714399X,47,0,0,0,0,0.0,1
540000195502194297,44,0,0,0,0,0.0,1
21000019590210440X,40,0,0,0,0,0.0,1
460000196504144685,37,0,0,0,0,0.0,1
130000199607113854,49,0,0,0,0,0.0,1
520000198212028282,37,0,0,0,0,0.0,1
120000196806257492,32,0,0,0,0,0.0,1
620000196211013737,44,0,0,0,0,0.0,1
450000198203029939,47,0,0,0,0,0.0,1
450000199403267127,30,0,0,0,0,0.0,1
21000019890309848X,49,0,0,0,0,0.0,1
340000195306037852,39,0,0,0,0,0.0,1
430000199405037356,33,0,0,0,0,0.0,1
540000199304296901,37,0,0,0,0,0.0,1
620000200409172871,36,0,0,0,0,0.0,1
130000197508277571,40,0,0,0,0,0.0,1
450000199101189995,37,0,0,0,0,0.0,1
210000198404042238,37,0,0,0,0,0.0,1
650000200408255806,52,0,0,0,0,0.0,1
34000019840923924X,41,0,0,0,0,0.0,1
650000195106135610,23,0,0,0,0,0.0,1
460000196701070830,40,0,0,0,0,0.0,1
140000197501153412,34,0,0,0,0,0.0,1
230000198509218977,42,0,0,0,0,0.0,1
320000195307157748,40,0,0,0,0,0.0,1
440000196103065915,41,0,0,0,0,0.0,1
350000198810191950,56,0,0,0,0,0.0,1
650000198910161928,44,0,0,0,0,0.0,1
650000199305126918,42,0,0,0,0,0.0,1
440000197308294898,42,0,0,0,0,0.0,1
340000200212225071,38,0,0,0,0,0.0,1
440000197601314325,40,0,0,0,0,0.0,1
620000198408221811,32,0,0,0,0,0.0,1
340000197510255012,42,0,0,0,0,0.0,1
450000196210306042,53,0,0,0,0,0.0,1
630000198605032923,31,0,0,0,0,0.0,1
500000198104074392,32,0,0,0,0,0.0,1
540000199912205559,42,0,0,0,0,0.0,1
230000195301225082,55,0,0,0,0,0.0,1
150000196208197229,36,0,0,0,0,0.0,1
430000199011075894,40,0,0,0,0,0.0,1
210000195005130069,33,0,0,0,0,0.0,1
360000199407129088,24,0,0,0,0,0.0,1
210000195308090623,34,0,0,0,0,0.0,1
63000019680223690X,40,0,0,0,0,0.0,1
510000199805220512,41,0,0,0,0,0.0,1
630000197303276936,48,0,0,0,0,0.0,1
310000195510170612,45,0,0,0,0,0.0,1
210000197004235335,44,0,0,0,0,0.0,1
640000199212265896,41,0,0,0,0,0.0,1
500000198505230392,35,0,0,0,0,0.0,1
620000196604150425,43,0,0,0,0,0.0,1
510000197707168002,26,0,0,0,0,0.0,1
140000197608183806,52,0,0,0,0,0.0,1
460000199901133262,31,0,0,0,0,0.0,1
450000199310253033,31,0,0,0,0,0.0,1
370000197911269816,45,0,0,0,0,0.0,1
330000199812221579,31,0,0,0,0,0.0,1
460000198307021861,50,0,0,0,0,0.0,1
320000196412011737,38,0,0,0,0,0.0,1
450000198805159749,48,0,0,0,0,0.0,1
510000199309309454,51,0,0,0,0,0.0,1
310000199703018463,55,0,0,0,0,0.0,1
440000196608314091,42,0,0,0,0,0.0,1
320000197911177023,44,0,0,0,0,0.0,1
320000197009288896,39,0,0,0,0,0.0,1
540000199703018298,50,0,0,0,0,0.0,1
23000019790109082X,40,0,0,0,0,0.0,1
640000195709130243,49,0,0,0,0,0.0,1
610000198302020008,44,0,0,0,0,0.0,1
140000198708065158,34,0,0,0,0,0.0,1
120000196209162313,46,0,0,0,0,0.0,1
460000196211251102,40,0,0,0,0,0.0,1
500000195203246432,41,0,0,0,0,0.0,1
410000199010196738,50,0,0,0,0,0.0,1
320000197011200013,39,0,0,0,0,0.0,1
410000200011085082,42,0,0,0,0,0.0,1
350000200301296439,35,0,0,0,0,0.0,1
450000197101090304,42,0,0,0,0,0.0,1
310000197005098209,33,0,0,0,0,0.0,1
520000199105189712,37,0,0,0,0,0.0,1
650000198912074844,45,0,0,0,0,0.0,1
350000196210139164,43,0,0,0,0,0.0,1
230000199809284479,45,0,0,0,0,0.0,1
530000196504082742,40,0,0,0,0,0.0,1
62000019990719746X,38,0,0,0,0,0.0,1
350000200406121934,51,0,0,0,0,0.0,1
530000197807259992,43,0,0,0,0,0.0,1
320000196704296543,54,0,0,0,0,0.0,1
630000198107186356,35,0,0,0,0,0.0,1
530000198001265271,39,0,0,0,0,0.0,1
630000196606141698,49,0,0,0,0,0.0,1
360000199209174953,28,0,0,0,0,0.0,1
230000197909062858,43,0,0,0,0,0.0,1
510000200012166806,52,0,0,0,0,0.0,1
430000198202111179,34,0,0,0,0,0.0,1
37000019680110571X,29,0,0,0,0,0.0,1
110000197404127313,37,0,0,0,0,0.0,1
13000019680627987X,41,0,0,0,0,0.0,1
330000199706284090,41,0,0,0,0,0.0,1
640000196401110603,48,0,0,0,0,0.0,1
220000195710209559,39,0,0,0,0,0.0,1
320000198403309311,48,0,0,0,0,0.0,1
350000199908155178,36,0,0,0,0,0.0,1
130000195112258017,38,0,0,0,0,0.0,1
330000196712304656,35,0,0,0,0,0.0,1
450000197802252214,49,0,0,0,0,0.0,1
210000195207251774,29,0,0,0,0,0.0,1
540000196812016554,35,0,0,0,0,0.0,1
130000200303108285,39,0,0,0,0,0.0,1
620000197712234313,43,0,0,0,0,0.0,1
120000198609202352,41,0,0,0,0,0.0,1
620000199302141818,48,0,0,0,0,0.0,1
650000200407303394,40,0,0,0,0,0.0,1
430000195012293916,44,0,0,0,0,0.0,1
420000195909151902,41,0,0,0,0,0.0,1
460000200305087584,38,0,0,0,0,0.0,1
120000195909269678,41,0,0,0,0,0.0,1
440000200109117930,41,0,0,0,0,0.0,1
440000198809013438,47,0,0,0,0,0.0,1
140000199205236570,34,0,0,0,0,0.0,1
450000195608315809,46,0,0,0,0,0.0,1
610000197607283461,44,0,0,0,0,0.0,1
610000199404146909,34,0,0,0,0,0.0,1
450000195901181344,40,0,0,0,0,0.0,1
230000200110280306,31,0,0,0,0,0.0,1
370000200101166246,40,0,0,0,0,0.0,1
45000019771104943X,42,0,0,0,0,0.0,1
440000200506102169,38,0,0,0,0,0.0,1
430000199707166241,48,0,0,0,0,0.0,1
230000197112306819,41,0,0,0,0,0.0,1
610000199007225486,54,0,0,0,0,0.0,1
310000195607049667,31,0,0,0,0,0.0,1
420000196804114341,39,0,0,0,0,0.0,1
650000198002244875,32,0,0,0,0,0.0,1
440000195709051986,35,0,0,0,0,0.0,1
530000195101280993,46,0,0,0,0,0.0,1
110000198810028104,41,0,0,0,0,0.0,1
430000197608142560,40,0,0,0,0,0.0,1
630000195906200536,49,0,0,0,0,0.0,1
510000196409012830,41,0,0,0,0,0.0,1
140000196907303447,44,0,0,0,0,0.0,1
150000196911069819,54,0,0,0,0,0.0,1
420000197906063017,40,0,0,0,0,0.0,1
510000200511054139,48,0,0,0,0,0.0,1
420000195902150317,28,0,0,0,0,0.0,1
530000195304051138,36,0,0,0,0,0.0,1
650000197607142826,35,0,0,0,0,0.0,1
410000197709239659,38,0,0,0,0,0.0,1
32000020000317936X,35,0,0,0,0,0.0,1
440000195003311694,34,0,0,0,0,0.0,1
130000197502217471,40,0,0,0,0,0.0,1
410000199901135701,38,0,0,0,0,0.0,1
540000197001145840,46,0,0,0,0,0.0,1
110000195911258343,38,0,0,0,0,0.0,1
150000200408313414,39,0,0,0,0,0.0,1
370000198512026854,43,0,0,0,0,0.0,1
44000019690806707X,31,0,0,0,0,0.0,1
610000199311254329,37,0,0,0,0,0.0,1
370000199511273794,42,0,0,0,0,0.0,1
210000199410300947,43,0,0,0,0,0.0,1
360000196412114899,41,0,0,0,0,0.0,1
360000195506132495,46,0,0,0,0,0.0,1
450000195506297515,41,0,0,0,0,0.0,1
350000198801261988,44,0,0,0,0,0.0,1
360000196402259779,44,0,0,0,0,0.0,1
420000197803204921,42,0,0,0,0,0.0,1
640000197110227064,46,0,0,0,0,0.0,1
530000199803279469,37,0,0,0,0,0.0,1
110000195403137078,47,0,0,0,0,0.0,1
64000019740319696X,41,0,0,0,0,0.0,1
15000020031107826X,50,0,0,0,0,0.0,1
530000198002175884,35,0,0,0,0,0.0,1
50000019821211331X,39,0,0,0,0,0.0,1
360000196103299973,37,0,0,0,0,0.0,1
440000199509130469,35,0,0,0,0,0.0,1
370000195909231473,33,0,0,0,0,0.0,1
120000197411187236,39,0,0,0,0,0.0,1
460000199009184448,34,0,0,0,0,0.0,1
230000196604123344,36,0,0,0,0,0.0,1
530000198712188233,49,0,0,0,0,0.0,1
630000199710174987,50,0,0,0,0,0.0,1
420000197706181078,46,0,0,0,0,0.0,1
220000197508224121,44,0,0,0,0,0.0,1
230000199506175232,46,0,0,0,0,0.0,1
540000196707204668,45,0,0,0,0,0.0,1
440000195610277731,33,0,0,0,0,0.0,1
340000199010043370,37,0,0,0,0,0.0,1
110000196001295406,48,0,0,0,0,0.0,1
620000197805170697,41,0,0,0,0,0.0,1
500000195107181245,49,0,0,0,0,0.0,1
420000200005255809,39,0,0,0,0,0.0,1
140000195601303802,36,0,0,0,0,0.0,1
630000198610104266,45,0,0,0,0,0.0,1
460000196207196139,42,0,0,0,0,0.0,1
410000197503250844,39,0,0,0,0,0.0,1
410000196403235749,43,0,0,0,0,0.0,1
50000019780430764X,38,0,0,0,0,0.0,1
51000019640608269X,40,0,0,0,0,0.0,1
610000198608292188,38,0,0,0,0,0.0,1
110000199411096737,38,0,0,0,0,0.0,1
310000195910046995,30,0,0,0,0,0.0,1
120000198402190112,27,0,0,0,0,0.0,1
360000197811011840,38,0,0,0,0,0.0,1
430000198709294533,48,0,0,0,0,0.0,1
530000195603316191,30,0,0,0,0,0.0,1
320000198306095286,47,0,0,0,0,0.0,1
640000198208095009,46,0,0,0,0,0.0,1
330000198804158210,47,0,0,0,0,0.0,1
12000019640818964X,50,0,0,0,0,0.0,1
150000195502220819,33,0,0,0,0,0.0,1
14000020040417518X,36,0,0,0,0,0.0,1
450000197808190034,49,0,0,0,0,0.0,1
350000197410239332,46,0,0,0,0,0.0,1
110000200001248705,48,0,0,0,0,0.0,1
36000019810809022X,37,0,0,0,0,0.0,1
520000198101036538,38,0,0,0,0,0.0,1
620000198304229878,43,0,0,0,0,0.0,1
220000197805305550,52,0,0,0,0,0.0,1
33000019971025533X,41,0,0,0,0,0.0,1
650000197003319926,42,0,0,0,0,0.0,1
130000199110071812,38,0,0,0,0,0.0,1
110000199106154320,34,0,0,0,0,0.0,1
640000198301089797,41,0,0,0,0,0.0,1
42000020031213429X,47,0,0,0,0,0.0,1
630000199304093233,46,0,0,0,0,0.0,1
120000196302161657,41,0,0,0,0,0.0,1
51000019920429329X,46,0,0,0,0,0.0,1
630000196906281094,55,0,0,0,0,0.0,1
650000199703192988,35,0,0,0,0,0.0,1
500000199508263389,36,0,0,0,0,0.0,1
630000198606251909,44,0,0,0,0,0.0,1
350000197203258557,40,0,0,0,0,0.0,1
330000195503307717,39,0,0,0,0,0.0,1
640000195507070027,46,0,0,0,0,0.0,1
210000195801062212,33,0,0,0,0,0.0,1
610000195807081398,46,0,0,0,0,0.0,1
230000197005011644,54,0,0,0,0,0.0,1
21000019510614710X,50,0,0,0,0,0.0,1
500000197701088843,32,0,0,0,0,0.0,1
370000198006153383,41,0,0,0,0,0.0,1
460000196902090109,31,0,0,0,0,0.0,1
23000020010114242X,51,0,0,0,0,0.0,1
370000196612282207,44,0,0,0,0,0.0,1
370000196406164242,38,0,0,0,0,0.0,1
370000195102091211,46,0,0,0,0,0.0,1
520000198808290644,42,0,0,0,0,0.0,1
530000199504263408,37,0,0,0,0,0.0,1
650000198810015923,46,0,0,0,0,0.0,1
540000199506153554,49,0,0,0,0,0.0,1
330000199112081026,40,0,0,0,0,0.0,1
510000198508208141,32,0,0,0,0,0.0,1
330000200611164980,40,0,0,0,0,0.0,1
640000198712199042,52,0,0,0,0,0.0,1
31000019781117937X,42,0,0,0,0,0.0,1
610000198005020933,50,0,0,0,0,0.0,1
440000195008126025,47,0,0,0,0,0.0,1
500000198607065965,48,0,0,0,0,0.0,1
350000196408069886,38,0,0,0,0,0.0,1
420000197109213828,53,0,0,0,0,0.0,1
530000198608080759,35,0,0,0,0,0.0,1
36000019910223934X,36,0,0,0,0,0.0,1
610000198308060625,57,0,0,0,0,0.0,1
410000195010236973,33,0,0,0,0,0.0,1
330000195408132461,42,0,0,0,0,0.0,1
630000195106256638,40,0,0,0,0,0.0,1
310000199309237609,42,0,0,0,0,0.0,1
410000195708188299,42,0,0,0,0,0.0,1
110000196509181012,44,0,0,0,0,0.0,1
220000199301130602,48,0,0,0,0,0.0,1
21000019910220745X,39,0,0,0,0,0.0,1
360000198309127631,59,0,0,0,0,0.0,1
620000199211270323,43,0,0,0,0,0.0,1
330000195401312478,50,0,0,0,0,0.0,1
650000195306117978,37,0,0,0,0,0.0,1
360000199711197886,37,0,0,0,0,0.0,1
630000197108177780,34,0,0,0,0,0.0,1
540000199410236013,50,0,0,0,0,0.0,1
430000199811082910,36,0,0,0,0,0.0,1
620000199011112240,46,0,0,0,0,0.0,1
130000199011238381,39,0,0,0,0,0.0,1
450000196202238246,41,0,0,0,0,0.0,1
620000197609113652,45,0,0,0,0,0.0,1
440000200407138932,34,0,0,0,0,0.0,1
320000195402088429,31,0,0,0,0,0.0,1
340000197806173753,43,0,0,0,0,0.0,1
630000198712235849,43,0,0,0,0,0.0,1
510000198806114987,34,0,0,0,0,0.0,1
540000200211276173,36,0,0,0,0,0.0,1
440000199907288069,39,0,0,0,0,0.0,1
370000197703157510,42,0,0,0,0,0.0,1
540000196802114572,35,0,0,0,0,0.0,1
410000198706291405,41,0,0,0,0,0.0,1
610000196808215276,40,0,0,0,0,0.0,1
320000197506054775,50,0,0,0,0,0.0,1
110000197403094468,43,0,0,0,0,0.0,1
12000019801105579X,32,0,0,0,0,0.0,1
610000195207109377,38,0,0,0,0,0.0,1
53000020050501525X,37,0,0,0,0,0.0,1
53000019561124516X,40,0,0,0,0,0.0,1
520000196112158953,40,0,0,0,0,0.0,1
360000196608206795,51,0,0,0,0,0.0,1
230000195310193238,40,0,0,0,0,0.0,1
650000195701083595,43,0,0,0,0,0.0,1
110000197202224553,46,0,0,0,0,0.0,1
220000198806079051,45,0,0,0,0,0.0,1
210000195108011812,42,0,0,0,0,0.0,1
210000198310257238,51,0,0,0,0,0.0,1
520000199811265583,34,0,0,0,0,0.0,1
500000200609023785,44,0,0,0,0,0.0,1
150000196902088858,35,0,0,0,0,0.0,1
370000199404081463,41,0,0,0,0,0.0,1
220000200611242867,49,0,0,0,0,0.0,1
430000196012024075,42,0,0,0,0,0.0,1
52000019790921980X,36,0,0,0,0,0.0,1
340000200206305876,44,0,0,0,0,0.0,1
330000195708313918,34,0,0,0,0,0.0,1
540000198311261817,46,0,0,0,0,0.0,1
650000199311175740,40,0,0,0,0,0.0,1
330000198309013014,36,0,0,0,0,0.0,1
640000195106302253,39,0,0,0,0,0.0,1
530000198804231366,55,0,0,0,0,0.0,1
230000195506134387,37,0,0,0,0,0.0,1
320000195703273433,50,0,0,0,0,0.0,1
530000198611211297,41,0,0,0,0,0.0,1
500000199809090530,42,0,0,0,0,0.0,1
150000196601049660,36,0,0,0,0,0.0,1
410000197407085105,28,0,0,0,0,0.0,1
640000199606241723,51,0,0,0,0,0.0,1
650000195512268961,48,0,0,0,0,0.0,1
520000199709026228,37,0,0,0,0,0.0,1
500000197301206919,47,0,0,0,0,0.0,1
370000200003316984,39,0,0,0,0,0.0,1
330000199508201573,38,0,0,0,0,0.0,1
530000195004233482,33,0,0,0,0,0.0,1
640000199104107639,38,0,0,0,0,0.0,1
510000199406023554,37,0,0,0,0,0.0,1
450000195912120002,44,0,0,0,0,0.0,1
320000195111253682,40,0,0,0,0,0.0,1
410000197507139465,40,0,0,0,0,0.0,1
370000197008063096,36,0,0,0,0,0.0,1
630000198209142127,54,0,0,0,0,0.0,1
610000195106168861,41,0,0,0,0,0.0,1
330000198909142426,41,0,0,0,0,0.0,1
640000198109245657,35,0,0,0,0,0.0,1
