ID,Credit_Score
320000195308307525,21.26
42000019520214926X,21.84
130000200308265319,58.3
11000019711001986X,27.62
120000199006125241,39.58
640000198510063702,20.65
440000198805036018,25.22
630000195904081086,23.62
510000195502241772,58.44
510000197704281675,56.72
640000195011160264,15.19
510000195506187742,29.12
140000197808105044,35.14
220000196705138092,1.11
510000198707210674,30.88
370000196409181670,39.21
460000195904102519,37.75
150000200102056494,27.93
540000197508140627,21.64
410000199403213586,25.77
360000197605311535,22.1
43000019610122911X,11.58
430000197501208603,22.75
420000197111188115,39.85
440000200302174267,27.71
650000195712166951,36.36
320000195312087852,28.07
230000196610252070,32.13
310000196906054823,45.44
140000199907146748,58.83
510000197209074564,49.5
640000196310202641,27.43
420000197209023474,31.91
150000197608253773,1.5
11000020051023386X,37.5
500000195710203082,16.26
620000199902135905,30.89
450000198106089606,22.98
150000195611066638,29.64
650000199611192534,21.36
50000019820714631X,50.95
140000196103168577,37.9
210000198905229850,24.38
370000200612047943,25.51
110000195108216179,20.71
610000198507312880,37.18
110000200611144786,31.61
540000196903170928,31.91
510000197802259594,7.21
310000196710216077,26.42
37000020020116669X,35.07
150000195905190044,59.28
63000020010505101X,26.04
430000199908012484,48.79
630000197507255264,40.77
350000198711224702,32.01
320000199107083463,24.44
640000200501293821,3.18
360000199803256986,8.63
120000198011180697,47.33
440000195308303935,27.73
320000198708314963,36.69
340000200508137302,6.66
410000197005262973,20.84
650000197506180524,54.75
320000197310259103,23.1
430000200505134394,17.05
420000200509234091,50.65
350000197309055942,0.38
330000196401210847,36.43
220000200502169568,44.25
610000197704059461,28.76
130000197112099908,37.99
310000199806135726,37.83
110000198109038822,38.11
640000199403030512,30.58
31000019740106369X,25.22
650000196412215015,28.58
430000197209040807,39.7
440000196210238826,35.74
120000199008059655,24.65
120000197006232902,26.77
41000019771109695X,20.71
500000200006128684,36.24
320000200510090239,25.21
450000199610259613,43.22
310000199706155922,34.45
130000198312101026,14.26
44000020031211476X,37.64
130000198505155936,23.52
510000196803264884,37.87
510000195403300327,36.03
520000197101226169,27.74
540000199310118802,33.05
310000195312146187,40.8
230000197801017756,34.91
230000199311069720,28.17
210000198305049418,2.25
230000198409015419,9.64
11000019790904445X,37.3
460000199412055099,33.41
50000019701221084X,34.18
140000196104097512,35.3
520000198311128481,35.77
140000195106039346,26.34
510000195404117700,15.97
640000199612229990,26.34
540000199510155966,33.6
510000199106273105,1.37
640000197311277666,20.82
140000198311208739,55.36
420000197903126668,32.57
520000196312162367,19.49
350000197505197470,24.42
360000195608277409,1.48
430000197006014633,24.73
530000199609054100,37.92
310000198510248532,27.17
460000196110186137,26.99
530000199207051142,25.98
640000196209270957,18.48
120000199802106041,31.32
350000198711295615,21.27
650000197103167202,37.23
540000195205266397,34.03
330000199206264544,22.99
440000196206080472,39.12
110000200302184370,31.48
230000200211218800,22.21
13000019751204851X,30.75
440000196612095346,33.21
130000195906093154,36.22
620000200205266761,32.21
320000198702045870,2.59
410000199308084974,34.91
500000196403282643,21.33
450000196104305919,24.45
11000019900919411X,3.43
650000197305028358,23.6
350000199108297995,30.1
130000197707041414,26.08
500000195308037979,35.48
370000196606039833,30.57
65000019500212786X,36.97
540000199702072559,21.1
440000199602066836,48.32
630000199807048485,21.13
640000197801025373,39.92
540000196201087249,37.08
410000199612220985,29.45
360000199110301481,29.25
410000196307209778,14.16
540000195206099244,36.1
120000199710308455,31.93
360000196402155486,31.99
500000195404059174,32.88
500000197609104038,35.94
420000197008277267,32.1
350000199704277595,25.85
650000195603059460,39.48
320000200602207174,22.49
46000019890413002X,33.58
440000200605237966,26.3
12000019910530865X,53.42
140000199603036339,33.23
310000198108184163,8.39
65000019760428305X,39.21
36000020050212781X,23.24
220000200403051046,44.12
430000197208250423,6.61
110000197907117803,25.46
130000199907181947,30.25
610000197302057615,21.09
500000198708255629,25.93
110000197803193385,12.76
640000200607031977,3.72
65000019831009213X,4.08
460000196609096712,35.81
520000196904195162,39.61
50000019541029009X,27.32
540000195203310534,30.42
510000195908214432,54.33
450000196407134379,29.27
150000197001262446,31.87
530000200210120837,20.1
640000196001030866,53.46
460000197310151013,0.26
150000198107020677,3.97
540000198801175268,30.35
43000019830222869X,55.25
500000198805119477,33.95
630000195410107485,26.28
120000198308290184,16.0
460000196311258889,58.94
340000198804066262,28.01
340000199909280892,30.62
41000019940903268X,49.45
460000197905010260,29.35
500000197605059436,33.33
310000195810215931,35.5
230000197809170747,39.09
640000198610099489,37.46
220000199701064800,26.47
330000196103309507,18.03
360000196110134931,25.65
610000197603281020,36.75
120000196312130002,30.12
140000197808099887,29.92
350000200606197757,32.63
630000198407131699,33.87
370000196407220074,31.51
530000198111205552,25.95
22000019580128436X,42.58
340000198708171070,54.17
370000200206206865,28.24
520000200105118389,38.09
630000195401022527,32.68
330000195302103312,36.45
120000199908055705,31.18
440000200605046713,33.66
610000195202078129,28.29
640000196311190179,23.53
350000196006036539,37.32
140000195102117722,53.17
130000196809047337,35.72
350000198009241262,20.05
430000199207205363,21.28
430000196006256806,0.03
110000199012032322,35.57
630000198712130860,31.54
420000199304105530,31.82
210000197501201355,25.34
540000198602213209,35.83
150000197209105589,10.48
320000197410083096,30.21
330000197303013131,33.08
320000197102276515,21.07
140000195902253765,28.82
36000019940915990X,37.46
310000198110093180,36.51
370000198104222629,20.69
650000199606028676,29.29
520000200503271274,38.41
310000199707238631,9.38
650000197511035014,23.34
44000019510806006X,32.12
230000200608107850,25.63
45000019850111009X,32.06
510000195708161559,34.35
110000198610177324,29.73
620000200103256714,38.71
130000200207263285,28.08
14000019970930459X,39.72
310000195810027199,22.22
320000196402218347,3.65
370000196108141720,24.84
110000196912072481,39.97
360000198301187269,23.06
540000197408119943,28.36
410000199512086467,30.83
530000196906105951,27.27
610000197805265416,38.48
410000195605230212,0.36
360000197307095555,26.56
440000198308061618,27.67
36000019730512069X,7.38
440000195012247276,21.39
610000195606133454,48.41
630000197104018993,10.0
540000197811137658,24.01
630000197303078905,38.1
360000200610236618,20.44
530000195506129757,29.2
430000199110243312,31.85
420000196401304052,14.39
650000198810015923,26.61
520000197504257314,35.47
330000198108089469,37.98
610000198412131956,30.33
650000195106247348,25.93
630000197002061659,26.75
370000200401272198,25.85
120000197210059297,36.22
630000199710174987,27.03
430000198609083085,34.86
610000196406125446,33.0
120000198708023800,2.49
440000200206202213,35.14
370000198909260200,27.57
150000197812246271,15.7
360000197901155143,8.87
130000200508155579,21.95
370000198309304812,29.66
360000196808091152,2.6
320000198306095286,21.39
64000019921216274X,8.38
12000019780223006X,34.76
140000196512180024,23.48
34000019770520045X,28.51
350000195109128132,36.8
65000019911103461X,38.87
500000199709199299,27.7
420000198905282415,27.69
360000199102029043,37.94
610000197509275011,25.64
410000197103014180,11.22
310000200302171665,27.24
500000198606233517,20.28
330000195202163502,30.19
110000199812105702,17.9
510000196112149959,28.77
150000196911069819,32.18
510000199701107419,18.04
510000197908129317,37.83
15000019950119053X,35.87
510000197902146837,28.3
500000200509206859,30.46
360000196111141295,38.61
320000196701139200,14.88
340000197811304914,20.23
350000195509209820,24.0
520000196704054883,28.84
610000196308169226,39.85
330000195910259388,31.99
430000196012024075,34.4
330000200005209341,16.25
510000196601180332,31.9
330000200207066617,23.06
330000199607188474,30.62
460000195510054374,33.29
410000196002140263,11.07
36000019680212665X,10.62
230000200110280306,28.6
43000020040525855X,16.34
460000198601287572,37.17
370000197201159049,23.98
610000199605174674,26.33
630000196201156250,23.29
310000198412059666,33.49
640000199104107639,14.34
510000198309289225,31.71
530000197503268523,6.84
220000198310243508,29.36
340000200010235108,29.04
510000197605277814,5.04
450000197812078010,32.12
14000019750829463X,7.07
320000197807172708,26.77
430000197612220146,35.44
450000200305011334,23.73
620000195306059936,11.18
360000198604023704,39.85
640000195510174628,4.86
350000197911043522,26.33
630000195003063956,9.6
650000197903060390,21.44
140000199005157288,22.15
520000200605294928,36.35
410000197708172165,22.06
44000019520118290X,33.54
310000196706026107,36.41
620000196904167704,27.16
340000199504104372,15.81
320000195705260257,26.7
630000198107186356,22.11
640000197509077125,29.11
36000019821130525X,29.8
130000199812184301,33.99
210000196211078796,25.52
310000199302208020,28.93
420000197812305505,37.5
630000197707224470,36.74
230000196301046855,20.35
620000199007290060,26.35
220000196807271425,38.55
21000019530802591X,36.09
620000197008113956,19.7
440000197803052538,22.14
140000196503035511,39.87
620000195005100421,37.87
630000200203087251,7.09
110000198411227982,12.34
370000200211016249,36.22
420000196407307078,38.04
130000199407251697,5.81
440000198301093799,39.41
320000198311154447,12.15
54000019840814772X,35.79
410000195311034857,15.3
540000195709040295,0.15
540000197609132968,24.66
31000019741218573X,23.44
330000195510072960,35.94
410000199005016958,36.26
140000195711274694,3.87
440000197912305514,29.9
35000019660822959X,16.68
370000197104273528,38.16
430000196412296969,20.15
150000199910209713,32.21
510000199201234892,17.69
350000197901068240,26.6
210000199410300947,20.3
530000198612066861,36.67
410000196309122158,39.91
610000195509110963,20.49
430000198710055599,1.47
610000196907138077,23.9
630000199103167216,5.83
530000200201175369,38.45
360000196305131183,17.72
14000019641206435X,33.88
650000197208029981,0.43
110000196011298491,21.67
460000200104289948,39.51
220000199307035286,20.54
220000200106183325,26.0
340000196409220646,9.21
23000020031128053X,24.21
520000196910240214,24.53
64000019520120968X,4.2
150000199605144976,10.17
430000199604012709,36.15
110000195410311759,28.2
130000196308243620,39.32
420000199607011494,22.13
440000200104217270,34.15
150000196601049660,26.36
310000198609063765,36.29
110000198810028104,20.03
52000019930420142X,25.75
220000195307028424,26.11
650000195907244809,5.53
630000199910032035,6.34
630000198109241953,26.85
620000199606248577,28.04
630000198301072678,33.03
210000198505253739,36.87
360000198406102815,23.66
460000196610048945,20.71
130000197006014747,39.36
650000195909057329,30.26
370000200104112171,7.2
350000198111198985,27.88
210000197509094662,12.26
420000197003167149,33.42
530000196701201114,7.47
630000196801063488,20.02
420000197011037336,36.94
220000199802030191,25.89
120000196203263287,32.41
330000197909149308,30.96
440000197601314325,15.03
34000019991020650X,24.45
52000019930726264X,22.13
21000019590210440X,20.17
36000019960706889X,30.69
370000198004076222,17.65
410000200407216237,25.85
330000196907257722,23.35
460000195503069842,18.05
500000199808311389,23.94
350000199004171386,23.77
310000198809180106,4.3
350000197304280905,6.68
350000200205022104,29.88
520000195211227999,8.92
11000019800815375X,34.14
500000200011188139,1.12
510000198804120654,21.88
130000195004266087,4.41
360000198908114162,26.17
500000196502136158,3.46
340000198303067654,7.14
120000196203205247,29.89
34000019660815846X,12.41
530000197911249911,0.11
420000198203037896,33.6
220000198007129446,23.89
530000197502238605,20.71
650000199111281979,29.38
610000197611280079,20.37
51000019890401260X,17.62
140000196703019137,21.26
320000200411289672,31.29
150000199503101369,22.41
210000198910250099,13.51
110000195808266249,35.82
130000195706282583,31.41
210000198802258894,10.34
530000198608080759,15.24
410000196011264065,35.31
320000196004196955,26.23
330000195306075937,23.21
500000195006218715,28.09
440000197108174170,25.36
210000199205012954,39.16
410000195509296107,38.47
110000198506271302,23.02
360000197811011840,24.73
610000199506064584,28.67
650000195002080942,30.14
41000019860926873X,29.31
130000197810012689,24.62
440000196103065915,37.9
120000200112254616,23.38
460000196608011262,30.66
43000019700624704X,30.2
110000198411014362,20.37
530000198611211297,2.96
650000200405228503,13.48
520000199702228628,17.04
110000198007226777,33.31
500000197401050085,35.2
620000199211270323,37.33
150000195109190393,33.64
500000196205274677,18.56
460000196706067905,23.24
210000196506231276,34.51
420000196402043405,12.7
310000200011296433,38.87
120000198404071344,33.54
31000019531101094X,38.88
410000197109257810,24.03
310000198411260325,30.36
450000199309034597,2.89
340000196804145965,34.37
310000196601195668,35.96
130000195201069656,5.3
43000019700913581X,12.0
350000197408060173,35.1
220000196912240137,34.61
130000198709195446,35.5
430000197102169969,32.73
650000196010089669,9.12
610000199409169181,39.1
410000198206253832,32.89
620000200501060485,15.69
540000197004076596,15.89
620000195609076274,31.31
440000196409062485,23.81
130000196911147035,7.87
320000199702065809,2.76
340000198501013956,26.07
140000198006164100,29.5
370000196707072448,25.04
140000195412144363,30.13
63000019800730727X,32.9
220000198611157507,33.2
36000019770417808X,28.03
500000197607119543,34.1
630000200506182491,20.04
110000196605025407,15.12
21000019680131658X,37.45
31000019531206902X,14.49
150000197906168892,26.43
110000199103176911,32.83
370000199512215430,24.71
15000019790517561X,33.42
430000195910041278,37.67
640000200207226601,26.7
50000019640422375X,33.45
37000019630430227X,6.19
370000198406056865,23.33
120000199109060022,25.38
14000019870819745X,34.55
500000197705030454,26.69
51000019780625407X,26.69
130000199201248038,39.3
540000197310166944,36.34
440000195709051986,24.85
530000196706240657,14.37
340000195609066909,37.82
340000196503123447,26.11
130000200102189816,29.12
35000019851123608X,29.37
130000199007088077,29.97
630000200005206125,2.27
330000199911282588,11.66
140000200007301680,28.61
500000197508285749,21.48
440000195203313889,27.44
500000196202207532,30.12
320000200211207265,6.52
310000198507248363,33.06
650000200508250631,11.62
150000196911201285,21.93
340000197809214530,25.49
210000196905271793,33.99
610000197009238353,10.4
230000195105261318,6.42
520000200111053008,25.21
650000200101251798,30.61
310000200106089218,17.65
430000200312126662,8.53
610000199601132223,14.02
45000019720620155X,30.05
620000200508186945,22.55
520000200303169064,7.7
460000196902090109,33.28
650000195705156173,18.38
420000195512085943,35.9
620000198407181408,21.18
420000197011268265,7.81
440000197509292848,37.37
120000195304101514,27.48
530000195810127772,35.34
640000198210079358,21.87
230000197506172884,36.22
630000198712235849,34.99
640000199606241723,32.06
410000195112304156,22.39
120000198207204224,38.57
410000200201200707,21.22
620000197006026816,20.71
520000198702147495,17.08
540000199003167145,23.74
620000198604292422,16.61
31000019700220853X,27.05
530000198203284120,17.01
340000198804284665,8.16
370000200103214862,26.69
140000198105224543,26.23
420000200210227997,13.21
51000019530826994X,38.77
530000199510158372,17.28
440000197402266471,27.44
540000200608306457,29.4
370000196005143686,8.22
370000196404183079,22.79
130000198804093958,27.08
610000196712057947,34.38
640000195603023597,19.94
130000197711077700,20.34
370000200207253305,16.99
620000196801012777,29.45
120000195112078735,20.92
520000198112123098,28.36
510000200004172536,18.19
620000200508111484,15.31
110000195411222512,22.32
150000199703249093,29.6
420000196503222912,39.33
510000197801132006,23.15
410000200109219472,38.12
330000196302229841,9.09
520000198903023376,39.46
150000198008149416,29.84
110000197404127313,8.07
430000195105287830,19.9
330000195503307717,27.91
150000197206112046,34.57
130000196311158697,16.57
640000198010300310,35.01
500000199909166053,25.69
220000199310239829,26.0
210000197511123645,26.69
360000197604208640,31.95
420000199603027931,38.55
120000199402233703,23.95
360000195310204725,29.98
340000198509242796,27.67
530000195007220484,7.45
430000195411131666,25.03
520000198702182928,39.3
54000019851005065X,36.22
310000196012207755,35.94
540000199604088872,2.85
220000195701237996,0.71
310000200612150923,33.81
330000199411072242,35.48
220000198403134415,31.51
500000199901069849,7.03
330000196911192482,27.4
140000195409137285,22.33
420000196905129737,23.97
340000200003199321,28.13
410000200007020198,31.33
620000199302141818,24.56
620000198104192927,17.4
330000199712301061,38.02
530000197012269097,30.65
610000200507072653,5.42
210000198603168837,25.89
430000197202024310,30.47
53000019650801742X,35.09
230000198008192203,0.55
140000197907310035,32.41
63000019680223690X,22.43
520000195906264809,26.32
440000198704093419,16.37
500000200112049912,20.1
360000199002043956,21.05
430000197308315861,20.55
320000199810154817,36.75
650000198010055943,7.3
530000195603316191,27.32
140000199205236570,21.16
540000196612177564,0.55
530000199001116967,15.43
33000019761130116X,23.11
620000200212040584,33.12
610000195603182007,19.23
110000198505243166,23.48
450000200606246655,39.96
450000198710199780,31.89
130000198710063416,34.88
530000198304023237,23.48
310000197112264145,33.07
230000199106235806,5.3
640000195602159863,19.44
120000195809116965,22.17
13000019650322701X,6.19
370000198108259699,22.44
630000197003236174,35.59
110000198006153764,37.6
650000197306240123,26.14
220000199709193869,20.4
120000195202214817,56.39
620000196407135760,16.16
35000019950402696X,28.26
320000196003024596,32.86
410000198502044058,28.92
440000200407264955,38.77
210000199406287225,33.93
21000019870404522X,39.61
150000197808181700,3.57
630000200308211722,32.46
33000019720727506X,25.77
140000195801229379,22.44
310000195503239319,21.57
350000197501251927,29.0
210000200305104544,33.36
530000195706297712,33.23
370000196311087096,26.34
370000200305030367,30.12
620000196711247337,34.7
210000195512051154,34.89
230000198711194120,22.53
150000200603202066,21.94
510000200009276182,23.47
44000019690806707X,24.13
120000196509259600,10.46
65000019540309451X,21.68
640000199604017429,24.6
340000195712154720,25.56
650000199905118663,29.29
110000199305240934,31.98
320000196412011737,36.99
46000019790527336X,6.12
500000196703277280,35.93
340000196703127899,1.29
310000198401232152,19.33
520000199405078774,30.89
64000019590810059X,36.47
650000197210303652,25.18
500000196003039863,16.49
610000197609082946,32.87
350000195007188804,24.1
450000196803089434,33.94
520000198102044820,27.9
430000197812243027,21.94
35000019770911434X,3.55
150000197812068305,23.61
540000195906103531,24.41
64000020030113958X,38.14
360000198305319804,39.31
640000199611308005,37.43
320000198403164247,17.32
530000195504216822,30.54
530000197805158952,20.37
610000195109175346,32.19
310000200402233405,0.86
340000197712110970,6.92
460000196301010388,20.53
220000195310306157,37.72
460000195210217581,35.76
630000196812187590,16.62
340000196404204049,28.83
230000200508039299,37.03
630000195105199926,36.78
220000197610026738,28.15
210000199311074403,35.12
340000195907219379,35.81
310000198405088610,24.93
620000199206245190,17.84
130000197906166957,21.11
630000195701013999,26.66
530000198102158782,37.2
350000196706212337,6.3
350000197104210419,22.1
450000198304092259,35.95
120000198402190112,31.31
450000200209215564,24.99
540000196708056716,9.07
370000199003148882,32.14
22000019890427394X,36.82
150000199410222591,31.13
460000200511301131,14.34
230000197212249663,7.63
650000198902112026,36.4
46000019601221005X,20.02
140000200611174518,35.55
53000020050501525X,4.74
120000200507120452,9.36
320000195905194338,4.44
510000198706190237,6.96
220000197904248184,21.54
150000196409282585,5.9
640000200510061133,37.68
650000196708285127,22.53
460000199711030262,27.79
510000200508212714,19.87
620000199712046338,33.12
440000196008226442,34.14
610000195809110842,28.85
650000198909245921,22.81
350000198811206181,12.76
220000196712286114,35.64
210000195502110720,1.06
140000199512198041,34.12
320000198505221038,36.25
320000197911177023,29.81
410000200501033322,28.29
510000200601024371,32.12
350000197812117477,34.64
330000195003192802,31.79
530000195407284161,28.47
21000019711126588X,32.53
130000195810145706,5.61
320000196801047899,32.1
130000200208210847,0.91
530000199701190711,20.24
210000197008039024,28.56
230000196112296724,26.54
610000198211261252,35.83
370000198202065049,29.96
620000195709288792,9.92
120000199306256606,22.76
420000199402025139,33.81
320000198007259594,17.33
35000019671228816X,24.37
630000196201075434,0.93
460000199605168911,24.31
450000196709300176,21.64
110000196301319457,24.48
530000198811015047,28.77
230000195301225082,34.65
520000196206250929,21.76
330000195708313918,36.44
310000198304170324,38.37
520000197408165620,24.38
420000195104247800,9.77
460000200003197016,24.36
230000198412203402,11.27
520000196801178095,20.96
330000198311199655,19.59
110000199106154320,26.5
410000196910249635,37.09
520000196806290887,3.84
440000198405308600,39.54
320000197409276106,14.84
440000199211127646,27.69
210000197708208474,28.69
110000195504129157,37.67
210000200210239139,18.58
210000197007149141,9.65
650000195507228535,30.13
32000019950108566X,5.55
230000196307051145,17.26
530000198512135559,21.66
45000019961114691X,35.46
420000198807021043,8.08
420000198101249177,10.07
23000019670506569X,9.27
430000198904028505,29.23
650000199609279390,20.96
320000200211305180,36.19
130000199708044237,37.88
450000199309158952,13.89
360000198110031376,33.66
210000199302147025,2.31
430000198109201364,15.61
150000197802013327,5.84
650000198408023001,30.07
460000198301063104,34.76
340000199601077222,29.23
500000198001219560,29.68
630000196705265768,25.26
330000196807303031,23.44
350000195912166453,39.77
330000199407033881,29.54
520000199811265583,23.99
530000195711304921,25.62
530000200407073333,36.71
50000019980312527X,29.31
410000197009112462,11.89
610000196711053231,5.37
130000197901021388,34.26
610000198708134099,39.79
220000198803250984,32.98
370000200208148646,20.2
440000196502042577,38.11
230000196308303885,34.25
130000195311092734,36.46
45000019541227710X,21.79
610000198702138224,30.02
320000200305281773,4.59
610000198111011707,20.97
430000198412065342,31.26
130000195708092601,14.64
110000195909205234,5.61
610000200608040650,39.73
540000197307150028,39.39
320000195511157139,38.54
530000200307182209,20.84
630000200608091304,26.87
230000199401294788,33.85
440000200612291389,32.08
630000199005066649,32.94
440000197308294898,5.24
150000196208197229,7.22
460000199008017234,36.57
340000198305269831,31.57
220000200210162372,27.18
610000199803104503,38.56
510000196706045364,38.81
320000199509196647,10.8
210000197204210917,24.26
410000200506064590,36.39
150000196806113865,39.92
520000195104250288,25.8
460000198701186189,28.69
140000196909276753,16.64
640000200605215668,15.61
340000200206305876,36.88
520000196105227092,10.2
150000197612229928,6.56
430000195311271418,33.69
130000200409246969,31.8
620000199805167147,34.28
120000197001198362,35.85
110000198704083636,34.27
320000199712283519,31.04
530000197109054623,29.64
110000198402159404,31.35
53000019930829256X,18.45
510000197911286727,34.22
640000200005220850,36.41
610000199606093067,34.55
630000195104178445,20.19
360000197802122661,10.0
460000195701086889,14.2
340000195802071873,20.4
210000195501170692,21.9
310000197407319801,21.77
610000197807216693,25.22
220000198601111193,28.39
640000195101019563,22.02
330000197501055201,25.08
420000195404212191,25.58
510000195608254184,22.95
140000195708219475,20.43
310000199011137621,5.81
640000198804285538,11.34
510000195401168799,22.57
630000200011177295,14.08
340000200608024866,23.18
630000198412242334,38.44
520000197207159064,16.49
420000200109103682,17.34
50000019920728854X,28.79
420000196803281957,27.79
650000197604212008,26.65
220000196806075094,38.81
520000195212183828,37.25
140000197602077885,29.87
450000195712317222,35.49
630000195301128930,20.91
350000199907134412,32.94
120000195812110142,13.69
350000198007153111,37.4
510000196611220879,8.15
630000199305298636,31.34
120000198611185264,14.28
650000195201317252,36.13
440000196908133399,23.61
510000196903288656,13.95
330000195309070605,12.05
440000200506102169,34.36
530000195304051138,0.2
650000197102025747,38.16
46000019720105330X,29.9
510000198910036827,20.5
350000199702217273,20.45
410000195006149527,7.54
350000196206019223,30.61
500000197104169266,20.94
650000198306099187,38.33
320000195706038527,32.46
210000198508158956,39.53
340000196911309996,35.5
120000196209162313,7.29
410000197112258785,31.24
610000199311254329,22.17
410000197608167385,38.81
640000197905305943,25.65
220000196609283679,34.57
460000199803235521,19.92
65000019991129687X,38.72
310000196303095271,25.24
110000195610199327,37.72
420000198511019112,35.9
330000200512304925,15.19
510000195111028309,8.98
310000198701021795,19.77
500000199104256342,12.91
500000196101014299,24.83
440000198212236356,27.92
230000195205017216,34.46
630000199511034084,35.49
420000195312259291,36.56
440000197711125437,32.6
110000199711130167,32.77
420000197810087217,4.44
370000195001046913,21.17
510000200203145872,34.42
340000200206223109,20.05
540000197910058103,23.18
630000198608060081,23.66
110000196805183944,12.73
510000197009158771,36.99
320000198401232269,0.79
44000020011009764X,31.81
440000198404097231,37.13
120000197306285942,23.34
500000198406042265,33.0
450000199403267127,36.65
150000197003172604,24.23
44000019831203951X,31.09
410000200504229240,24.7
120000197309047624,33.93
450000199909081362,34.22
140000199710070305,33.71
460000200309231598,13.39
120000195607212756,26.76
520000200601279755,24.73
330000200302048572,28.84
410000197810044047,23.21
130000196008214617,16.61
310000200609227547,5.2
370000197505208153,32.24
540000197803215556,28.29
45000019860928477X,13.57
420000200601241630,21.99
450000198512208789,1.94
360000196806093752,32.01
37000019930605324X,28.73
640000197404044749,35.09
420000200405100224,34.63
540000197712117360,13.01
540000198903213886,29.92
370000199003116389,27.91
150000195503147975,23.12
31000019530714366X,27.56
46000019690422748X,34.93
230000199910105711,29.28
140000198208251739,27.56
610000200504063209,16.54
510000197606189488,23.08
530000200303192397,0.03
530000199911106987,19.79
610000195807081398,4.29
330000199303290373,31.7
370000199701266691,35.32
410000195305286193,29.0
360000196402259779,21.38
370000197610118651,31.71
310000198210271554,39.14
640000200505125788,34.81
500000195312077623,38.44
620000195707012338,12.95
370000195604287986,24.98
520000199010236272,25.71
230000200104203152,27.09
220000199804163414,27.49
410000195412272264,36.93
360000199907203168,5.8
410000199901135701,33.68
510000197910045868,35.82
370000196107083696,30.59
520000199105189712,36.85
140000196708271948,26.62
510000197011219174,20.66
350000196705233750,26.87
130000195902283129,26.66
110000196109240095,8.86
370000200201044035,32.71
620000196106095857,2.32
360000199802247244,35.15
540000197305266625,30.72
350000195307119253,37.05
410000196504107471,36.24
520000195408170420,26.8
210000199407164892,7.18
350000196904306828,27.63
450000198312038519,38.75
15000019950205680X,36.26
140000200303112323,35.03
500000197212310802,24.67
640000198608213625,0.58
370000195109147900,20.91
610000196608083491,10.41
130000196002159290,27.09
520000200306192163,2.5
540000200610229518,7.46
420000195509017085,34.59
220000200407205081,21.11
610000196109289970,30.57
120000195002229408,31.68
450000196312229615,38.45
350000196507117492,37.98
510000196207023523,26.62
220000199204169265,13.95
410000195402095508,21.1
360000199104143691,21.27
360000196608206795,25.26
500000198712141085,28.32
620000197504098484,29.62
460000195011095665,12.05
450000198006207820,29.53
510000199710095114,31.13
33000019941019087X,28.83
36000019730914172X,29.09
410000198002130646,28.21
230000200106301696,1.74
130000195711175424,9.15
610000197809091409,37.26
130000198407176143,7.96
530000198002175884,29.72
220000197610315716,39.75
530000196808184115,27.94
120000196208106635,37.2
620000200610245104,35.44
350000200509171328,4.65
510000196706134463,30.14
110000199206247065,32.34
540000196812016554,11.03
460000200004299612,33.33
370000197108294078,36.05
530000196901029224,0.7
450000199506031707,18.64
320000200008148159,17.05
360000200512199622,27.43
640000195401142619,20.29
45000019720618733X,31.89
140000198612168160,26.01
540000196502092535,33.95
420000200308316074,28.34
340000198009086168,38.99
530000198901105257,33.33
62000019870107462X,38.95
610000197208077660,29.64
130000195901134658,38.03
310000196301270216,35.46
230000199403113717,29.29
110000198811123082,28.32
460000198706223110,26.68
120000197712178659,32.76
310000195904138797,24.5
310000200606064535,7.27
410000196501214730,20.43
410000199205132582,0.17
130000198909054963,21.25
360000197309033825,25.46
640000198308276683,27.61
120000196103204204,27.88
120000197504168683,20.71
350000195311185923,28.01
370000196707100963,20.55
350000200410014795,25.49
630000200301307924,28.63
230000198402293205,35.1
130000195806265676,38.14
650000199507027889,23.18
130000199205043021,22.17
37000019600419625X,36.72
310000195510278332,11.43
320000200206028553,24.61
500000199404125571,8.88
420000196006088978,23.44
350000200306141786,35.46
210000195402108463,20.45
530000198403293654,37.87
370000196303119377,33.67
130000200103088398,31.99
540000197902231287,20.08
370000198001042369,18.85
61000019571101756X,32.35
320000198608148611,23.65
650000199311175740,33.22
370000198809233491,36.43
640000195906214198,4.86
220000197305111995,38.25
340000199411050432,38.79
370000197801112711,37.19
220000198412275105,39.31
640000199901279548,21.82
230000198009067287,21.18
430000200303129140,24.43
110000195007226212,26.11
150000197508043840,28.05
510000197103121481,32.0
210000195703055676,21.26
620000196610076831,32.58
150000196812083885,34.82
210000198112185720,28.3
43000019810906497X,2.57
32000020000317936X,20.66
110000200207279689,37.61
450000197209130443,38.5
540000195811305130,14.6
150000198603265278,35.51
370000195807226593,22.75
420000199809108462,24.3
500000196904015439,28.19
540000197605239493,21.7
61000020020525243X,39.55
520000195905260531,34.96
210000199011138831,20.6
110000197806017942,28.9
320000197112294944,7.52
140000195203136367,28.33
210000197909128657,25.65
360000200109117092,11.9
420000197707077272,33.66
420000197403121692,3.57
410000198303177392,28.9
120000197210315940,28.78
620000200010090401,9.05
350000199908155178,14.58
420000196806226689,35.51
410000196803175829,22.04
510000197504308618,11.97
150000199905079790,9.76
23000020010114242X,33.69
37000019950216158X,36.46
120000200308289298,21.33
510000198806114987,21.63
440000197312172746,11.0
450000196805207713,27.11
510000198905224751,38.65
510000200411035686,21.06
220000199711068901,36.92
410000196012299462,19.99
440000195809169068,23.32
140000196607237310,7.81
530000197109231298,37.04
220000197103140069,26.93
220000198704039040,32.58
650000198412198234,6.72
